canonical_entity,canonical_entity_id,source_sheet,source_row,source_row_ordinal,cml_licence_no,manufacturer_name_address_composite,licence_validity_date,licensed_is_text,licence_status,variety_brand,source_url,retrieved_at
FMCS,FMCS-00883,,526,525,CM/L-4100113658,Bhutan Ferro Alloys Limited,NONE,IS 1110 : 2023,OTHER,"Name of the Product Ferro silicon Grade Designation Size Designation (mm) FeSi65Al10, FeSi73A125 10-40, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00823,,527,526,CM/L-4100106560,ELKEM ICELAND LTD,NONE,IS 1110 : 2023,OTHER,Name of the product Ferrosilicon Grade Designation FeSi78 Size Designation From 10 mm :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00859,,528,527,CM/L-4100110854,OM Materials (Sarawak) Sdn. Bhd,NONE,IS 1110 : 2023,OTHER,"Name of the product Ferrosilicon Grade Designation FeSi73Al25, FeSi78,FeSi73Al15 Size Designation (mm) 10-40, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02204,,529,528,CM/L-4100261774,Formosa Chemicals & Fibre Corporation,NONE,IS 17370 : 2023,OTHER,p-Xylene :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00865,,530,529,CM/L-4100111553,Druk Wang Alloys Limited,NONE,IS 1110 : 2023,OTHER,"Name of Product : Ferrosilicon Sr. No. Grades Size (mm) 1. FeSi65Al10 3-10mm, 4-25mm, 10-40mm, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00782,,531,530,CM/L-4100101146,MINASLIGAS S A,NONE,IS 1110 : 2023,OTHER,"Name of the Product Ferrosilicon Grade Designation FeSi78, FeSi76A101, FeSi73A105, FeSi73A115, FeSi73A125 Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01057,,532,531,CM/L-4100134767,Pertama Ferroalloys SDN BHD,NONE,IS 1110 : 2023,OTHER,"Name of Product : Ferrosilicon Grade Designation : FeSi78, FeSi73Al15 & FeSi65Al10 Size Designation :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01100,,533,532,CM/L-4100139979,Rima Industrial S/A,NONE,IS 1110 : 2023,OTHER,Grant of license may be considered for the product ‘‘Ferrosilicon’’ as per IS 1110 : 1990 for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01335,,534,533,CM/L-4100167782,"JSC ""KUZNETSKIE FERROSPLAVY"" (JSC ""KF"")",NONE,IS 1110 : 2023,OTHER,"Name of the product Ferrosilicon Grade designation FeSi73Al15, FeSi73Al25, FeSi65Al30, FeSi48 Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01348,,535,534,CM/L-4100169584,YDD Corporation LLP,NONE,IS 1110 : 2023,OTHER,"Name of the Product : Ferrosilicon Grade Designation Size designation (in mm) FeSi78 3-10mm, 10-50mm :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03006,,536,535,CM/L-4100342370,Hulas Iron Industries Ltd.,NONE,IS 1161 : 2014,OTHER,Name of the product Steel Tubes for Structural Purposes Manufacturing Process Electric Resistance Welded :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02438,,537,536,CM/L-4100285485,Siddhivinayak Steels Pvt. Ltd.,NONE,IS 1161 : 2014,OTHER,Name of the product Steel Tubes for Structural Purposes Manufacturing Process Electric Resistance Welded :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02071,,538,537,CM/L-4100248075,TSI METAL INDUSTRIES LLC,NONE,IS 1161 : 2014,OTHER,Name of the product Steel Tubes for Structural Purposes Manufacturing Process Electric Resistance Welded :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00054,,539,538,CM/L-4016742,Mainawati Steel Industries Limited,NONE,IS 1161 : 2014,OTHER,Steel Tubes for Structural Purposes :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00013,,540,539,CM/L-4002731,Hulas Steel Industries Pvt Ltd.,NONE,IS 1161 : 2014,OTHER,Steel Tubes for Structural Purposes :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00009,,541,540,CM/L-4002327,Jagdamba Eneterprises Pvt Ltd.,NONE,IS 1161 : 2014,OTHER,Steel Tubes for Structural Purposes :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00002,,542,541,CM/L-4000626,Rajesh Metal Crafts Limited,NONE,IS 1161 : 2014,OTHER,Steel Tubes for Structural Purposes :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02184,,543,542,CM/L-4100259686,"JSC ""TNC Kazchrome""",NONE,IS 1170:2026,OTHER,"Name of the product Ferrochromium Grade Designation FeCr70C70 Size Designation 10–50 mm, 0–10 mm, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02150,,544,543,CM/L-4100256276,Albchrome Shpk,NONE,IS 1170:2026,OTHER,"Name of the product Ferrochromium Grade Designation High Carbon Ferrochromium: FeCr70C70, FeCr70C70LS Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02452,,545,544,CM/L-4100286891,Gulf Alloys and Metals FZC LLC,NONE,IS 1170:2026,OTHER,"Name of the product Ferrochromium Grade Designation High carbon ferrochromium: FeCr70C70LS, FeCr60C70LS Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02429,,546,545,CM/L-4100284584,JSC Serov Ferro-alloy Plant (JSC SFP),NONE,IS 1170:2026,OTHER,Name of the product Ferrochromium Grade Designation High Carbon Ferrochromium Medium carbon ferrochromium Low :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02274,,547,546,CM/L-4100268990,"JSC ""TC Kazchrome""",NONE,IS 1170:2026,OTHER,Name of the product Ferrochromium Grade Designation High carbon ferrochromium: FeCr70C70 Low carbon :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02264,,548,547,CM/L-4100267887,OM Materials (Sarawak) sdn. Bhd,NONE,IS 1171 : 2011,OTHER,Name of the product Ferromanganese Grade High Carbon Ferromanganese Grade Designation FeMn 74 Size :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02018,,549,548,CM/L-4100242770,TSI METAL INDUSTRIES LLC,NONE,IS 1239,OTHER,"Name of the product Steel Tubes, Tubulars and Other Wrought Fittings Part 1:Steel Tubes Class Light, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01923,,550,549,CM/L-4100233163,HULAS IRON INDUSTRIES PVT. LTD.,NONE,IS 1239,OTHER,"Name of the product Steel Tubes, Tubulars and Other Wrought Fittings Part 1:Steel Tubes Class Medium Grade :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02786,,551,550,CM/L-4100320360,JETLANE,NONE,IS 10613 : 2014,OTHER,:,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01361,,552,551,CM/L-4100171167,"Giant Manufacturing Co., Ltd.",NONE,IS 10613 : 2014,OTHER,Essential requirement for Retro-reflective devices for Bicycles as per Cl. 4.2.2 of IS 10613: 2023 “Cycles-Safety :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03038,,553,552,CM/L-4100345578,"Youngsin Metal Co., Ltd.",NONE,IS 1466 : 1985,OTHER,Name of the product Ferro Vanadium Grade Foundry: Fe V 78 F Particle Size Range/Class 2 to 50 mm / :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00010,,554,553,CM/L-4002428,Jagdamba Eneterprises Pvt Ltd.,NONE,IS 1239,OTHER,"Mild Steel Tubes, Tubulars and Other Wrought Steel Fittings Part 1 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00005,,555,554,CM/L-4001224,Mainawati Steel Industries Limited,NONE,IS 1239,OTHER,"Mild Steel Tubes, Tubulars and other wrought steel fittings Part 1 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00006,,556,555,CM/L-4001426,Rajesh Metal Craft Pvt Ltd.,NONE,IS 1239,OTHER,"Mild Steel Tubes, Tubulars and other wrought Steel fittings Part 1 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00015,,557,556,CM/L-4002933,Hulas Steel Industries Pvt Ltd.,NONE,IS 1239,OTHER,"Mild Steel Tubes, Tubulars and Other Wrought Steel Fittings Part 1 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00269,,558,557,CM/L-4100011145,Aarti stips (P) Ltd,NONE,IS 1239,OTHER,Product Designation Manufacturering Process CLASS Black Tube Plain ended 15mm NB to Upto & including :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02525,,559,558,CM/L-4100294183,BK MAX SDN. BHD.,NONE,IS 1269,OTHER,Name Of the Product: Legal Metrology – Steel Tape Measures Nominal Length: 0.5 m to 5 m Accuracy :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02619,,560,559,CM/L-4100303562,TOSTEM THAI CO. LTD.,NONE,IS 1285 : 2023,OTHER,Alloy Designation Temper Condition Type of Sections Size 63400 T5 Hollow Sections Width across flats :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02625,,561,560,CM/L-4100304160,VMK Invest Limited Liability Company,NONE,IS 1285 : 2023,OTHER,Alloy Designation Temper Condition Type of Sections Size 63400 T6 Hollow Sections Width across flats :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02772,,562,561,CM/L-4100318979,TUNA ALUMINYUM METAL KIMYA INSAAT SANA. VE DIS TIC. A.S,NONE,IS 1285 : 2023,OTHER,Name of the Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02766,,563,562,CM/L-4100318373,Thai Metal Aluminium Company Ltd,NONE,IS 1285 : 2023,OTHER,Name of the Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02869,,564,563,CM/L-4100328679,Elite Extrusion LLC,NONE,IS 1285 : 2023,OTHER,Name of the product Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02902,,565,564,CM/L-4100331971,Alumex PLC,NONE,IS 1285 : 2023,OTHER,Name of the Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01818,,566,565,CM/L-4100222259,ARABIAN EXTRUSIONS FACTORY,NONE,IS 1285 : 2023,OTHER,a. Name of Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02170,,567,566,CM/L-4100258280,"KORVAN IND. CO., LTD.",NONE,IS 1466 : 1985,OTHER,Name of the product Ferro Vanadium Grade Fe V 78 (Low Carbon) Size Range 5-50 mm :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02300,,568,567,CM/L-4100271575,"Woojin IND Co., LTD",NONE,IS 1466 : 1985,OTHER,"Name of the product Ferro Vanadium Grade Foundry: Fe V 40 F, Fe V 55 F & Fe V 78 F Size Range(Class) 2 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02263,,569,568,CM/L-4100267786,OM Materials (Sarawak) sdn. Bhd,NONE,IS 1470 : 2013,OTHER,:,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01859,,570,569,CM/L-4100226772,REMSA ITALIA s.r.l,NONE,IS 1285 : 2023,OTHER,a. Name of Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02384,,571,570,CM/L-4100279995,Mahashakti Cement Limited,NONE,IS 1489,OTHER,"(1) Portland Pozzolana Cement- Fly ash based, without optional requirement of transverse strength. :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02124,,572,571,CM/L-4100253573,Vijaya cements Pvt Ltd.,NONE,IS 1489,OTHER,"Portland Pozzolana Cement- Fly ash based, without optional requirement of transverse strength. :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01632,,573,572,CM/L-4100201453,Jiseong Aluminium Co. Ltd.,NONE,IS 1285 : 2023,OTHER,a. Name of Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02165,,574,573,CM/L-4100257783,ALUS CO. LTD,NONE,IS 1285 : 2023,OTHER,Name of Product: Wrought Aluminium and Aluminium Alloys-ExtrudedRound Tube and Hollow Sections for General :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02322,,575,574,CM/L-4100273781,Aluminios Cortizo S.A.U,NONE,IS 1285 : 2023,OTHER,Name of Product: Wrought Aluminium and Aluminium Alloys-Extruded Round Tube and Hollow Sections for General :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02431,,576,575,CM/L-4100284786,Aluminiumwerk Unna AG,NONE,IS 1285 : 2023,OTHER,Alloy Designation Temper Condition Type of Sections Size 24345 O Extruded Round Tube & Hollow Sections Extruded :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00031,,577,576,CM/L-4009947,Longwell Company Song Gang Factory,NONE,IS 1293 : 2005,OTHER,Non rewirable plugs as per following description:- Sl. No. Item Description Voltage Rating Current Rating Degree :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00038,,578,577,CM/L-4013635,"Taiwan Line Tek In China Everfull Electronic (Huizhou) Co. Ltd.,.",NONE,IS 1293 : 2005,OTHER,Non rewirable plugs as per following description :- Sl. No. Item Description Voltage Rating Current Rating Degree :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00142,,579,578,CM/L-4040537,Well Shin Electronic (Kunshan) Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Non-rewirable plugs, moulded with solid pins, IPXO, polycarbonate material, varieties as follows: 3 :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00133,,580,579,CM/L-4038449,ASAP Technology (Jiangxi) Co. Limited,NONE,IS 1293 : 2005,OTHER,"Non-rewirable plugs, moulded with solid pins IPXO, thermoplastic material; varieties as follows: Without :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00123,,581,580,CM/L-4035847,I-Sheng Electronics (KunShan) Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Non-rewirable plugs, moulded with solid pins, IPXO, thermoplastic material; varieties as follows; Without :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00106,,582,581,CM/L-4030433,Huizhou Groupia Electric & Plastic Works Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Plugs of 10A and 16A, 250V,a.c. round non solid pins 2 pose with earth Non - rewirable, Class 1 without :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00204,,583,582,CM/L-4054548,Weihai Honglin Electronic Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Non-wireable, moulded plug with solid pins, 250 V ac, screw less terminal, IPXO , thermoplastic material :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00205,,584,583,CM/L-4054649,Fund Resources Electric Industry Co. Ltd. Shanghang,NONE,IS 1293 : 2005,OTHER,"Non-rewireable, moulded plug with solid pins, 250 V ac, screw less terminals , IPXO, thermoplastic material (I) :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00190,,585,584,CM/L-4051744,Shenzhen Perennial Plastics and Metal Limited,NONE,IS 1293 : 2005,OTHER,"Non-rewireable moulded plug with solid pins, 250 V ac, screwless terminals, IPXO, thermoplastic material :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01658,,586,585,CM/L-4100204560,Pelden Enterprise Limited,NONE,IS 1470:2025,OTHER,:,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00192,,587,586,CM/L-4051946,YuYao Siji Wire Industry Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Non-rewireable moulded plug with solid pins, 3 pins, 250 V ac, Class I, screwless terminals, IPXO, thermoplastic : RICO",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00271,,588,587,CM/L-4100011347,Unirise Electric Wire & Cable Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Moulded Plugs 1 Ampere & Voltage rating 2.5A, 250V,a.c 6A, 250V,a.c 6A, 250V,a.c 10A, 250V,a.c 16A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00288,,589,588,CM/L-4100014858,Ching Cheng Wire Meterial Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Moulded Plugs of following description 1 Ampere & Voltage rating 6A, 250V,ac 16A, 250V,ac 2 Rewireable :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00306,,590,589,CM/L-4100017561,Byrne Electrical (Huizhou) Co. Ltd,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 6 A, 250V, AC 2 Type (Socket outlet/Multiple/combined) Combined Socket :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00230,,591,590,CM/L-4100003853,Volex Cable Assembly (Shenzhen) Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Non-rewireable, mounlded plug with solid pins, 250 V ac, screw less terminals, IPXO, thermoplastic material, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00256,,592,591,CM/L-4100009461,Guangdong KAI HUA Electric Appliance Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Non-rewireable round solid pins plug, screwless, made of thermoplastic material, with degree of protection :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00259,,593,592,CM/L-4100009764,Volex Cable Assembly (zhongshan) Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Moulded Plugs of following description 1 Ampere & Voltage rating 6A, 250V,ac 6A, 250V,ac 10A, 250V,ac 16A, : BOSE",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02360,,594,593,CM/L-4100277587,Mitsubishi Materials Corporation,NONE,IS 1897 : 2008,OTHER,"a. Copper strip for electrical purposes, Condition – O, Sizes – 0.40 mm upto and including 1.8 mm, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00340,,595,594,CM/L-4100026158,"Yong Hao Electrical Industry Co., Ltd.",NONE,IS 1293 : 2005,OTHER,"Moulded plugs of following description :- 1 Ampere & Voltage rating 2.5A, 250V,a.c. 10A, 250V,a.c. 16A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00324,,596,595,CM/L-4100022251,Kunshan Chau's Electrical Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"Moulded Plugs of following description as per IS 1293:2005 1 Ampere & Voltage rating 6A, 250V,a.c. 10A, : CHAUS",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00367,,597,596,CM/L-4100033559,Phino Electrical Wire & Cable (Huizhou) Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 2.5A, 250V,a.c. 10A, 250V,a.c. 16A, 250V,a.c. 2 Rewire able /Non Rewire :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00384,,598,597,CM/L-4100036565,"Dongguan Yung Li Co., Ltd.",NONE,IS 1293 : 2005,OTHER,"Product : - Moulded Plugs of following description as per IS 1293:2005 : 1 Ampere & Voltage rating 16A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00422,,599,598,CM/L-4100043158,"NingBo Light-Heavy Electronics Techonology Co., Ltd.",NONE,IS 1293 : 2005,OTHER,"Product : - Moulded Plugs of following description as per IS 1293:2005 : 1 Ampere & Voltage rating 10A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00444,,600,599,CM/L-4100047267,King-Core Electronics (Shen Zhen) Co. Ltd.,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 2.5A, 250V, ac 6A, 250V, ac 6A, 250V, ac 16A, 250V, ac 2 Rewire able /Non : KING-CORD",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01978,,601,600,CM/L-4100238779,ExxonMobil Asia Pacific Pte Ltd.,NONE,IS 17370 : 2023,OTHER,p-Xylene :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00568,,602,601,CM/L-4100069378,I-SHENG ELECTRIC WIRE & CABLE (VIETNAM),NONE,IS 1293 : 2005,OTHER,"Product : - Moulded Plugs of following description as per IS 1293:2005 : 1 Ampere & Voltage rating 2.5A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00659,,603,602,CM/L-4100082269,"Guangdong Huasheng Electrical Appliances Co., Ltd",NONE,IS 1293 : 2005,OTHER,"Product : - Moulded Plugs of following description as per IS 1293:2005 : 1 Ampere & Voltage rating 6A, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02180,,604,603,CM/L-4100259282,ATAL CEMENT PVT LTD.,NONE,IS 1489,OTHER,"Portland Pozzolana Cement- Fly ash based, without optional requirement of transverse strength. :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01962,,605,604,CM/L-4100237171,Jaya Bageshwari Cements Pvt. Ltd.,NONE,IS 1489,OTHER,"Portland Pozzolana Cement- Fly ash based, without optional requirement of transverse strength :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02989,,606,605,CM/L-4100340669,COSMOS CEMENT INDUSTRIES PVT. LTD.,NONE,IS 1489,OTHER,Portland Pozzolana Cement - Fly Ash Based :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00666,,607,606,CM/L-4100083069,Chao Hui Electrical Appliance Co Ltd,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 6A, 250V, AC 6A, 250V, AC 16A, 250V, AC 2 Rewire able /Non Rewire able :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00676,,608,607,CM/L-4100084677,Zhongshan Guzhen Hongli Wire & Appliance Factory Co. Ltd,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 2.5A, 250V, AC 6A, 250V, AC 16A, 250V, AC 2 Rewire able /Non Rewire able :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00687,,609,608,CM/L-4100086176,"Shanghai Yusheng Enterprise Development Co., Ltd",NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 6 A, 250V, AC 16 A, 250V, AC 2 Rewire able /Non Rewire able Non Rewireable :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00691,,610,609,CM/L-4100086580,Kenic (Dongguan) Electric MFG. Co. Ltd,NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 6 A, 250V, AC 6 A, 250V, AC 16 A, 250V, AC 2 Rewire able /Non Rewire able :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00678,,611,610,CM/L-4100085073,"Yutong Electronics (Huizhou) Co., Ltd",NONE,IS 1293 : 2005,OTHER,"1 Ampere & Voltage rating 6A, 250V, AC 2 Rewire able /Non Rewire able Non Rewireable 3 Material :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00704,,612,611,CM/L-4100088685,Guangdong Rifeng Electric Cable Co. Ltd,NONE,IS 1293 : 2005,OTHER,"Moulded Plugs as detailed in Annexure I as per IS 1293:2005 1 Ampere & Voltage rating 2.5A, 250V, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
