canonical_entity,canonical_entity_id,source_sheet,source_row,source_centre_ids,centre_name,centre_code,address,city,district,state,pin,recognition_status,recognition_status_raw,validity,hallmarking_scope,services,source_url
HALLMARKING,HM-00522,,424,AHC-ERO-RAHC-R-700676,MAKALI HALLMARKING CENTRE,ERO/RAHC/R-700676,"34, CUNNING HUM ROAD, NAIHATINORTH 24 PARGANAS, PIN-743165, W.B., NORTH 24 PARGANAS, NAIHATI, WEST BENGAL ,743165",NAIHATI,NORTH 24 PARGANAS,WEST BENGAL,743165,ACTIVE,Operative,27/02/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00523,,425,AHC-ERO-RAHC-R-700677,SRI GANESH HALLMARKING CENTRE,ERO/RAHC/R-700677,"28/65(B)/25, B S ROADPOST: MALDA, PS: ENGLISH BAZAR, MALDAH, MALDA, WEST BENGAL ,732101",MALDA,MALDAH,WEST BENGAL,732101,ACTIVE,Operative,04/03/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00524,,426,AHC-ERO-RAHC-R-700678,SRI GANESH HALLMARKING CENTRE RAIGANJ,ERO/RAHC/R-700678,"2ND FLOOR, UKILPARANEAR PUBLIC BUS STAND, UTTAR DINAJPUR, RAIGANJ, WEST BENGAL ,733134",RAIGANJ,UTTAR DINAJPUR,WEST BENGAL,733134,ACTIVE,Operative,24/03/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00525,,427,AHC-ERO-RAHC-R-700679,DK ASSAYING & HALLMARKING CENTRE,ERO/RAHC/R-700679,"GOLAPBAG, WARD NO.-10, BRAHMA MANDIR SAHI, MAYURBHANJ, BARIPADA, ODISHA ,757001",BARIPADA,MAYURBHANJ,ODISHA,757001,SUSPENDED,Under Suspension,25/03/2028,"Gold,Yellow Gold Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00526,,428,AHC-ERO-RAHC-R-700680,RADHAKRISHNA ASSAYING AND HALLLMARKING CENTRE,ERO/RAHC/R-700680,"645/293, ITENDA ROAD,NORTH 24 PARGANAS, WEST BENGAL, NORTH 24 PARGANAS, BASIRHAT, WEST BENGAL ,743411",BASIRHAT,NORTH 24 PARGANAS,WEST BENGAL,743411,SUSPENDED,Under Suspension,21/04/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00527,,429,AHC-ERO-RAHC-R-700680-O1-,RADHAKRISHNA ASSAYING AND HALLLMARKING CENTRE,ERO/RAHC/R-700680(O1),"645/293, ITENDA ROAD,NORTH 24 PARGANAS, WEST BENGAL, NORTH 24 PARGANAS, BASIRHAT, WEST BENGAL ,743411",BASIRHAT,NORTH 24 PARGANAS,WEST BENGAL,743411,SUSPENDED,Under Suspension,21/04/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00529,,430,AHC-ERO-RAHC-R-700683,LOKENATH ASSAY CENTRE,ERO/RAHC/R-700683,"157/4, G.T ROAD,SHEORAPPHULYHOOGHLY-712223, HOOGHLY, SHEORAPHULI, WEST BENGAL ,712223",SHEORAPHULI,HOOGHLY,WEST BENGAL,712223,ACTIVE,Operative,15/01/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00530,,431,AHC-ERO-RAHC-R-700684,SHIVGURU HALLMARKING CENTRE,ERO/RAHC/R-700684,"1ST FLOOR, TRIVEDI COMPLEXPURANA CHOWK,BUXAR, BUXAR, BUXAR, BIHAR ,802101",BUXAR,BUXAR,BIHAR,802101,ACTIVE,Operative,13/12/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00531,,432,AHC-ERO-RAHC-R-700685,SHYAMA HALLMARKING CENTRE,ERO/RAHC/R-700685,"32 SASHI BHUSAN DEY STREET,KOLKATA-700012, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,ACTIVE,Operative,12/05/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00532,,433,AHC-ERO-RAHC-R-700686,R B R HALLMARKING CENTRE,ERO/RAHC/R-700686,"1ST & 2ND FLOOR, NAGESWAR COLONY,BAKARGANJ, PATNA 800004, PATNA, PATNA CITY, BIHAR ,800004",PATNA CITY,PATNA,BIHAR,800004,ACTIVE,Operative,18/06/2025,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00533,,434,AHC-ERO-RAHC-R-700687,SHREE HALLMARK AND ASSAY CENTRE,ERO/RAHC/R-700687,"VILL GRAKAMALPUR PO. MAHISHADALEAST MEDNIPUR, PURBA MEDINIPUR, MAHISADAL, WEST BENGAL ,721628",MAHISADAL,PURBA MEDINIPUR,WEST BENGAL,721628,ACTIVE,Operative,18/06/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00534,,435,AHC-ERO-RAHC-R-700688,Vijay Assay Hallmarking Centre,ERO/RAHC/R-700688,"1st Floor,H.No.1258 ,Jagdamba Sahay Lane,Upper Bazar,Ranchi-834001, RANCHI, RANCHI G.P.O., JHARKHAND ,834001",RANCHI G.P.O,RANCHI,JHARKHAND,834001,ACTIVE,Operative,18/06/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00535,,436,AHC-ERO-RAHC-R-700690,MAA TARA HM CENTER PRIVATE LIMITED,ERO/RAHC/R-700690,"WARD NO.38, HOLDING NO-4, KHASRA NO-331MANIHARI PATTI LANE, SUJAGANJ, BHAGALPUR - 812002, BHAGALPUR, BHAGALPUR, BIHAR ,812002",BHAGALPUR,BHAGALPUR,BIHAR,812002,ACTIVE,Operative,10/07/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00536,,437,AHC-ERO-RAHC-R-700691,Balajee Hallmarking Centre,ERO/RAHC/R-700691,"136/45/40, 1st floorDr. R.C. Banerjee lane, BARDHAMAN, ASANSOL, WEST BENGAL ,713301",ASANSOL,BARDHAMAN,WEST BENGAL,713301,ACTIVE,Operative,14/07/2025,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00537,,438,AHC-ERO-RAHC-R-700692,MAA NACHINDA HALLMARKING CENTRE,ERO/RAHC/R-700692,"1ST FLOOR, UDHDHAKHALI BAZAR,HERIA, PURBA MEDINIPUR, KHEJURI, WEST BENGAL ,721430",KHEJURI,PURBA MEDINIPUR,WEST BENGAL,721430,ACTIVE,Operative,04/08/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00538,,439,AHC-ERO-RAHC-R-700692-O1-,MAA NACHINDA HALLMARKING CENTRE,ERO/RAHC/R-700692(O1),"1ST FLOOR, UDHDHAKHALI BAZAR,HERIA, PURBA MEDINIPUR, KHEJURI, WEST BENGAL ,721430",KHEJURI,PURBA MEDINIPUR,WEST BENGAL,721430,ACTIVE,Operative,04/08/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00540,,440,AHC-ERO-RAHC-R-700694,JHUMKA HALLMARKING & ASSAYING CENTRE,ERO/RAHC/R-700694,"BAGNAN STATION ROAD, BERABERIANORTH BAGNAN, HOWRAH, BAGNAN, WEST BENGAL ,711303",BAGNAN,HOWRAH,WEST BENGAL,711303,ACTIVE,Operative,12/08/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00543,,441,AHC-ERO-RAHC-R-700697,SRIHARI ASSAYING AND HALLMARKING CENTRE,ERO/RAHC/R-700697,"01ST FLOOR, 47/1 K B BASU ROAD, GOBINDA BARACKBARASAT, NORTH 24 PARGANAS, BARASAT, WEST BENGAL ,700124",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,700124,ACTIVE,Operative,18/09/2028,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00544,,442,AHC-ERO-RAHC-R-700699,IMPERIAL HALLMARKING LLP,ERO/RAHC/R-700699,"SIDDHA PARK , 99 A PARK STREET1ST FLOOR, KOLKATA, PARK STREET, WEST BENGAL ,700016",PARK STREET,KOLKATA,WEST BENGAL,700016,ACTIVE,Operative,20/10/2028,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00545,,443,AHC-ERO-RAHC-R-700700,TARINI HALLMARKING CENTRE,ERO/RAHC/R-700700,"3RD FLOOR, BHATIA UNIT -4, VYASANAGAR, JAJPUR ROAD, JAJPUR, JAJPUR, ODISHA ,755019",JAJPUR,JAJPUR,ODISHA,755019,ACTIVE,Operative,03/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00546,,444,AHC-ERO-RAHC-R-700701,SHUBHAM HALLMARKING CENTRE,ERO/RAHC/R-700701,"59/1, AMBAGAN COLONY, NEAR BANKIM MANCH,KOLKATA-700090, KOLKATA, SENHATI, WEST BENGAL ,700090",SENHATI,KOLKATA,WEST BENGAL,700090,ACTIVE,Operative,04/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00547,,445,AHC-ERO-RAHC-R-700702,GAURI VISHVANATH ASSAYING AND HALLMARKING CENTRE,ERO/RAHC/R-700702,"WARD NO.-26 MADAR DARWZAANDAR NAGARPALIKA, ROHTAS, SASARAM, BIHAR ,821115",SASARAM,ROHTAS,BIHAR,821115,ACTIVE,Operative,22/01/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00548,,446,AHC-ERO-RAHC-R-700703,Karat Hallmarking,ERO/RAHC/R-700703,"5,kannulal lane,1st floorBara bazar, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,ACTIVE,Operative,11/01/2029,"Yellow Gold,Silver,Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00550,,447,AHC-ERO-RAHC-R-700706,Sri Pandurang Hallmark Center,ERO/RAHC/R-700706,"Ganesh Market, Premises No. 121 Chawk Chandni1st floor Kalna, BARDHAMAN, KALNA, WEST BENGAL ,713409",KALNA,BARDHAMAN,WEST BENGAL,713409,ACTIVE,Operative,27/01/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00551,,448,AHC-ERO-RAHC-R-700707,K K HALLMARKING CENTRE,ERO/RAHC/R-700707,"WARD NO-4,484, P.C. SEN SARANI,P.O & P.S- ARAMBAGHHOOGHLY (W.B.)- 712601, HOOGHLY, ARAMBAGH, WEST BENGAL ,712601",ARAMBAGH,HOOGHLY,WEST BENGAL,712601,ACTIVE,Operative,13/02/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00552,,449,AHC-ERO-RAHC-R-700708,SRI BALAJI ASSAYING AND HALLMARKING CENTRE,ERO/RAHC/R-700708,"GROUND FLOOR, NO. 5, MECHHUA BAZAR LANEPO: KHAGRA, PS: BERHAMPORE, MURSHIDABAD, BERHAMPORE (WB), WEST BENGAL ,742103",BERHAMPORE (WB),MURSHIDABAD,WEST BENGAL,742103,ACTIVE,Operative,16/02/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00553,,450,AHC-ERO-RAHC-R-700709,A N HALLMARKING CENTRE,ERO/RAHC/R-700709,"WARD NO 19, 307, NAMOPARA, A K SARKAR ROAD,RAJASTHAN TRANSPORT GALLI, PURULIA., PURULIA, PURULIA, WEST BENGAL ,723103",PURULIA,PURULIA,WEST BENGAL,723103,ACTIVE,Operative,03/03/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00554,,451,AHC-ERO-RAHC-R-700711,DEYS HALLMARKING CENTRE,ERO/RAHC/R-700711,"BENEPARA, DHOBAPARA, PANDUA,Distt: HOOGHLY, WEST BENGAL, PIN- 712149, HOOGHLY, PANDUA, WEST BENGAL ,712149",PANDUA,HOOGHLY,WEST BENGAL,712149,ACTIVE,Operative,02/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00556,,452,AHC-ERO-RAHC-R-700713,RISHI HALLMARKING CENTRE,ERO/RAHC/R-700713,"VILLAGE-TANTIPARA,P.O-AURANGABAD,P.S-SUTI,, MURSHIDABAD, AURANGABAD (MURSHIDABAD), WEST BENGAL ,742201",AURANGABAD (MURSHIDABAD),MURSHIDABAD,WEST BENGAL,742201,ACTIVE,Operative,06/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00557,,453,AHC-ERO-RAHC-R-700714,BALAJI HALLMARKING & ASSAYING CENTRE,ERO/RAHC/R-700714,"2C,REFUGEE LANE,BOWBAZAR,KOLKATA,WEST BENGAL700012, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,ACTIVE,Operative,12/08/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00559,,454,AHC-ERO-RAHC-R-700716,NALANDA HALLMARKING CENTRE,ERO/RAHC/R-700716,"1ST FLOOR, MAA YASHODHA COMPLEX, SONARPATI, STATIONAWADA, NAWADA, NAWADA KUTCHERY, BIHAR ,805110",NAWADA KUTCHERY,NAWADA,BIHAR,805110,ACTIVE,Operative,27/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00560,,455,AHC-ERO-RAHC-R-700717,MS TSK HALLMARKING AND ASSAYCENTRE,ERO/RAHC/R-700717,"GRAM UKILPATTI MAUJA, BOLPUR (ANSHA), 9, WARD NO.BOLPUR, BIRBHUM- 731204, BIRBHUM, BOLPUR, WEST BENGAL ,731204",BOLPUR,BIRBHUM,WEST BENGAL,731204,ACTIVE,Operative,06/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00561,,456,AHC-ERO-RAHC-R-700718,SUMAN HALLMARKING CENTRE,ERO/RAHC/R-700718,"SAIYADPUR, PURBA MEDINIPUR, RAMNAGAR (EAST MIDNAPORE), WEST BENGAL ,721441",RAMNAGAR (EAST MIDNAPORE),PURBA MEDINIPUR,WEST BENGAL,721441,ACTIVE,Operative,20/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00562,,457,AHC-ERO-RAHC-R-700718-O1-,SUMAN HALLMARKING CENTRE,ERO/RAHC/R-700718(O1),"SAIYADPUR, PURBA MEDINIPUR, RAMNAGAR (EAST MIDNAPORE), WEST BENGAL ,721441",RAMNAGAR (EAST MIDNAPORE),PURBA MEDINIPUR,WEST BENGAL,721441,ACTIVE,Operative,20/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00563,,458,AHC-ERO-RAHC-R-700719,H L HALLMARKING CENTRE,ERO/RAHC/R-700719,"645/298, WARD NO - 11, BASIRHATDIST - NORTH 24 PARGANS, NORTH 24 PARGANAS, BASIRHAT, WEST BENGAL ,743412",BASIRHAT,NORTH 24 PARGANAS,WEST BENGAL,743412,ACTIVE,Operative,23/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00564,,459,AHC-ERO-RAHC-R-700720,LOKENATH ASSAY CENTRE,ERO/RAHC/R-700720,"G P COMPLEX, 1ST FLOOR, HOLDING NO. 858TUFANGANJ MAIN ROAD, COOCHBEHAR- 736159, COOCH BEHAR, TUFANGANJ, WEST BENGAL ,736159",TUFANGANJ,COOCH BEHAR,WEST BENGAL,736159,ACTIVE,Operative,22/09/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00565,,460,AHC-ERO-RAHC-R-700721,BOMBAY ASSAY COMPANY,ERO/RAHC/R-700721,"No GJB 3C6 3rd Floor of SDF B BlockGems and Jewellery Park, Ankurhati, HOWRAH, HOWRAH, WEST BENGAL ,711409",HOWRAH,HOWRAH,WEST BENGAL,711409,ACTIVE,Operative,15/12/2026,"Gold,Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00567,,461,AHC-ERO-RAHC-R-700724,ALANKAR HALLMARK AND TUNCH CENTER,ERO/RAHC/R-700724,"WARD NO. 13, RATAN CHOWKJANKISTHAN, SONAPATTI ROAD, SITAMARHI, SITAMARHI, SITAMARHI, BIHAR ,843302",SITAMARHI,SITAMARHI,BIHAR,843302,ACTIVE,Operative,12/04/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00568,,462,AHC-ERO-RAHC-R-7010562,MA TARA ASSAY CENTRE,ERO/RAHC/R-7010562,"39D,1st floorBeninandan street, Kolkata,, KOLKATA, KALIGHAT, WEST BENGAL ,700025",KALIGHAT,KOLKATA,WEST BENGAL,700025,ACTIVE,Operative,22/08/2028,"Yellow Gold,Silver,Gold & Silver Both Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00569,,463,AHC-ERO-RAHC-R-7010562-O1-,Ma Tara Assay Centre,ERO/RAHC/R-7010562(O1),"39D,1st floorBeninandan street, Kolkata,, KOLKATA, KALIGHAT, WEST BENGAL ,700025",KALIGHAT,KOLKATA,WEST BENGAL,700025,ACTIVE,Operative,22/08/2028,"Yellow Gold,Silver,Gold & Silver Both Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00570,,464,AHC-ERO-RAHC-R-7011309,R K ASSAYING & HALLMARKING CENTRE,ERO/RAHC/R-7011309,"1,KANNU LAL LANEBARABAZAR, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,ACTIVE,Operative,05/07/2029,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00571,,465,AHC-ERO-RAHC-R-7011366,A ONE HALLMARKING CENTER,ERO/RAHC/R-7011366,"12 10/1, S.N BANERJEE ROAD. BARRACKPORE.North 24 Parganas, West Bengal, 700120, NORTH 24 PARGANAS, BARRACKPORE, WEST BENGAL ,700120",BARRACKPORE,NORTH 24 PARGANAS,WEST BENGAL,700120,ACTIVE,Operative,13/08/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00572,,466,AHC-ERO-RAHC-R-7011864,R N HALLMARKING,ERO/RAHC/R-7011864,"12/1 SAKARA PARA LANE, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,ACTIVE,Operative,20/05/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00573,,467,AHC-ERO-RAHC-R-7012087,LAXMI HALLMARKING CENTRE,ERO/RAHC/R-7012087,"14,GARANHATTA STREET,2ND FLOOR,KOLKATA-700006, KOLKATA, BAGHBAZAR, WEST BENGAL ,700006",BAGHBAZAR,KOLKATA,WEST BENGAL,700006,ACTIVE,Operative,13/07/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00574,,468,AHC-ERO-RAHC-R-7013267,Vijay Hallmarking,ERO/RAHC/R-7013267,"202/C, Bipin Behari Ganguly Street, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,ACTIVE,Operative,19/05/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00575,,469,AHC-ERO-RAHC-R-7014199,SACHIN HALLMARKING CENTRE,ERO/RAHC/R-7014199,"GROUND FLOOR,0,1/S/88,B.T ROAD(THAKUR CORNER),PANIHATI NORTH 24 PARGANAS,WEST BENGAL,700114, NORTH 24 PARGANAS, SODEPUR, WEST BENGAL ,700114",SODEPUR,NORTH 24 PARGANAS,WEST BENGAL,700114,ACTIVE,Operative,09/02/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00576,,470,AHC-ERO-RAHC-R-7014199-O1-,SACHIN HALLMARKING CENTRE,ERO/RAHC/R-7014199(O1),"GROUND FLOOR,0,1/S/88,B.T ROAD(THAKUR CORNER),PANIHATI NORTH 24 PARGANAS,WEST BENGAL,700114, NORTH 24 PARGANAS, SODEPUR, WEST BENGAL ,700114",SODEPUR,NORTH 24 PARGANAS,WEST BENGAL,700114,ACTIVE,Operative,09/02/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00577,,471,AHC-ERO-RAHC-R-7015885,PAWAR HALLMARKING LLP,ERO/RAHC/R-7015885,"1st Floor,172,B.B.Ganguly StreetKolkata, PIN-700012, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,ACTIVE,Operative,08/10/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00578,,472,AHC-ERO-RAHC-R-7015971,GEETA HALLMARKING CENTRE,ERO/RAHC/R-7015971,"SCHEME-XLII-BLOCK'A', P2,KALAKAR STREET,KOLKATA,, KOLKATA, KALAKAR STREET, WEST BENGAL ,700007",KALAKAR STREET,KOLKATA,WEST BENGAL,700007,ACTIVE,Operative,06/05/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00579,,473,AHC-ERO-RAHC-R-7015987,J B HALLMARKING CENTER,ERO/RAHC/R-7015987,"36,GROUND FLOOR,GARANHATTA, KOLKATA, BEADON STREET, WEST BENGAL ,700006",BEADON STREET,KOLKATA,WEST BENGAL,700006,ACTIVE,Operative,11/01/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00580,,474,AHC-ERO-RAHC-R-7016553,SITARAM HALLMARKING CENTRE,ERO/RAHC/R-7016553,"4/2, FERN ROAD, KOLKATA, BALLYGUNGE, WEST BENGAL ,700019",BALLYGUNGE,KOLKATA,WEST BENGAL,700019,SUSPENDED,Under Suspension,16/12/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00581,,475,AHC-ERO-RAHC-R-7017656,GANESH HALLMARKING CENTER,ERO/RAHC/R-7017656,"23 MAILING ADDRESS AT 27/3ROY BAHADUR ROAD BEHALA, KOLKATA, BEHALA, WEST BENGAL ,700034",BEHALA,KOLKATA,WEST BENGAL,700034,SUSPENDED,Under Suspension,11/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00582,,476,AHC-ERO-RAHC-R-7017958,SPRIHA HALLMARKING CENTER,ERO/RAHC/R-7017958,"1st and 2nd FLOOR,1/1, FAKIR CHAKRABORTY LANE, KOLKATA, KOLKATA, WEST BENGAL ,700006",KOLKATA,KOLKATA,WEST BENGAL,700006,ACTIVE,Operative,09/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00583,,477,AHC-ERO-RAHC-R-7018453,KALIKA HALLMARKING & ASSAY CENTRE,ERO/RAHC/R-7018453,"2/1 Kannu Lal Lane, Ground Floor, Burrabazar, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,ACTIVE,Operative,03/05/2029,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00584,,478,AHC-ERO-RAHC-R-7019186,MAKALI HALLMARKING CENTRE,ERO/RAHC/R-7019186,"0,8D,0,ROY BAHADUR ROAD BEHALAKOLKATA WEST BENGAL 700034, KOLKATA, BEHALA, WEST BENGAL ,700034",BEHALA,KOLKATA,WEST BENGAL,700034,SUSPENDED,Under Suspension,04/06/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00586,,479,AHC-ERO-RAHC-R-7021032,Barasat Hallmarking And Refinery A Unit Of S J gold Services LLP,ERO/RAHC/R-7021032,"K.B.Basu Road,barasat, NORTH 24 PARGANAS, BARASAT, WEST BENGAL ,700124",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,700124,ACTIVE,Operative,21/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00587,,480,AHC-ERO-RAHC-R-7021032-O1-,Barasat Hallmarking And Refinery A Unit Of S J gold Services LLP,ERO/RAHC/R-7021032(O1),"K.B.Basu Road,barasat, NORTH 24 PARGANAS, BARASAT, WEST BENGAL ,700124",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,700124,ACTIVE,Operative,21/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00588,,481,AHC-ERO-RAHC-R-7021455,A J Hallmarking Centre,ERO/RAHC/R-7021455,"23/39,Gariahat Road, KOLKATA, BALLYGUNGE, WEST BENGAL ,700029",BALLYGUNGE,KOLKATA,WEST BENGAL,700029,ACTIVE,Operative,04/04/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
