canonical_entity,canonical_entity_id,source_sheet,source_row,source_legal_ids,instrument_number,title,issuing_authority,release_date,effective_date,subject,related_is_text,implementation_instructions,document_url,source_url
LEGAL,LEGAL-00130,,80,CIRC-17 Jun 2020-7182996438019767382,,Relaxation in online Test Request,Bureau of Indian Standards (BIS),2020-06-17,,Relaxation in online Test Request,,Further BIS recognized laboratories are hereby directed to issue all the Test Reports under SMART Registration by uploading them on CRS website within time-norms defined in LRS.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Relaxation_in_online_Test_Request.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00125,,81,CIRC-30 Apr 2020-2204141440237072568,,Processing of Applications for grant/inclusion/service requests on the basis of online submission of documents,Bureau of Indian Standards (BIS),2020-04-30,,Processing of Applications for grant/ inclusion/ service requests on the basis of online submission of documents,,"Applicant shall submit hard copy of the Affidavit within a period of 30 days after grant of licence. Licensee shall submit hard copy of the Affidavit within a period of 30 days after acceptance of change. In case the hard copy of Affidavit is not received by BIS within the stipulated period, action as per Guidelines for Scheme II and BIS (Conformity Assessment) Regulations 2018 shall be taken.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20200430_Discontinuation_of_hard_copies.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00156,,82,CIRC-20 Apr 2020-5975617839406887188,,SMART Registration - Discontinuation of offline test reports,Bureau of Indian Standards (BIS),2020-04-20,,SMART Registration - Discontinuation of offline test reports,,"The seminar was attended by representatives from MeitY, Industry associations, BIS recognized laboratories, licensees and Authorized Indian Representatives. Sample(s) submitted to BIS recognized laboratories for testing subsequent to 31 May 2020 through offline mode shall not be accepted for grant of licence/inclusion/CCL/changeover etc. Further BIS recognized laboratories are hereby directed to issue all the Test Reports under SMART Registration by uploading them on CRS website on the same day or the next day of the date of test report, failing which the Test Reports will be liable for rejection.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20200420_SMART%20Registration.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00055,,83,CIRC-01 Apr 2020-5405344686703496450,,Gazette Notification concerning expansion of list of items under CRO-Phase IV,Bureau of Indian Standards (BIS),2020-04-01,,Gazette Notification concerning expansion of list of items under CRO-Phase IV,IS 10322 | IS 13252 | IS 13252 | IS 16103 | IS 302 | IS 616,"The provisions of “Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2012” shall apply on the product categories added by virtue of this Order to the schedule of the said Order on the expiry of six months from the date of publication of this notification in the official Gazette. For all the product categories notified under the ""Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2012"", a transition period of three months (max), from the date of coming into effect of the Order for the particular product category, would be available to the representative of the foreign manufacturing unit having liaison office or branch office located in India for affixing Standard Mark at the ports which are already having unique registration number from the Bureau for clearance of goods from customs.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Phase_IV_Notification.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00164,,84,CIRC-30 Mar 2020-2256708631997085858,,Temporary measures for relaxation of provision of BIS (Conformity Assessment) Regulations 2018 for renewal of licence with late fee and renewal of deferred licence,Bureau of Indian Standards (BIS),2020-03-30,,Temporary measures for relaxation of provision of BIS (Conformity Assessment) Regulations 2018 for renewal of licence with late fee and renewal of deferred licence,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20200330%20-%20CMD-I_1-1-8-Circular.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00027,,85,CIRC-27 Mar 2020-7134800370240735280,,Extension of Concurrent Running Period - Amendment to IS and Revised IS,Bureau of Indian Standards (BIS),2020-03-27,2020-03-01,Extension of Concurrent Running Period - Amendment to IS and Revised IS,IS 10842 | IS 11037 | IS 12227 | IS 12640 | IS 1293 | IS 13428 | IS 13703 | IS 14286 | IS 15111 | IS 15298 | IS 15462 | IS 15658 | IS 16046 | IS 16077 | IS 16169 | IS 1741 | IS 2347 | IS 245 | IS 2553 | IS 3976 | IS 4151 | IS 5382 | IS 5405 | IS 798 | IS 8472 | IS 8481,"Central Marks Department – III Our Ref: CMD-III/General 27 March 2020 Subject: (a) Extension of date of implementation of amendments to IS (b) Extension of date of implementation of revised IS This has reference to the subject mentioned above. Considering the practical difficulties that would prevent timely changeover due to the prevailing condition of lockdown, the following has been decided with the approval of DG: All the cases of concurrent running whose last date of implementation is 1 March 2020 and beyond has been given an extension of 90 days from the last date of implementation. All other provisions of implementation laid down in the relevant circular of CMD II and CMD III shall remain the same. All BOs may bring it to the notice of all Licensees and Applicants.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CMD-3_27032020.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00127,,86,CIRC-27 Feb 2020-1856863751364201850,,Refund of Online Fee,Bureau of Indian Standards (BIS),2020-02-27,,Refund of Online Fee,,"Applicants and licensees can raise request for refund from the tab ‘Refund’ on their home page. In case the applicant/licensee is unable to raise refund request against any transaction, they may send an email to registration@bis.gov.in with subject line ‘Request for refund of online payment’. The request for refund should be made from login/registered email of applicant/licensee/ Authorized Indian Representative else the request may not be addressed. Refund request may be raised by applicants/licensees themselves for duplicate payments or payments where no service has been given by BIS. Refund request may also be raised by BIS officers based on request of applicants/licensees.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Refund_Online_Fee.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00033,,87,CIRC-11 Feb 2020-985919423774903198,,Extension of Date of Implementation of revised IS 16046,Bureau of Indian Standards (BIS),2020-02-11,,Extension of Date of Implementation of revised IS 16046,IS 16046,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/3_7_2019-20.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00060,,88,CIRC-05 Dec 2019-9126964370183392169,,Gazette Notification for Quality Control Order for Plugs and Socket-Outlets,Bureau of Indian Standards (BIS),2019-12-05,,Gazette Notification for Quality Control Order for Plugs and Socket-Outlets,IS 1293 | IS 15884,"(2) It shall come into force with effect from 01.06.2020. Compulsory use of Standard Mark.- Goods or articles specified in column (2) of the below mentioned Table shall conform to the corresponding Indian Standard as specified in column (3) of the said Table and shall bear the Standard Mark under a license from the Bureau as per Scheme-I of Schedule-II of the Bureau of Indian Standards (Conformity Assessment) Regulations, 2018: Provided that nothing in this Order shall apply to goods or articles meant for export. – The Bureau shall be the certifying and enforcing authority for the goods or articles specified in the column (2) of the said Table. Alternating Current Direct Connected Static Prepayment Meters for Active Energy IS 15884:2010 Alternating Current Direct Connected Static Prepayment Meters for Active Energy (Class1 and 2)- Specification Note: For the purposes of this Table, the latest version of Indian Standards including the amendments issued thereof, as may be notified by the Bureau from time to time, shall apply from the date of such notification.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Plug%20and%20socket%20QCO.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00045,,89,CIRC-14 Nov 2019-5254960221269550668,,FAQs - Cells and Batteries,Bureau of Indian Standards (BIS),2019-11-14,2020-03-14,FAQs - Cells and Batteries,IS 16046 | IS 16046 (Part 1) | IS 16046 (Part 2) | IS 16046 | IS 16047 | IS 16048,"Updated (Revision 01):14 Nov 2019 Page 1 of 5 Bureau of Indian Standards Registration Department Frequently Asked Questions (FAQs) on Changeover Guidelines for Implementation of revised Standards of Batteries / Cells i.e. IS 16046 (Part 1) : 2018/IEC 62133-1:2017 - for Nickel Systems and IS 16046 (Part 2) : 2018/ IEC 62133-2:2017 - for Lithium Systems Q1 : As a manufacturer located outside India can we import Batteries / Cells as per IS 16046:2015 after the last date of implementation. A1 : Import of Batteries / Cells after the last date of implementation is not permitted Q2 : As a domestic manufacturer, can we manufacture Batteries / Cells as per IS 16046:2015 after the last date of implementation A2 : Manufacture of Batteries / Cells as per IS 16046:2015 after the last date of implementation is not permitted. Q3 : If stock of the Batteries / Cells as per IS 16046:2015 could not be exhausted by the last date of implementation , in that case what we have to do as a Stockist of Batteries / Cells ? A3 : If product has been imported to India before the last date of implementation or manufactured by the domestic manufacturers before the last date of implementation, then the stock can be sold in India. If the stock of our host product fitted with Batteries as per IS 160465:2015 could not be exhausted till the last date of implementation what is to be done? A5 : Host product incorporating batteries manufactured as per IS 16046:2015 before the last date of implementation can be sold in the market. A6 : Batteries as per IS 16046:2015 manufactured/imported before the last date of implementation can be used for manufacture of host product. A7: Batteries as per IS 16046:2015 manufactured/imported before the last date of implementation can be used for manufacture of host product. However, registration as per IS 16046:2015 will be cancelled after the last date of implementation i.e.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/FAQs-Cells-and-Batteries-14-Nov.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00115,,90,CIRC-06 Sep 2019-2270717750040063691,,Marking requirement for CRS as per BIS (Conformity Assessment) Regulation,Bureau of Indian Standards (BIS),2019-09-06,,Marking requirement for CRS as per BIS (Conformity Assessment) Regulation,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Marking%20requirement%20as%20per%20BIS%20(Conformity%20Assessment)%20Regulations.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00119,,91,CIRC-16 Jul 2019-7286579174383949349,,Online module for revision of IS 16046 as per Option A,Bureau of Indian Standards (BIS),2019-07-16,,Online module for revision of IS 16046 as per Option A,IS 16046 | IS 16046 (Part 1) | IS 16046 (Part 2),This has reference to CMD-III’s guidelines Ref: CMD-III/16: IS 16046 dated 11 March 2019 with the subject ‘Guidelines for Implementation of Revised Standards IS 16046 (Part 1): 2018/IEC 62133-1: 2017 and IS 16046 (Part 2): 2018/ IEC 62133-2: 2017 superseding IS 16046:2015/ IEC 62133: 2012 - Secondary cells and batteries containing alkaline or other non-acid electrolytes’. The following online procedure is to be followed if registered manufacturers wish to apply for changeover using option A: a.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20190716_online_module_revision_IS16046.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00044,,92,CIRC-21 Jun 2019-330402648249853655,,FAQ for cells and batteries,Bureau of Indian Standards (BIS),2019-06-21,2020-03-14,FAQ for cells and batteries,IS 16046 | IS 16046 | IS 16047 | IS 16048,"FAQs FAQs on Changeover Guidelines for Implementation of revised Standards of Batteries / Cells i.e. IS 16046(Part-1):2018/IEC 62133-1:2017 - for Nickel Systems and IS 16046(Part-2):2018/ IEC 62133-2:2017 - for Lithium Systems Q1 : As a manufacturer located outside India can we import Batteries / Cells as per IS 16046:2015 after the last date of implementation. A1 : Import of Batteries / Cells after the last date of implementation is not permitted Q2 : As a domestic manufacturer, can we manufacture Batteries / Cells as per IS 16046:2015 after the last date of implementation A2 : Manufacture of Batteries / Cells as per IS 16046:2015 after the last date of implementation is not permitted. Q3 : If stock of the Batteries / Cells as per IS 16046:2015 could not be exhausted by the last date of implementation , in that case what we have to do as a Stockist of Batteries / Cells ? A3 : If product has been imported to India before the last date of implementation or manufactured by the domestic manufacturers before the last date of implementation, then the stock can be sold in India. If the stock of our host product fitted with Batteries as per IS 160465:2015 could not be exhausted till the last date of implementation what is to be done? A5 : Host product incorporating batteries manufactured as per IS 16046:2015 before the last date of implementation can be sold in the market. A6 : Batteries as per IS 16046:2015 manufactured/imported before the last date of implementation can be used for manufacture of host product. A7: Batteries as per IS 16046:2015 manufactured/imported before the last date of implementation can be used for manufacture of host product. However, registration as per IS 16046:2015 will be cancelled after the last date of implementation i.e.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/FAQs%20-%20Cells%20and%20Batteries.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00154,,93,CIRC-15 May 2019-5532099422518034076,,SMART Registration,Bureau of Indian Standards (BIS),2019-05-15,,SMART Registration,,"The seminar was attended by representatives from MeitY, Industry associations, BIS recognized laboratories, licensees and Authorized Indian Representatives.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20190515_SMART_Registration.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00011,,94,CIRC-09 May 2019-3115507401273569599,,Automatic processing of Model Withdrawal and CCL updation,Bureau of Indian Standards (BIS),2019-05-09,,Automatic processing of Model Withdrawal and CCL updation,,"Licensees are advised to check the correctness of model number on portal prior to submission of online request and any discrepancy may be brought to notice of BIS before online submission. Model withdrawal / EOL declaration does not absolve licensee/AIR of the responsibility of the product in accordance with BIS Act, Rules & Regulations. Licensee may kindly note that change of source or addition in alternate safety critical components can constitute a CCL update. CCL update request, when submitted by licensee, will be placed on records and an automated intimation would be sent.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/MW%20and%20CCL%20circular.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00008,,95,CIRC-01 May 2019-2559319314042457974,,Applicability of IS 16333 (Part 3),Bureau of Indian Standards (BIS),2019-05-01,,Applicability of IS 16333 (Part 3),IS 16333 (Part 3) | IS 16333(Part 3),‘Smart Watch’ or ‘ADPM’ and Registration shall be granted to the product under the category for which it has been notified without seeking compliance to Indian language support as per IS 16333(Part 3).,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Applicability%20of%20IS%2016333%20(Part%203).pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00155,,96,CIRC-28 Mar 2019-6548984291420404234,,"""SMART Registration (CRS)"" - Launch Event",Bureau of Indian Standards (BIS),2019-03-28,,"""SMART Registration (CRS)"" - Launch Event",,,https://goo.gl/forms/WZS8Y3Co0Yv9zUMd2,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00137,,97,CIRC-11 Mar 2019-2456462580232787632,,Revision of IS 16046 : 2015,Bureau of Indian Standards (BIS),2019-03-11,,Revision of IS 16046 : 2015,IS 16046 | IS 16046 (Part 1) | IS 16046 (Part 2) | IS 16046 | IS 16046 | is 14,"Central Marks Department-III Ref: CMD-III/16: IS 16046 11 March 2019 Subject: Guidelines for Implementation of Revised Standards IS 16046 (Part 1): 2018/ IEC 62133-1: 2017 and IS 16046 (Part 2): 2018/ IEC 62133-2: 2017 superseding IS 16046:2015/ IEC 62133: 2012 - Secondary cells and batteries containing alkaline or other non-acid electrolytes. The last date for implementation of the revised Standards is 14 March 2020 after which the old Standard IS 16046:2015/IEC 62133: 2012 shall stand withdrawn. Licensees/ Applicants shall ensure that the product conforms to all the requirements, as applicable, as per the revised Standard. Considering the above changes, the additional/modified tests that are to be conducted for changeover for the existing registered manufacturers are tabulated below. For Nickel Systems (IS 16046 (Part 1): 2018/ IEC 62133-1: 2017) Clause Inspection/ Test 5.2 Insulation and wiring Mechanical integrity of internal connections to be checked where connections are through soldering 5.6 Assembly of cells into batteries Batteries shall be inspected for the following: The battery shall have some type of safety device or feature for charging. Batteries that are designed for the selective discharge of a portion of their series connected cells shall have circuitry incorporated to prevent operation of cells outside the limits specified by the cell manufacturer. the force applied 8.2, 9.3 Small cell and battery safety information Small cell and battery packages to be inspected for caution information 10 Packaging Packaging for button cells shall not be small enough to fit within the limits of the ingestion gauge of Figure 2 of IS 16046 (Part 1): 2018 For Lithium Systems (IS 16046 (Part 2): 2018/ IEC 62133-2: 2017) Clause Test 5.2 Insulation and wiring Mechanical integrity of internal connections to be checked where connections are through soldering 5.6.1 Assembly of cells into batteries Batteries shall be inspected for the following: If there is more than one battery housed in a single battery case, each battery should have protective circuitry that can maintain the cells within their operating regions. Batteries that are designed for the selective discharge of a portion of their series connected cells shall have circuitry incorporated to prevent operation of cells outside the limits specified by the cell manufacturer. Protective circuit components should be added as appropriate and consideration given to the end- device application. The manufacturer of the battery should provide a safety analysis of the battery safety circuitry with a test report including a fault analysis of the protection circuit under both charging and discharging conditions confirming the compliance.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_Modified.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00066,,98,CIRC-28 Jan 2019-8339168060164380094,,"Guidelines for Implementation of Amendment 1 to IS 10322 (Part 5/Sec 5):2013, ""Luminaires: Part 5 Particular requirements, Section 5 Flood light""",Bureau of Indian Standards (BIS),2019-01-28,2019-08-18,"Guidelines for Implementation of Amendment 1 to IS 10322 (Part 5/ Sec 5):2013, ""Luminaires: Part 5 Particular requirements, Section 5 Flood light""",IS 10322 (Part 5 | is 18,"Central M arks Department-III Ref: CMD-III/16: IS 10322 (Part 5/ Sec 5) 28 January 2019 Subject: Guidelines for Implementation of Amendment 1 to IS 10322 (Part 5/ Sec 5): 2013, “Luminaires: Part 5 Particular requirements, Section 5 Flood light” 1. The last date for implementation of the amendment is 18 September 2019. The guidelines for implementation of the amendment is given below: a) All Licensees shall ensure that the Models marked with the Standard Mark conform to all the requirements of IS 10322 (Part 5/ Sec 5): 2013 including amendment 1. c) New Application/Inclusion requests without amendment 1 shall be accepted only up to one month before the last date of implementation i.e. Beyond 18 August 2019, all Applications/ inclusion requests shall be as per IS 10322 (Part 5/ Sec 5): 2013 with Amendment 1. d) All Licensees shall implement the Amendment to this Standard on or before 18 September 2019 by submitting supplementary Test Report(s) for all the base models covered in the Scope of Licence. The Test Report(s) shall be from any BIS approved lab for the additional requirements as per the Amendment. It shall be ensured that no Licences are under operation as per IS 10322 (Part 5/ Sec 5): 2013 without Amendment 1 after 18 September 2019. e) In case Registered Manufacturer fails to implement the amendment on or before 18 September 2019, suitable action as per BIS Conformity Assessment Regulations, 2018 shall be initiated. All Registered Manufacturers and Applicants shall take timely actions for implementation of the Amendment as per the above guidelines.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_10322%20_5_5.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00110,,99,CIRC-08 Jan 2019-8049437550290341496,,Issue of letters with QR Codes,Bureau of Indian Standards (BIS),2019-01-08,2019-01-08,Issue of letters with QR Codes,,"Since the letters will be system generated and its content will be based on the data entered on portal by the manufacturers/applicants, hence, the manufacturers/applicants are advised to take precautions and double check the data before submitting any request on the portal.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20190107_G_14-1_Letters%20with%20QR%20Code.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00114,,100,CIRC-31 Aug 2018-7471539177396816829,,Marking of the website reference of the Bureau,Bureau of Indian Standards (BIS),2018-08-31,2019-03-01,Marking of the website reference of the Bureau,,"BUREAU OF INDIAN STANDARD Registration Department Our Ref: Registration/CRS (E & IT Goods) Subject: Marking of the website reference of the Bureau 31 Aug 2018 This has reference to the marking of website of the Bureau as per para 6(7) of scheme-II of schedule-II of BIS (Conformity Assessment) Regulations 2018, i.e, ""The marking details shall contain reference to the website of the Bureau so that consumer may verify the authenticity of the standard marked product."" The guidelines for marking of the website of the Bureau are as given below, 1. BIS website reference shall be marked as www.bis.gov.in and same shall meet all the requirements as applicable to that of registration number marked along with standard mark. BIS website reference shall be provided, wherever the standard mark is marked. Above marking requirement shall be implementation with effect from 1 March 2019.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Marking_Website_reference_the_Bureau.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00113,,101,CIRC-30 Aug 2018-2735635995874929832,,Marking details/ratings of registered product,Bureau of Indian Standards (BIS),2018-08-30,,Marking details/ratings of registered product,,"It is therefore advised to all the registered manufacturers to adhere to the declarations made to BIS at the time of registration. If at any stage it is detected that the product has been marked with ratings/details other than that declared during the grant of registration/inclusion, the action will be taken against the manufacturer as per provision of BIS Act, Rules and Regulations.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Registration_G-14_1_Marking_details.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00002,,102,CIRC-30 Aug 2018-2605546893479141571,,Acceptance of Test Reports for the product Crystalline Silicon Terrestrial Photovoltaic CPV)modules issued before MNRE guidelines,Bureau of Indian Standards (BIS),2018-08-30,,Acceptance of Test Reports for the product Crystalline Silicon Terrestrial Photovoltaic CPV)modules issued before MNRE guidelines,,"MNRE Guidelines for series approval of Spy Modules for conducting testing in test labs for implementation of solar photovoltaic systems, Devices and Component goods Order 2017 have been issued on 09.07.2018. As per Para 3 on page 2 of Guidelines it is mentioned that the sample which have already been submitted to Test Lab or in the process of submission till 30.06.2018 will be processed based on the undertaking by manufacturer for compliance of the instruction contained in these guidelines to BIS for granting registration. We, (name of manufacturer) have applied for BIS Registration for product (name of product) and we are aware about MNRE Guidelines for series approval of SPV Modules dated 09/07/2018. Signature of CEO/Authorized Representative Name: Designation: Date: Counter Signature of Authorized Indian Representative: (for Foreign Manufacturers) Name: Designation:",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/G-14_4_Acceptance_TR_issued_before_MNRE_guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00010,,103,CIRC-20 Jul 2018-1772154890583332627,,Automated Renewal/Deferment/Lapsing,Bureau of Indian Standards (BIS),2018-07-20,,Automated Renewal/Deferment/Lapsing,,"In the instances where renewal application has been submitted within validity period and no surveillance feedback is received from MeitY, and no action is pending due to implementation of amendment/revision of standard and there is no change in the Authorized Indian Representative, renewal of Registration will be effected automatically. Lapsing: If renewal application with requisite fee is not received within the period of deferment, the licence shall stand expired after the date of its validity.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20180720_Autorenewal.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00063,,104,CIRC-20 Jul 2018-6368788344396212546,,Gazzette Notification for revision of IS 16046 : 2015,Bureau of Indian Standards (BIS),2018-07-20,,Gazzette Notification for revision of IS 16046 : 2015,IS 12591 | IS 138 | IS 16046 | IS 16046 (Part 1) | IS 16046 (Part 2) | IS 16047 | IS 16047 (Part 3) | IS 1874 | IS 1993 | IS 3400 (Part 3) | IS 7016 (Part 6) | IS 7016 (Part 6 | IS 9034,"The particulars of the standards, if any, which are given in the fourth column shall also remain in force concurrently till they are cancelled on the date indicated against them in the fifth column. 3(ii)] Copies of these standards are available for sale with the Bureau of Indian Standards, Manak Bhawan, 9 Bahadur Shah Zafar Marg, New Delhi – 110002 and Regional Offices : Kolkata, Chandigarh, Chennai, Mumbai and also Branch Offices: Ahmedabad, Bangalore, Bhopal, Bhubaneshwar, Coimbatore, Guwahati, Hyderabad, Jaipur, Kanpur, Nagpur, Patna, Pune, Kochi Online purchase of Indian Standards can be made at http:/www.standardbis.in. The particulars of the standards, if any, which are given in the fourth column shall also remain in force concurrently till they are cancelled on the date indicated against them in the fifth column. 3(ii)] Copies of these standards are available for sale with the Bureau of Indian Standards, Manak Bhawan, 9, Bahadur Shah Zafar Marg, New Delhi – 110002 and Regional Offices : Kolkata, Chandigarh, Chennai, Mumbai and also Branch Offices: Ahmedabad, Bangalore, Bhopal, Bhubaneshwar, Coimbatore, Guwahati, Hyderabad, Jaipur, Kanpur, Nagpur, Patna, Pune, Kochi Online purchase of Indian Standards can be made at http:/www.standardbis.in.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16046_2015.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00104,,105,CIRC-10 Jul 2018-4640540971146718499,,Implementation of BIS Regulations 2018,Bureau of Indian Standards (BIS),2018-07-10,,Implementation of BIS Regulations 2018,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20180710_Implementation_of_BIS_Regulations_2018.pdf,https://www.crsbis.in/BIS/wtsnew.do
