s_no,cml_no_raw,name_address_raw,validity_date_raw,standard_no_raw,status_raw,variety_brand_raw,source_URL,retrieved_at
"160","4100237575","SAMSUNG ELECTRONICS CO. LTD. | Address : 107, Hanamsandan 6beon-ro, Gwangsan-Gu, Gwangju-City | City : - | Country : South Korea","19-MAY-27 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Name of Product Safety of Household and Similar Electrical Appliances Type of Appliance Drum Washing :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"161","4100317371","OM SHIVA SAWMILL THATHA VENEER UDYOG | Address : RAPTI MUNICIPALITY, CHITWAN, BAGMATI | City : - | Country : Nepal","26-FEB-27 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWR, BWP Bending Class F10, F20, F30, F40 Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"162","4100317472","Sinora Sdn Bhd | Address : KM 11, Jalan Sinora, Batu Sapi, W.D.T. 79, 90009 Sandakan, Sabah, | City : - | Country : Malaysia","22-FEB-27 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWR Bending Class F10 Type Based on Appearance AA/AB/AC/BB/BC/CC Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"163","4100317977","Sunsari Veneers Pvt. Ltd. | Address : Duhabi-Ward No : 8 Area Jutmill Sunsari | City : - | Country : Nepal","10-MAR-27 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F10, F20, F30, F40, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"164","4100214967","Toshiba Consumer Products (Thailand) Co. Ltd., | Address : 144/1 Moo 5 Bangkadi Industrial Park, Muang, Pathumthani | City : - | Country : Thailand","11-MAR-27 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Name of the product Safety of Household and Similar Electrical Appliances – Domestic Electric Clothes : Midea - TL realme TechLife","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"165","4100352373","Miele & Cie. KG | Address : Carl-Miele-Strabe 29,Gutersloh | City : - | Country : Germany","09-AUG-29 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Name of the Product Safety of Household and Similar Electrical Appliances – Domestic Electric Clothes :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"166","4100347077","LG Electronics (Thailand) Co. Ltd., | Address : 192 Moo 1, Pluakdaeng Road, Tasith Sub-district, Pluakdaeng District, Rayong 21140 | City : - | Country : Thailand","15-JUL-27 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Name of the Product: Safety of Household and Similar Electrical Appliances - Domestic Electric Clothes :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"167","4100341368","BSH EV ALETLERI SANAYI VE TICARET ANONIM STREET CERKEZKOY SUBESI | Address : Yildirim Beyazit Mahallesi, BSH Caddesi No. 72, 59501, Cerkezkoy, Tekirdag, Turkiye 59501 | City : - | Country : Turkey","04-JUN-27 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Domestic Electric Clothes Washing Machines, Type of Appliance - Drum Washing Machine, Type of :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"168","4100318272","AQUA ELECTRICAL APPLIANCES VIETNAM CO. LTD | Address : No. 8, Street 17A, Bien Hoa Industrial Zone II, An Binh Ward, Bien Hoa City, Dong Nai Province, | City : - | Country : Vietnam","08-MAR-27 00:00:00","IS 302 (Part 2/Sec 7) : 2024","Operative","Name of the Product Safety of Household and Similar Electrical Appliances – Domestic Electric Clothes :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"169","4100348079","SILVERLINE ENDUSTRI VE TICARET A.S | Address : Merzifon Organize Sanayi Bolgesi, 05300 Kumbethatun Osb/Merzifon/Amasya | City : - | Country : Turkey","10-JUN-27 00:00:00","IS 302 (Part 2/Sec 31) : 2009","Operative","Model No. 3420V8, 3443,3447,3457,C2TL4,3457C2TL4-S, 3170ec4 3481C5KTL2, 3173C3TL4, 3427V2B, 3492C66TS2-IoT, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"170","4100339482","NEEF GmbH | Address : RuiterstraBe 8 75015 Bretten | City : - | Country : Germany","21-MAY-27 00:00:00","IS 302 (Part 2/Sec 31) : 2009","Operative","Product Household and similar appliances –Range Hoods Household and similar appliances –Range Hoods Household :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"171","4100339684","WMF GmbH | Address : WMF platz 1, Gelslingen An der Steige, Baden Wurttemberg | City : - | Country : Germany","10-MAY-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the Product Household and similar appliances – Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"172","4100335171","MILANO DISPENSERS SPA | Address : Via Mario Ugolini, 3, Torrevecchia Pla, Pavia, Italy 27010 | City : - | Country : Italy","07-MAY-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Product Household and similar appliances – Commercial Dispensing Appliances and Vending Machines Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"173","4100335676","La Marzocco S.r.l | Address : Via La Torre 14/H-50038 Scarperia e San. Piero-(F1) | City : - | Country : Italy","04-MAY-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Product Safety of Household and similar electrical appliances Part 2 particular requirements section :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"174","4100333066","FIORENZATO M.C. SRL | Address : VIA RIVALE 18, 30036 SANTA MARIA DI SALA (VE), VENICE | City : - | Country : Italy","03-MAY-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the Product Household and similar appliances – Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"175","4100331163","Ateliers De Constructions Mecaniques Et Electriques | Address : 1 et 3, AV. Albert II, La Ruche-1er &2 e etages, 98000 Monaco | City : - | Country : Monaco","21-APR-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the product Household and Similar Electrical Appliances Part 2 Particular Requirements Section :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"176","4100349081","Rancilio Group S.p.A | Address : Viale della Repubblica 40, Villastanza di Parabiago, Mi | City : - | Country : Italy","12-JUL-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the Product Household and similar appliances – Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"177","4100342673","VEA Group S.P.A | Address : Via Industriale, 1-24040-Chignolo d lsola (BG) | City : - | Country : Italy","11-JUN-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the product Household and similar appliances - Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"178","4100346277","Marmon Foodservice Manufacturing s.r.o. | Address : Letiste Brno-Turany 964/13m 62700, Brno-Turany | City : - | Country : Czech Republic","09-JUL-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Product Household and similar appliances – Commercial Dispensing Appliances and Vending Machines Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"179","4100311965","FUJI ELECTRIC COMPANY LIMITED | Address : 1-27 Fujicho, Yokkaichi, Mie, 510-0013 | City : - | Country : Japan","24-FEB-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of product: Household and similar appliance Commercial Dispensing Appliances and Vending Machines :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"180","4100315064","Taylor Commercial Foodservice, LIC, | Address : 750, North Blackhawk Blvd. Rockton, Illinois | City : - | Country : United States","26-FEB-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the Product: Household and similar appliances - Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"181","4100324166","EVOCA S.p.A | Address : Via Grazia Deledda 16, Mapello BG | City : - | Country : Italy","22-MAR-27 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Product Household and similar appliances – Commercial Dispensing Appliances and Vending Machines Household :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"182","4100017056","Nippon Steel & Sumitomo Metal Corporation | Address : 6-1, Marunouchi 2-chome chiyoda-ku, tokyo | City : - | Country : Japan","27-JUN-27 00:00:00","IS 513 : Part 1 : 2016","Operative","Designation Grade Size CR0 H Thickness form 0.13mm to upto & including 3.20mm, Width from 550mm to :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"183","4100284988","Thermoplan AG | Address : Thermoplan-Platz 1, CH-6353 Weggis, Lucerne | City : - | Country : Switzerland","03-DEC-26 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the product Household and similar appliances – Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"184","4100287893","EVOCA S.p.A | Address : Str. Parcul Industrial, 8 Jibou, Salaj | City : - | Country : Romania","23-DEC-26 00:00:00","IS 302 (Part 2/Sec 75) : 2018","Operative","Name of the Product Household and similar appliances – Commercial Dispensing Appliances and Vending :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"185","4100309776","MIDEA CONSUMER ELECTRIC (VIETNAM) CO. LTD. | Address : No. 40, Street 6, Vietnam-Singapore Industrial Park, An Phu Ward, Thuan An City, Binh Duong Province | City : - | Country : Vietnam","19-FEB-27 00:00:00","IS 302 (Part 2/Sec 80) : 2017","Operative","Name of the Product Electrical Fans Type of Appliance Pedestal fans Table Fans Wall Fans Model No FS40-19KC FT40-17N FW40-7J Class Class :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"186","4100009865","Kasem International Co., Ltd. | Address : 55/7, MOO 10, Bangtorad, Samutsakhon | City : - | Country : Thailand","31-JAN-27 00:00:00","IS 14625 : 2015","Operative","Plastic Feeding Bottles for 125 ml and 250 ml, polypropylene With silicon teats, engraved scale only. :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"187","4032841","Artsana SPA | Address : U.P.80, Strada Statale 45 bis, km 21 + 100, 25028 Verolanuova (BS) | City : - | Country : Italy","31-DEC-26 00:00:00","IS 14625 : 2015","Operative","Polypropylene Plastic Feeding Bottles with silicon teats :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"188","4003127","Zenith Infant Products Co. Ltd. | Address : 73/4, Moo 1, Khaelie, Krathumbaen, Samutsakhon-74110 | City : Thailand | Country : Thailand","31-DEC-26 00:00:00","IS 14625 : 2015","Operative","Plastic Feeding Bottles, printed with silicon teats, except Eco-mark 125ml plastic feeding bottle, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"189","4006335","Royal Industries (Thailand) Public Company Ltd. | Address : 126 Moo 6, | Sethakij 1 Road, | Omnoi, Krathumban, | Samutsakorn 74130Omnoi | City : Thailand | Country : Thailand","31-OCT-26 00:00:00","IS 14625 : 2015","Operative","Plastic Feeding Bottles, printed with Silicon Teats (except ECO Mark) : PUR, MEE MEE(ME ""N"" MOMS)","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"190","4100348180","MEIBAN TECHNOLOGIES MALAYSIA SDN BHD | Address : 1A, 1B & 1C Jalan Istimewa 5 Taman Perindustrian Cemerlang, Ulu Tiram, Johor Bahru, Johor | City : - | Country : Malaysia","21-JUL-27 00:00:00","IS 302 (Part 2/Sec 80) : 2017","Operative","Name of the Product Safety of Electrical fans Type Floor Type Bladeless Fans Model No AM07 Rating 56W, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"191","4100301457","Jaya Maa Kamakhya Industries Pvt Ltd. | Address : Jaya Maa Kamakhya Industries Pvt Ltd., Ward No.-15, Jyamirgadhi, Nagarpalika-Mechinagar, Dist-Jhapa, Nepal-57207 | City : - | Country : Nepal","01-FEB-27 00:00:00","IS 303 : 1989","Operative","Name of the product :- Plywood for General Purpose Grade :- MR, BWR & BWP Bending Class :- F10, F20, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"192","4100297088","Mata Pathivara Plywood Industry Pvt Ltd. | Address : Mata Pathivara Plywood Industries Pvt Ltd., Ward No.-15, Jyamirgadhi, Nagarpalika-Mechinagar Dist-Jhapa, Nepal-57200 | City : - | Country : Nepal","21-JAN-27 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F10, F20, F30, F40 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"193","4100324267","Benchmark Industries Company Limited | Address : Lot CN-18, Southern Industrial Park, Phu Thinh Commune, Yen Binh District, Yen Bai Province | City : - | Country : Vietnam","23-MAR-27 00:00:00","IS 303 : 1989","Operative",":","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"194","4100322465","PT ARTHA KAYU INDONESIA | Address : Jl. Raya Semarang-Demak km 15.5, Batu Village, Karangtengah Sub-District, Demak District, Central Java Province | City : - | Country : Indonesia","10-MAR-27 00:00:00","IS 303 : 1989","Operative","MR, F10, AA/AB/BB, Thickness from 3mm to 19mm upto and including , E2, Without Steady State Formaldehyde :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"195","4100293888","Venkatesh Wood Panel Industries Pvt. Ltd., | Address : Ward No. -4, Ghopali Tole, Village-Madhesa Dist-Sunsari | City : - | Country : Nepal","15-JAN-27 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F10, F20, F30, F40, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"196","4100351876","PMB Aluminium SDN. BHD. | Address : C26, Kawasan Perindustrian Nilai 2 | 71800 Nilai, Negeri | Sembilan | City : - | Country : Malaysia","13-AUG-27 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"197","4100318676","Sammok S-Form Co. Ltd., | Address : 474-40, ANSEONGMATCHUM-DAERO, MIYANG-MYEON, ANSEONG-SI, GYEONGGI-DO, REPUBLIC OF KOREA | City : - | Country : South Korea","09-MAR-27 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"198","4100265782","GARTNER EXTRUSION GMBH | Address : Peterswoerther Str. la, 89423 Gundelfingen | City : - | Country : Germany","09-SEP-26 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"199","4100257379","Wheel Corporation | Address : 66, Eunhaengnamu-ro 62 beon-gil, Yanggam-myeon, Hwaseong-si, Gyeonggi-do, Republic of Korea | City : - | Country : South Korea","20-JUL-29 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"200","4100227067","Gulf Extrusions LLC | Address : P.O.Box 5598, Jebel Ali Industrial Area, Dubai, | City : AbuDhabi | Country : United Arab Emirates","14-APR-27 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"201","4100236371","ALUMIL ALUMINIUM INDUSTRY SA | Address : KILIS INDUSTRIAL AREA, 61000, KILKIS, GREECE | City : | Country : Greece","08-MAY-27 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"202","4100217367","Metra Spa | Address : Via stacca 1 Rodengo Saiano (BS) 25050 | City : - | Country : Italy","16-MAR-27 00:00:00","IS 733:2025","Operative","Name of the product Wrought Aluminium and Aluminium Alloy Bars, Rods, Sections, Extruded Tubes, Hollow :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"203","4007337","Thai Pigeon Co, Ltd. | Address : 944 Moo 15 | Theparaks Industrial Estate | T. Bang Sao Thong | Bang Sao Thong Sub District | Samutprakarn | ThailandThailand | City : Thailand | Country : Thailand","31-AUG-26 00:00:00","IS 14625 : 2015","Operative","Plastic Feeding Bottles, printed with silicon teats, except Eco-mark of following varieties: (1) 240ml :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"204","4100253068","ZENITH BAY CARE CO. LTD | Address : No. 279, Village No. 1, Khaerai, Krathum Baen, Samutsakhon | City : - | Country : Thailand","01-JUL-26 00:00:00","IS 14625 : 2015","Operative","Plastic Feeding Bottles, Material:- Polypropylene, Capacity:- 60, 125, 150, 250, 270, & 300 ml :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"205","4100339280","Maa Vaishno Steel Industries | Address : Parsa, Birganj Submunicipiliy, 2, Chhapkaiya, Madhesh Pradesh | City : - | Country : Nepal","25-MAY-27 00:00:00","IS 14756 : 2024","Operative","Name of the product : Stainless Steel Utensils Type of Utensil: Serving(Type-S) Body material: Stainless :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"206","4100210959","Yves Saint Laurent Manifatture S.R.L | Address : Via Belluno 8, Vigonza, Padua | City : - | Country : Italy","26-FEB-27 00:00:00","IS 17043 (Part 2) : 2024","Operative","SHOES FOR GENERAL PURPOSE, Adult (sizes: Women- UK 2 to UK 7 (34 TO 42 EU) and Men-5 TO 12 UK (38 TO :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"207","4100275785","Tirupati Wood Panel Industries Pvt. Ltd., | Address : Ward No-4, Koshi Raj Marg, Village-Khanar Dist-Sunsari | City : - | Country : Nepal","28-OCT-26 00:00:00","IS 303 : 1989","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"208","4100275684","Sanjibani Plywood Udhyog Pvt. Ltd., | Address : Sanjibani Plywood Udhyog Pvt. Ltd., Ward No. - 7, Khawas Gaun, Village-Jyamirgadi, Dist-Jhapa | City : - | Country : Nepal","27-OCT-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"209","4100277284","Bhawani Tea Chest Industries (Pvt.) Ltd | Address : Itahari-8, Sunsari | City : - | Country : Nepal","02-NOV-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWR Bending Class F10 Type Based on Appearance BB,BC,CC Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"210","4100277385","Bhagwati Laminates Pvt. Ltd., | Address : Jyamirghadi, Ward No. 5, Mechi Nagar, Jhapa, Koshi | City : - | Country : Nepal","02-NOV-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"211","4100279389","SHAKAMBHARI PLYWOOD INDUSTRIES PVT. LTD | Address : BATESHWAR-5, DHANUSHA, MADHESH PRADESH | City : - | Country : Nepal","06-NOV-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"212","4100286083","Puja Plywood Industries Pvt. Ltd., | Address : Ward No. 2, Charpane, Nagar Palika: Biratmod, Jhapa | City : - | Country : Nepal","16-DEC-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR Bending Class F10 Type Based on Appearance AA, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"213","4100286386","Sriram Panel Product Pvt. Ltd. | Address : Ward No-2, Charpane, Municipality-Birtamode, Jhapa | City : - | Country : Nepal","17-DEC-26 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F20 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"214","4100218369","Shyam Plywood Industries Pvt Ltd. | Address : Shyam Plywood Industries Pvt Ltd. | Ward No-03, Semari, Village-Kamahariya, Rupandehi, Nepal-32900 | City : - | Country : Nepal","23-MAR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"215","4100219270","Shanta Plywood Ltd., | Address : Jamuward, Ramgram-11,Nawalparasi | City : - | Country : Nepal","23-MAR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWR and BWP Bending Class F20 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"216","4100225265","Jhapa Veneer and Plywood Udhyog Pvt. Ltd. | Address : Ward No-15, Vill-Jyamirgadhi, Municipaliaty-Mechinagar, Dist-Jhapa | City : - | Country : Nepal","08-APR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Type Based on Appearance AA/AB/BB Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"217","4100225366","Ganapati Veneer Tatha Plywood Udhyog | Address : Ward No-06 Khara, Village-Narayanpur, Dang, Province Lumbini | City : - | Country : Nepal","08-APR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Type Based on Appearance AA/AB/BB Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"218","4100225467","Ambey Bhawani Ply Board Udhyog Pvt. Ltd., | Address : Biratmode-2, Jhapa, Koshi | City : - | Country : Nepal","08-APR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Bending Class F10 Type Based :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"219","4100254272","Map Ta Phut Olefins Company Limited | Address : 1, Siam Cement Road, Bang Sue Sub-district, Bang Sue District, Bangkok, 10800 Thailand | City : - | Country : Thailand","18-JUN-26 00:00:00","IS 537 : 1967","Operative","Toluene :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"220","4100226065","Junma Phu Tho Co., Ltd. | Address : Lot No. 7, Thuy Van Industrial Park, Thuy Van Commune, Viet Tri City, Phu Tho Province, Vietnam | City : - | Country : Vietnam","26-JAN-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade BWR Type Based on Appearance AA/ AB/ BB Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"221","4100221459","Everest Veneers Pvt. Ltd., | Address : Ramdhuni-2, Jhumka, Sunsari, Nepal-56709 | City : - | Country : Nepal","26-MAR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR Type Based on Appearance AA/AB/BB Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"222","4100221560","Sawariya Plywood Pvt. Ltd., | Address : Ward No- 3, Biratamode, Nagarpalika-Biratamode, Dist-Jhapa | City : - | Country : Nepal","26-MAR-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWP and BWR Type Based on Appearance AA/AB/BB Thickness :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"223","4100180976","CENTURY PLY INDUSTRIES PVT LTD. | Address : DIST-SUNSARI, RAMGANJ, BELGACHHIYA WARD NO-1 | City : - | Country : Nepal","06-JUN-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR BWR Bending Class F10, F40, F50 F20 Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"224","4100183780","GREENPLY INDUSTRIES NEPAL PVT LTD. | Address : DIST-MORANG HATHIMUDA, WARD NO-9, BIRATNAGAR | City : - | Country : Nepal","03-JUL-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR,BWR,BWP Bending Class F10, F20, F30, F40, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"225","4100299698","Krishna Plywood Industries (P) Ltd. | Address : Ward No. 7, Bahadurganj, Kapilvastu | City : - | Country : Nepal","29-JAN-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F10, F20, F30, F40 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"226","4100319779","Shree Ganesh Plywood Industries Pvt. Ltd., | Address : Ward No-2, Bahadurganj, Village-Bahadurganj, Kapilvastu, Province Lumbini | City : - | Country : Nepal","10-MAR-27 00:00:00","IS 303 : 2024","Operative",":","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"227","4100299092","Sarawagi Plywood Industries | Address : Sarawagi Plywood Industries. | Ward No.-02, Bhadrapur, Jhapa, Nepal-57200 | City : - | Country : Nepal","28-JAN-27 00:00:00","IS 303 : 2024","Operative","Name of the product Plywood for General Purpose Grade MR, BWR & BWP Bending Class F10, F20, F30, F40 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
