id,related_IS,title
270.,IS 14494 : 2019,खानों में उपयोग हेतु इलास्टोमर इंसुलेटेड लचीले केबल – विनिर्देशन
271.,IS 2593 : 1984,खनिकों की कैप-लैंप हेतु लचीले केबलों का विनिर्देशन
272.,IS 5950 : 1984,शॉट फायरिंग केबलों का विनिर्देशन (शाफ्ट्स के अतिरिक्त उपयोग हेतु)
273.,IS 17048 : 2018,हैलोजन मुक्त अग्नि प्रतिरोधी (HFFR) केबल – 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु – विनिर्देशन
तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़
274.,IS 9573 (भाग 1) : 2017,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 1 (औद्योगिक उपयोग),"50. तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ (गुणवत्ता नियंत्रण) आदेश, 2020

(अधिसूचना सं. S.O. 478(E) दिनांक 28 जनवरी 2020)"
275.,IS 9573 (भाग 2) : 2017,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 2 (घरेलू एवं वाणिज्यिक उपयोग)
एल्युमिनियम फॉयल
276.,IS 15392,खाद्य पैकेजिंग हेतु एल्युमिनियम एवं एल्युमिनियम मिश्र धातु की नंगी फॉयल,"51. एल्युमिनियम फॉयल (गुणवत्ता नियंत्रण) आदेश, 2020

(अधिसूचना सं. S.O. 687(E) दिनांक 13/02/2020)"
गैर-विद्युत खिलौने
277.,IS 9873 (भाग 1) : 2018,खिलौनों की सुरक्षा – भाग 1: यांत्रिक एवं भौतिक गुणों से संबंधित सुरक्षा पहलू,"52. खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020

(अधिसूचना सं. S.O. 853(E) दिनांक 25 फरवरी 2020)

खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024

अधिसूचना सं. S.O. 4277(E), दिनांक 01 अक्टूबर 2024"
,आईएस 9873 (भाग 2) : 2017,खिलौनों की सुरक्षा भाग 2 ज्वलनशीलता।
,आईएस 9873 (भाग 3) : 2017,खिलौनों के लिए सुरक्षा आवश्यकताएँ भाग 3 कुछ तत्वों का प्रवासन।
,आईएस 9873 (भाग 4) : 2017,"खिलौनों की सुरक्षा भाग 4 झूले, स्लाइड तथा समान गतिविधि वाले खिलौने, जो घरेलू उपयोग हेतु इनडोर एवं आउटडोर उपयोग के लिए हैं।"
,आईएस 9873 (भाग 7) : 2017,खिलौनों की सुरक्षा भाग 7 फिंगर पेंट्स के लिए आवश्यकताएँ एवं परीक्षण विधियाँ।
,आईएस 9873 (भाग 9) : 2017,खिलौनों की सुरक्षा भाग 9 खिलौनों एवं बच्चों के उत्पादों में कुछ फ्थेलेट एस्टर।
विद्युत खिलौने
278.,आईएस 15644 : 2006,विद्युत खिलौनों की सुरक्षा।,"खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020

(एस.ओ. 853(ई), दिनांक 25 फरवरी 2020)
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024

एस.ओ. 4277(ई), दिनांक 01 अक्टूबर 2024"
समतल पारदर्शी शीट ग्लास
279.,आईएस 2835 : 1987,समतल पारदर्शी शीट ग्लास।,"समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2020

(एस.ओ. 738(ई), दिनांक 14 फरवरी 2020)
समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020

(एस.ओ. 2017(ई), दिनांक 23/06/2020)
53. समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित

(एस.ओ. 4144(ई), दिनांक 7 अक्टूबर 2021)"
सुरक्षा काँच
280.,आईएस 2553 (भाग 1) : 2018,"सुरक्षा काँच – विनिर्देशन भाग 1 वास्तुकला, भवन एवं सामान्य उपयोग।","54. सुरक्षा काँच (गुणवत्ता नियंत्रण) आदेश, 2020

(एस.ओ. 1045(ई), दिनांक 12 मार्च 2020)
सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020

(एस.ओ. 2018(ई), दिनांक 23/06/2020)
सुरक्षा काँच (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020

(एस.ओ. सं. 3190(ई), दिनांक 18/09/2020)

सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022

(एस.ओ. सं. 620(ई), दिनांक 10/02/2022)
सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023

(एस.ओ. 1431(ई), दिनांक 24 मार्च 2023)"
281.,आईएस 2553 (भाग 2) : 2019,सुरक्षा काँच – विनिर्देशन भाग 2 सड़क परिवहन हेतु।
बुने हुए बोरे,
282.,आईएस 14887 : 2014,वस्त्र – 50 किलोग्राम खाद्यान्न की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे,"55. वस्त्र – उच्च घनत्व पॉलीइथिलीन एवं पॉलीप्रोपाइलीन बुने हुए बोरे (पैकेजिंग या भरने हेतु) (गुणवत्ता नियंत्रण) आदेश, 2020
   
एस.ओ. 1403(ई), दिनांक 23 अप्रैल 2020"
283.,आईएस 16208 : 2015,"वस्त्र – 10 किलोग्राम, 15 किलोग्राम, 20 किलोग्राम, 25 किलोग्राम एवं 30 किलोग्राम खाद्यान्न की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे"
284.,आईएस 14968 : 2015,वस्त्र – 50 किलोग्राम / 25 किलोग्राम चीनी की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे
285.,आईएस 14252 : 2015,वस्त्र – रेत भरने हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे
बटरफ्लाई वाल्व
286.,आईएस 13095 : 1991,सामान्य प्रयोजन हेतु बटरफ्लाई वाल्व,"56. बटरफ्लाई वाल्व (गुणवत्ता नियंत्रण) आदेश, 2020।

(एस.ओ. 1920(ई), दिनांक 17 जून 2020)"
साइकिल के लिए परावर्तक
287.,आईएस/आईएसओ 6742-2 : 2015,रेट्रो-परावर्तक उपकरण,"साइकिल – रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) आदेश, 2020।

(एस.ओ. 2290(ई), दिनांक 07/07/2020)
57. साइकिल – रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित।

(एस.ओ. 2028(ई), दिनांक 25/05/2021)
साइकिल – रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021।

(एस.ओ. 5400(ई), दिनांक 24 दिसंबर 2021)
साइकिल – रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023।

(एस.ओ. 882(ई), दिनांक 23 फरवरी 2023)
साइकिल रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 हेतु शुद्धिपत्र।

(एस.ओ. 1441(ई), दिनांक 27 मार्च 2023)
साइकिल – रेट्रो-परावर्तक उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024।

एस.ओ. 4569(ई), दिनांक 18 अक्टूबर 2024"
कागज
288.,आईएस 14490 : 2018,सादा कॉपियर कागज,"58. सादा कॉपियर कागज (गुणवत्ता नियंत्रण) आदेश, 2020।

(एस.ओ. 2149(ई), दिनांक 05/06/2020)"
पशु आहार
289.,आईएस 2052 : 2009,पशुओं के लिए मिश्रित आहार,"59.

एफएसएसएआई निर्देश (फाइल सं. 1-95/Std/Misc/SP(LC&A)/FSSAI-2015-Pt-1c, दिनांक 27.01.2020)


शुद्धिपत्र, दिनांक 30.01.2020


27 जनवरी 2020 के निर्देश के अनुपालन हेतु समय-सीमा में विस्तार

01 जनवरी 2021 के निर्देश के अनुपालन हेतु समय-सीमा में विस्तार

खाद्य सुरक्षा एवं मानक अधिनियम, 2006 की धारा 16(5) के अंतर्गत जारी 27 जनवरी 2020 के निर्देश के अनुपालन हेतु समय-सीमा में विस्तार"
ऑटोमोबाइल व्हील रिम घटक,
290.,आईएस 16192 (भाग 1),"दो एवं तीन पहिया वाहनों के लिए ऑटोमोबाइल व्हील रिम – भाग 1
लाइट एलॉय व्हील रिम – परीक्षण विधियाँ एवं आवश्यकताएँ","ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) आदेश, 2020

(एस.ओ. 3227(ई), दिनांक 21/09/2020)
60.

ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021 द्वारा प्रतिस्थापित
ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2021

(एस.ओ. 4493(ई), दिनांक 22 अक्टूबर 2021)
ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022

(संशोधन आदेश एस.ओ. 2634(ई), दिनांक 8 जून 2022)
ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023

(एस.ओ. 2657(ई), दिनांक 15 जून 2023)
ऑटोमोबाइल व्हील रिम घटक (गुणवत्ता नियंत्रण) संशोधन आदेश–II, 2023

(एस.ओ. 5379(ई), दिनांक 19 दिसंबर 2023)"
291.,आईएस 16192 (भाग 2),"दो एवं तीन पहिया वाहनों के लिए ऑटोमोबाइल व्हील रिम – भाग 2
शीट मेटल व्हील रिम – परीक्षण विधियाँ एवं आवश्यकताएँ"
292.,आईएस 16192 (भाग 3),"दो एवं तीन पहिया वाहनों के लिए ऑटोमोबाइल व्हील रिम – भाग 3
स्पोक व्हील रिम – परीक्षण विधियाँ एवं आवश्यकताएँ"
293.,आईएस 9436,यात्री कारों के पहियों हेतु प्रदर्शन आवश्यकताएँ एवं परीक्षण विधियाँ
294.,आईएस 9438,ट्रक एवं बसों के पहियों अथवा रिम हेतु प्रदर्शन आवश्यकताएँ एवं परीक्षण विधियाँ
पादत्राण (फुटवियर),
295.,आईएस 5557 : 2004,औद्योगिक एवं सुरक्षात्मक रबर घुटना एवं टखना बूट,"संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) आदेश, 2020

(एस.ओ. 3858(ई), दिनांक 27/10/2020)
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020

(एस.ओ. 4378(ई), दिनांक 04/12/2020)
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) आदेश, 2020 को निरस्त करने संबंधी आदेश

(एस.ओ. 2597(ई), दिनांक 3 जून 2022)
61. संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) आदेश, 2022

(एस.ओ. 2600(ई), दिनांक 3 जून 2022)
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022

एस.ओ. 3880(ई), दिनांक 11 अगस्त 2022
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023

एस.ओ. 3893(ई), दिनांक 1 सितंबर 2023
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) आदेश, 2024

एस.ओ. 1422(ई), दिनांक 15 मार्च 2024
संपूर्ण रबर एवं संपूर्ण पॉलिमेरिक सामग्री से बने पादत्राण तथा उनके घटक (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024

एस.ओ. 3701(ई), दिनांक 30 अगस्त 2024"
296.,IS 5557 (भाग 2): 2018,सभी रबर से बने गम बूट एवं टखने तक के बूट
297.,IS 5676: 1995,ढाले हुए ठोस रबर के तले एवं एड़ियाँ
298.,IS 6664: 1992,तलवों एवं एड़ियों के लिए रबर माइक्रोसेल्युलर शीट
299.,IS 6719: 1972,ठोस पीवीसी (PVC) के तले एवं एड़ियाँ
300.,IS 6721: 1972,पीवीसी (PVC) सैंडल
301.,IS 10702: 1992,रबर हवाई चप्पल
,,
302.,IS 12254: 1993,पॉलीविनाइल क्लोराइड (PVC) औद्योगिक बूट
303.,IS 13893: 1994,पॉलीयूरीथेन का अर्द्ध-कठोर तला
304.,IS 13995: 1995,बिना लाइनिंग के ढाले हुए रबर बूट
305.,IS 16645: 2018,ढाले हुए प्लास्टिक फुटवियर – सामान्य औद्योगिक उपयोग हेतु लाइनिंग युक्त या बिना लाइनिंग वाले पॉलीयूरीथेन बूट
306.,IS 16994: 2018,नगरपालिका सफाई कार्य हेतु पुरुषों एवं महिलाओं के लिए फुटवियर
307.,IS 1989 (भाग 1): 1986,खनिकों के लिए चमड़े के सुरक्षा बूट एवं जूते,"चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. सं. 3860(ई), दिनांक 27/10/2020)
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
(एस.ओ. 4379(ई), दिनांक 04/12/2020)
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) आदेश, 2020 को निरस्त करने का आदेश
(एस.ओ. 2598(ई), दिनांक 3 जून 2022)
62. चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 2599(ई), दिनांक 3 जून 2022)
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(एस.ओ. 3775(ई), दिनांक 11 अगस्त 2022)
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) आदेश, 2024
(एस.ओ. 1421(ई), दिनांक 15 मार्च 2024)
चमड़ा एवं अन्य सामग्री से बने फुटवियर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
(एस.ओ. 3700(ई), दिनांक 30 अगस्त 2024)"
308.,IS 1989 (भाग 2): 1986,भारी धातु उद्योगों के लिए चमड़े के सुरक्षा बूट एवं जूते
309.,IS 3735: 1996,रबर तले वाले कैनवास जूते
310.,IS 3736: 1995,रबर तले वाले कैनवास बूट
311.,IS 3976: 2018,खनिकों के लिए सुरक्षा रबर कैनवास बूट
312.,IS 11226: 1993,प्रत्यक्ष रूप से ढाले गए रबर तले वाले चमड़े के सुरक्षा फुटवियर
313.,IS 14544: 1998,प्रत्यक्ष रूप से ढाले गए पीवीसी (PVC) तले वाले चमड़े के सुरक्षा फुटवियर
314.,IS 15844 (भाग 1): 2023,सामान्य उपयोग हेतु खेल फुटवियर
315.,IS 15844 (भाग 2): 2023,प्रदर्शन आधारित खेल फुटवियर
316.,IS 15844 (भाग 3): 2024,पेशेवर खेल फुटवियर
317.,IS 17012: 2018,पीयू–रबर सोल वाले हाई एंकल टैक्टिकल बूट्स
318.,IS 17037: 2018,एंटी-रायट जूते
319.,IS 17043 (भाग-1): 2024,सेवाओं के लिए जूते
320.,IS 17043 (भाग-2): 2024,सामान्य प्रयोजन के लिए जूते
321.,IS 15298 (भाग 2): 2016,व्यक्तिगत सुरक्षा उपकरण – भाग 2: सुरक्षा फुटवियर,"63. व्यक्तिगत सुरक्षा उपकरण – फुटवियर (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. संख्या 3857(ई), दिनांक 27/10/2020)
व्यक्तिगत सुरक्षा उपकरण – फुटवियर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
(एस.ओ. 4377(ई), दिनांक 04/12/2020)
व्यक्तिगत सुरक्षा उपकरण – फुटवियर
(गुणवत्ता नियंत्रण) संशोधन आदेश, 2021"
322.,IS 15298 (भाग 3): 2019,व्यक्तिगत सुरक्षा उपकरण – भाग 3: सुरक्षात्मक फुटवियर
323.,IS 15298 (भाग 4): 2017,व्यक्तिगत सुरक्षा उपकरण – भाग 4: व्यावसायिक फुटवियर
प्रेस टूल – पंच
324.,IS 4296 (भाग 1): 2016,प्रेसिंग के लिए उपकरण – भाग 1: 60 डिग्री शंक्वाकार हेड और सीधा शैंक वाले गोल पंच,"64. प्रेस टूल – पंच (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. संख्या 3994(ई), दिनांक 04/11/2020)"
325.,IS 4296 (भाग 2): 2016,प्रेसिंग के लिए उपकरण – भाग 2: बेलनाकार हेड तथा सीधे या घटे हुए शैंक वाले पंच
326.,IS 4296 (भाग 3): 2016,प्रेसिंग के लिए उपकरण – भाग 3: 60 डिग्री शंक्वाकार हेड और घटे हुए शैंक वाले गोल पंच
दो पहिया मोटर वाहनों के चालकों के लिए हेलमेट
327.,IS 4151: 2015,दो पहिया मोटर वाहनों के चालकों के लिए हेलमेट,"65. दो पहिया मोटर वाहनों के चालकों के लिए हेलमेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. संख्या 4252(ई), दिनांक 26/11/2020)"
रेफ्रिजरेटिंग उपकरण
328.,IS 17550 (भाग 1): 2021,"घरेलू रेफ्रिजरेटिंग उपकरण – विशेषताएँ एवं परीक्षण विधियाँ, भाग 1: सामान्य आवश्यकताएँ","रेफ्रिजरेटिंग उपकरण (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. संख्या 4489(ई), दिनांक 10/12/2020)
66. रेफ्रिजरेटिंग उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
(एस.ओ. 5339(ई), दिनांक 22 दिसंबर 2021)
रेफ्रिजरेटिंग उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
एस.ओ. 5850(ई), दिनांक 14 दिसंबर 2022
रेफ्रिजरेटिंग उपकरण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 358(ई), दिनांक 21 जनवरी 2025"
329.,IS 7872: 2018,फ्रीज़र
केन्द्रापसारित ढलाई (स्पन) कास्ट आयरन पाइप
330.,IS 1536: 2001,"पानी, गैस एवं सीवेज के लिए केन्द्रापसारित ढलाई (स्पन) कास्ट आयरन प्रेशर पाइप","67. केन्द्रापसारित ढलाई (स्पन) कास्ट आयरन पाइप (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. संख्या 116(ई), दिनांक 12/01/2021)"
331.,IS 3989: 2009,"केन्द्रापसारित ढलाई (स्पन) कास्ट आयरन स्पिगट एवं सॉकेट मृदा, अपशिष्ट, वेंटिलेटिंग तथा वर्षा जल पाइप, फिटिंग्स एवं सहायक उपकरण"
332.,IS 15905: 2011,"हबलेस केन्द्रापसारित ढलाई (स्पन) कास्ट आयरन पाइप, फिटिंग्स एवं सहायक उपकरण – स्पिगट श्रृंखला"
फ्लक्स कोर्ड (ट्यूबलर) इलेक्ट्रोड
333.,IS 15769:2008,कार्बन या कार्बन-मैंगनीज स्टील की गैस शील्डेड एवं सेल्फ-शील्डेड धातु वेल्डिंग के लिए फ्लक्स कोर्ड (ट्यूबलर) इलेक्ट्रोड,"68. फ्लक्स कोर्ड (ट्यूबलर) इलेक्ट्रोड (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. संख्या 1203(ई), दिनांक 12/03/2021)"
सिलाई मशीन
334.,IS 15449 : भाग 1 : 2004,घरेलू ज़िग-ज़ैग सिलाई मशीन हेड,"69. सिलाई मशीन (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. संख्या 1239(ई), दिनांक 15/03/2021)"
जल उपचार प्रणाली
335.,IS 16240 : 2023,पीने के प्रयोजन हेतु रिवर्स ऑस्मोसिस आधारित प्वाइंट ऑफ यूज़ जल उपचार प्रणाली,"70. पर्यावरण (संरक्षण) 115 संशोधन नियम, 2021
(जल शोधन प्रणाली अधिसूचना G.S.R. 724(ई), दिनांक 04/10/2021)
जल शोधन प्रणाली (उपयोग का विनियमन) नियम, 2023
G.S.R. 833(ई), दिनांक 10 नवम्बर 2023"
जूट बैग
336.,IS 1943:1995,ए-ट्विल जूट बैग,"71. जूट बैग (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 2601(ई), दिनांक 6 जून 2022)"
337.,IS 2566:1993,खाद्यान्न पैकिंग के लिए बी-ट्विल जूट बैग
338.,IS 12650:2018,50 किलोग्राम खाद्यान्न पैकिंग हेतु जूट बैग
339.,IS 15138:2010,50 किलोग्राम चीनी पैकिंग हेतु जूट बैग
340.,IS 16186:2014,50 किलोग्राम खाद्यान्न पैकिंग हेतु हल्के वजन के जूट सैकिंग बैग
341.,IS 16372:2015,30 किलोग्राम तक खाद्यान्न पैकिंग हेतु जूट बैग
विस्कोस स्टेपल फाइबर
,IS 17266:2019,विस्कोस स्टेपल फाइबर,"विस्कोस स्टेपल फाइबर (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 6143(ई), दिनांक 29/12/2022)
विस्कोस स्टेपल फाइबर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 443(ई), दिनांक 27/01/2023)
विस्कोस स्टेपल फाइबर (गुणवत्ता नियंत्रण) आदेश, 2022 का निरसन
एस.ओ. 5267(ई), दिनांक 18 नवम्बर 2025"
जियो टेक्सटाइल्स
342.,IS 15351 : 2015,जलरोधी लाइनिंग हेतु लेमिनेटेड हाई डेंसिटी पॉलीइथिलीन (HDPE) बुना हुआ जियोमेम्ब्रेन,"72. जियो टेक्सटाइल्स (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1706(ई), दिनांक 10 अप्रैल 2023)
जियो टेक्सटाइल्स (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(एस.ओ. 2331(ई), दिनांक 24 मई 2023)
वस्त्र मंत्रालय आदेश, 2023
संख्या 6/1/2021 – आर एंड डी (भाग), दिनांक 06 अक्टूबर 2023"
343.,IS 15909 : 2020,पॉली विनाइल क्लोराइड (PVC) जियोमेम्ब्रेन
344.,IS 16653 : 2017,नीडल पंच्ड नॉन-वोवन जियोबैग्स
345.,IS 16654: 2017,पॉलीप्रोपाइलीन मल्टीफिलामेंट बुने हुए जियोबैग्स
346.,IS 14715 (भाग 1): 2016,जूट जियोटेक्सटाइल्स
347.,IS 14715 (भाग 2): 2016,जूट जियोटेक्सटाइल्स
348.,IS 15869 : 2020,ओपन वीव कॉयर भूवस्त्र
349.,IS 16391 : 2015,पेवमेंट संरचनाओं में सब-ग्रेड पृथक्करण में प्रयुक्त जियोटेक्सटाइल्स
350.,IS 16393 : 2015,भूमिगत जल निकासी अनुप्रयोगों में प्रयुक्त जियोटेक्सटाइल्स
351.,IS 16362 : 2020,पेवमेंट संरचनाओं में सब-ग्रेड स्थिरीकरण में प्रयुक्त जियोटेक्सटाइल्स
352.,IS 16352 : 2020,लाइनिंग हेतु उच्च घनत्व पॉलीइथिलीन (HDPE) जियोमेम्ब्रेन
353.,IS 16090:2013,संरक्षण (या कुशनिंग) सामग्री के रूप में प्रयुक्त जियोटेक्सटाइल्स
354.,IS 16392:2015,हार्ड आर्मर प्रणालियों में स्थायी कटाव नियंत्रण हेतु जियोटेक्सटाइल्स
355.,IS 17371:2020,लचीले पेवमेंट के लिए जियोग्रिड्स
356.,IS 17372:2020,रिटेनिंग संरचनाओं में मृदा सुदृढ़ीकरण हेतु प्रयुक्त पॉलिमरिक स्ट्रिप या जियोस्ट्रिप
357.,IS 17373:2020,सुदृढ़ीकृत मृदा रिटेनिंग संरचनाओं में प्रयुक्त जियोग्रिड्स
358.,IS 17374:2020,अपशिष्ट जल एवं रासायनिक प्रतिरोधी लाइनिंग हेतु सुदृढ़ीकृत HDPE मेम्ब्रेन
359.,IS 17483 (भाग 1): 2020,जियोसेल्स
360.,IS 17483 (भाग 2): 2020,जियोसेल्स
361.,IS 17880 : 2022,जियोसिंथेटिक्स — तटीय एवं जलमार्ग संरक्षण हेतु सिंथेटिक पॉलिमर रोप गैबियन्स — विनिर्देश,"73. जियोटेक्सटाइल्स (गुणवत्ता नियंत्रण) आदेश, 2024
एस.ओ. 4332(ई), दिनांक 03 अक्टूबर 2024"
सुरक्षात्मक वस्त्र
362.,IS 15741 : 2007,पर्दे एवं ड्रेप्स,"74. सुरक्षात्मक वस्त्र (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1707(ई), दिनांक 10 अप्रैल 2023)
सुरक्षात्मक वस्त्र (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(एस.ओ. 2332(ई), दिनांक 24 मई 2023)
सुरक्षात्मक वस्त्र (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 3896(ई), दिनांक 12 सितम्बर 2024"
363.,IS 16890 : 2018,अग्निशमन कर्मियों हेतु सुरक्षात्मक परिधान
364.,IS 16874 : 2018,अग्निशमन कर्मियों हेतु सुरक्षात्मक दस्ताने
365.,IS 15748 : 2022,ऊष्मा के संपर्क में आने वाले औद्योगिक श्रमिकों हेतु सुरक्षात्मक परिधान
366.,IS 15742 : 2007,सीमित ज्वाला प्रसार सामग्री से बने वस्त्र एवं सामग्री संयोजन जो ऊष्मा एवं अग्नि से सुरक्षा प्रदान करते हैं
367.,IS 15809 : 2017,उच्च दृश्यता चेतावनी वस्त्र
368.,IS 16655 : 2017,वेल्डिंग एवं संबद्ध प्रक्रियाओं में उपयोग हेतु सुरक्षात्मक परिधान
369.,IS 16725 : 2018,टैक्टिकल 3-पॉइंट स्लिंग
370.,IS 16726 : 2018,डिसरप्टिव पैटर्न नायलॉन-66 से बने गोला-बारूद और ग्रेनेड के लिए पाउच
371.,IS 17051 : 2018,बुलेट प्रतिरोधी जैकेट
372.,IS 17286 : 2019,जलरोधक बहुउद्देशीय रेन पोंचो
गैर-घरेलू फर्नीचर के लिए उपयोग किए जाने वाले अपहोल्स्टर्ड कंपोज़िट
