notification_id,notification_type,notification_number,notification_number_normalized,title,title_vernacular,notification_category,notification_date,effective_date,ministry,department,subject,related_is_text,related_qco_text,related_amendment_text,document_url,source_url,source_reference_label,source_notification_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
NOTIF-00454,,S.O. 3775(E),,"Footwear made from Leather and other Materials QCO Amendment Order, 2022",,Amendment,2022-08-11,,Ministry of Commerce and Industry,DPIIT,Footwear QCO amendment,,,,,,BIS Scheme-I,NOTIF-FW-002,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:25,CANONICAL,0,,,,9,50.00
NOTIF-00455,,S.O. 3857(E),,"Personal Protective Equipment – Footwear (Quality Control) Order, 2020",,Original QCO,2020-10-27,,Ministry of Commerce and Industry,DPIIT,Mandatory PPE footwear certification,,,,,,BIS Scheme-I,NOTIF-PPE-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:30,CANONICAL,0,,,,9,50.00
NOTIF-00456,,S.O. 4098(E),,"Safety of Household, Commercial and Similar Electrical Appliances QCO, 2024",,Original QCO,2024-09-17,,Ministry of Commerce and Industry,DPIIT,Electrical-appliance certification,,,,https://www.bis.gov.in/wp-content/uploads/2024/09/Safety-of-Household-Commercial-and-Similar-Electrical-Appliances-QCO-2024.pdf,,BIS Scheme-I,NOTIF-EA-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:22,CANONICAL,0,,,,10,55.56
NOTIF-00457,,S.O. 4144(E),,"Flat Transparent Sheet Glass (Quality Control) Order, 2021",,Superseding QCO,2021-10-07,2022-04-01,Ministry of Commerce and Industry,DPIIT,New QCO superseding 2020 order,,,,https://www.bis.gov.in/wp-content/uploads/2021/10/Flat-Transparent-Sheet-Glass-Quality-Control-Order-2021.pdf,,BIS Scheme-I,NOTIF-GLASS-003,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:14,CANONICAL,0,,,,11,61.11
NOTIF-00458,,S.O. 4277(E),,"Toys (Quality Control) Amendment Order, 2024",,Amendment,2024-10-01,,Ministry of Commerce and Industry,DPIIT,Latest toy-QCO amendment,,,,,,BIS Scheme-I,NOTIF-TOY-004,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:11,CANONICAL,0,,,,9,50.00
NOTIF-00459,,S.O. 4377(E),,"Personal Protective Equipment – Footwear QCO Amendment Order, 2020",,Amendment,2020-12-04,,Ministry of Commerce and Industry,DPIIT,PPE footwear QCO amendment,,,,,,BIS Scheme-I,NOTIF-PPE-002,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:31,CANONICAL,0,,,,9,50.00
NOTIF-00460,,S.O. 478(E),,"Rubber Hose for LPG (Quality Control) Order, 2020",,Original QCO,2020-01-28,2020-08-01,Ministry of Commerce and Industry,DPIIT,Mandatory LPG hose certification,,,,https://www.bis.gov.in/wp-content/uploads/2020/02/Rubber_Hose_LPG_QCO.pdf,,BIS Scheme-I,NOTIF-LPG-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:18,CANONICAL,0,,,,11,61.11
NOTIF-00461,,S.O. 501(E),,"Flashlight (Quality Control) Order, 2025",,Original QCO,2025-01-21,,Ministry of Commerce and Industry,DPIIT,Compulsory flashlight certification,,,,https://bis.gov.in/wp-content/uploads/2025/01/Flashlight-Quality-Control-Order-2025.pdf,,BIS Scheme-I,NOTIF-FL-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:21,CANONICAL,0,,,,10,55.56
NOTIF-00462,,S.O. 620(E),,Safety Glass QCO amendment,,Amendment,2022-02-10,,Ministry of Commerce and Industry,DPIIT,Implementation/QCO modification,,,,,,BIS Scheme-I,NOTIF-SG-004,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:16,CANONICAL,0,,,,9,50.00
NOTIF-00463,,S.O. 687(E),,"Aluminium Foil (Quality Control) Order, 2020",,Original QCO,2020-02-13,2020-08-17,Ministry of Commerce and Industry,DPIIT,Mandatory aluminium foil certification,,,,https://www.bis.gov.in/wp-content/uploads/2020/02/Aluminium_foil_QCO.pdf,,BIS Scheme-I,NOTIF-AL-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:19,CANONICAL,0,,,,11,61.11
NOTIF-00464,,S.O. 693(E),,"Stainless Steel Pipes and Tubes (Quality Control) Order, 2025",,Original QCO,2025-02-10,2025-08-01,Ministry of Commerce and Industry,DPIIT,Mandatory Standard Mark,,,,https://www.bis.gov.in/wp-content/uploads/2025/02/Stainless-Steel-Pipes-and-Tubes-QCO-2025.pdf,,BIS Scheme-I,NOTIF-SS-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:20,CANONICAL,0,,,,11,61.11
NOTIF-00465,,S.O. 738(E),,"Flat Transparent Sheet Glass (Quality Control) Order, 2020",,Original QCO,2020-02-14,,Ministry of Commerce and Industry,DPIIT,Mandatory certification,,,,,,BIS Scheme-I,NOTIF-GLASS-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:13,CANONICAL,0,,,,9,50.00
NOTIF-00466,,S.O. 774(E),,Furniture QCO amendment,,Amendment,2026-02-13,,Ministry of Commerce and Industry,DPIIT,Modification of Furniture QCO provisions,,,,,,BIS Scheme-I,NOTIF-FURN-002,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:3,CANONICAL,0,,,,9,50.00
NOTIF-00467,,S.O. 775(E),,Order for Goods & Articles Exemption against Import,,Exemption,2026-02-13,,Ministry of Commerce and Industry,DPIIT,Import exemption,,,,,,BIS Scheme-I,NOTIF-FW-005,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:28,CANONICAL,0,,,,9,50.00
NOTIF-00468,,S.O. 776(E),,Order for Goods & Articles Exemption against Purchase,,Exemption,2026-02-13,,Ministry of Commerce and Industry,DPIIT,Purchase exemption,,,,,,BIS Scheme-I,NOTIF-FW-006,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:29,CANONICAL,0,,,,9,50.00
NOTIF-00469,,S.O. 777(E),,Furniture QCO amendment,,Amendment,2026-02-13,,Ministry of Commerce and Industry,DPIIT,Modification of implementation provisions,,,,,,BIS Scheme-I,NOTIF-FURN-003,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:4,CANONICAL,0,,,,9,50.00
NOTIF-00470,,S.O. 801(E),,"Furniture (Quality Control) Order, 2025",,Original QCO,2025-02-13,,Ministry of Commerce and Industry,DPIIT,Mandatory Standard Mark for furniture,,,,https://bis.gov.in/wp-content/uploads/2025/02/Furniture-QCO-17-02-2025.pdf,,BIS Scheme-I,NOTIF-FURN-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:2,CANONICAL,0,,,,10,55.56
NOTIF-00471,,S.O. 853(E),,"Toys (Quality Control) Order, 2020",,Original QCO,2020-02-25,2020-09-01,Ministry of Commerce and Industry,DPIIT,Mandatory certification of toys,,,,https://www.bis.gov.in/wp-content/uploads/2020/03/Toy_QC_order.pdf,,BIS Scheme-I,NOTIF-TOY-001,1,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,F009:BIS_Notifications_Master:10,CANONICAL,0,,,,11,61.11
NOTIF-00472,,"S.O. lar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017 S.O. 2920(E) dated 30 August 2017; S.O. 1602(E) dated 16 April 2018; S.O. No. 2183(E) dated 30 May 2018; S.O. No. 5259(E) dated 12 October 2018; S.O. 444(E), dated 24 January 2023; S.O. 492(E) dated 27 January 2025; S.O. lar System, Devices and Components Goods Order, 2025 for SPV Inverters of the capacity more than 200 KW S.O. 3597(E) dated 05 August, 2025",,,,,,,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:67;F001:-:68;F001:-:69,CANONICAL,0,,,Record exists because another record referenced it.,1,5.56
NOTIF-00473,,"S.O. No. Nil dated 24th Oct 2016; dated of Implementation 1st July 2017; Superseded by Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021; Amendments S.O. 1246(E) dated 10 March, 2026",,,,,,,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:32,CANONICAL,0,,,Record exists because another record referenced it.,1,5.56
NOTIF-00474,,"Trimethyl Phosphite (Quality Control) Order, 2022 (S.O. 1637(E), dated 05.04.2022)",,,,,,,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:78,CANONICAL,0,,,Record exists because another record referenced it.,1,5.56
NOTIF-00475,,,,अग्नि प्रतिरोधी स्टील — विनिर्देश,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:119;F034:-:1018,MERGED,0,,,,1,5.56
NOTIF-00476,,,,अग्निरोधक प्लाइवुड,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:548;F034:-:1447,MERGED,0,,,,1,5.56
NOTIF-00477,,,,अग्निशमन कर्मियों हेतु सुरक्षात्मक दस्ताने,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:458;F034:-:1357,MERGED,0,,,,1,5.56
NOTIF-00478,,,,अग्निशमन कर्मियों हेतु सुरक्षात्मक परिधान,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:457;F034:-:1356,MERGED,0,,,,1,5.56
NOTIF-00479,,,,अपशिष्ट जल एवं रासायनिक प्रतिरोधी लाइनिंग हेतु सुदृढ़ीकृत HDPE मेम्ब्रेन,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:451;F034:-:1350,MERGED,0,,,,1,5.56
NOTIF-00480,,,,अपहोल्स्ट्री स्प्रिंग हेतु हार्ड ड्रॉन स्टील वायर,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:191;F034:-:1090,MERGED,0,,,,1,5.56
NOTIF-00481,,,,अम्ल तेल,"अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1865(ई), दिनांक 24/04/2023) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4609(ई), दिनांक 19 अक्टूबर 2023) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1137(ई), दिनांक 07 मार्च 2024 अम्ल तेल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4612(ई), दिनांक 22 अक्टूबर 2024 अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1871(ई), दिनांक 25 अप्रैल 2025 अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4781(ई), दिनांक 22 अक्टूबर 2025",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:298;F034:-:1197,MERGED,0,,,,2,11.11
NOTIF-00482,,,,"अवक्षिप्त बेरियम कार्बोनेट, तकनीकी","30. अवक्षिप्त बेरियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 1901(ई), दिनांक 16/06/2020)",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:262;F034:-:1161,MERGED,0,,,,2,11.11
NOTIF-00483,,,,अवशिष्ट धारा संचालित सर्किट ब्रेकर (घरेलू एवं समान उपयोग हेतु) – भाग 1 : बिना अंतर्निहित ओवरकरंट सुरक्षा वाले सर्किट ब्रेकर (RCCB),"2. विद्युत तार, केबल, उपकरण एवं सुरक्षा यंत्र और सहायक उपकरण (गुणवत्ता नियंत्रण) आदेश, 2003 एस.ओ. 189(E) दिनांक 17 फरवरी 2003 अनुवर्ती संशोधन : एस.ओ. 165(E) दिनांक 5 फरवरी 2004, एस.ओ. 1172(E) दिनांक 22 अगस्त 2005, एस.ओ. 512(E) दिनांक 19 फरवरी 2009, एस.ओ. 2058(E) दिनांक 7 अगस्त 2009 एवं एस.ओ. 2604(E) दिनांक 19 अक्टूबर 2010",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:19;F034:-:918,MERGED,0,,,,2,11.11
NOTIF-00484,,,,अवशिष्ट धारा संचालित सर्किट ब्रेकर – भाग 2 : अंतर्निहित ओवरकरंट सुरक्षा सहित सर्किट ब्रेकर (RCVO),,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:20;F034:-:919,MERGED,0,,,,1,5.56
NOTIF-00485,,,,आंतरिक दहन इंजनों के वाल्वों हेतु स्टील — विनिर्देश,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:138;F034:-:1037,MERGED,0,,,,1,5.56
NOTIF-00486,,,,"आउटडोर प्रकार के ऑयल में डुबोए गए वितरण ट्रांसफार्मर, 2500 kVA तक और शामिल, 33 KV – विनिर्देश भाग 1, मिनरल ऑयल में डुबोए गए","14. विद्युत ट्रांसफार्मर (गुणवत्ता नियंत्रण) आदेश, 2015 S.O. 1221 (E) दिनांक 07-05-2015",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:234;F034:-:1133,MERGED,0,,,,2,11.11
NOTIF-00487,,,,आर्मेचर एवं रोटर बैंडिंग हेतु टिनयुक्त स्टील वायर – भाग III (नॉन-मैग्नेटिक),,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:195;F034:-:1094,MERGED,0,,,,1,5.56
NOTIF-00488,,,,आर्मेचर एवं रोटर बैंडिंग हेतु स्टील वायर – भाग II (मैग्नेटिक बैंडिंग वायर),,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:194;F034:-:1093,MERGED,0,,,,1,5.56
NOTIF-00489,,,,इंजीनियरिंग अनुप्रयोगों हेतु ब्राइट बार एवं मशीनी भागों के निर्माण के लिए हॉट रोल्ड छड़ें,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:102;F034:-:1001,MERGED,0,,,,1,5.56
NOTIF-00490,,,,इन्सुलेटिंग मटेरियल के लाइव वर्किंग ग्लव्स,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:693;F034:-:1592,MERGED,0,,,,1,5.56
NOTIF-00491,,,,"इलास्टोमर इंसुलेटेड केबलों का विनिर्देशन – भाग 2, 3.3 केवी से 33 केवी तक एवं सहित कार्य वोल्टेज हेतु",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:330;F034:-:1229,MERGED,0,,,,1,5.56
NOTIF-00492,,,,इलास्टोमर इन्सुलेटेड केबल (भाग 1): 1100 वोल्ट तक एवं सम्मिलित कार्य वोल्टेज हेतु,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:33;F034:-:932,MERGED,0,,,,1,5.56
NOTIF-00493,,,,इलेक्ट्रोगैल्वनाइज्ड हॉट रोल्ड और कोल्ड रिड्यूस्ड कार्बन स्टील शीट्स और स्ट्रिप्स,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:220;F034:-:1119,MERGED,0,,,,1,5.56
NOTIF-00494,,,,इस्पात चेकरड प्लेटें,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:98;F034:-:997,MERGED,0,,,,1,5.56
NOTIF-00495,,,,इस्पात पाइप फ्लैंज,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:560;F034:-:1459,MERGED,0,,,,1,5.56
NOTIF-00496,,,,ईथर,"33. ईथर (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 2183(ई) दिनांक 29/06/2020) ईथर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:267;F034:-:1166,MERGED,0,,,,2,11.11
NOTIF-00497,,,,उच्च एल्युमिना अपवर्तक सीमेंट,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:17;F034:-:916,MERGED,0,,,,1,5.56
NOTIF-00498,,,,उच्च कार्बन स्टील वायर रॉड — विनिर्देश,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:107;F034:-:1006,MERGED,0,,,,1,5.56
NOTIF-00499,,,,"उच्च कार्बन स्टील वायर रॉड्स के उत्पादन हेतु स्टील कास्ट बिलेट इनगट, बिलेट एवं ब्लूम — विनिर्देश",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:160;F034:-:1059,MERGED,0,,,,1,5.56
NOTIF-00500,,,,उच्च तापमान बोल्टिंग अनुप्रयोगों हेतु स्टील — विनिर्देश,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:165;F034:-:1064,MERGED,0,,,,1,5.56
NOTIF-00501,,,,उच्च दृश्यता चेतावनी वस्त्र,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:461;F034:-:1360,MERGED,0,,,,1,5.56
NOTIF-00502,,,,उच्च शक्ति संरचनात्मक नट,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:506;F034:-:1405,MERGED,0,,,,1,5.56
NOTIF-00503,,,,उच्च शक्ति संरचनात्मक बोल्ट,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:497;F034:-:1396,MERGED,0,,,,1,5.56
NOTIF-00504,,,,"उत्पाद श्रेणी A एवं B के षट्भुज सिर वाले बोल्ट, स्क्रू एवं नट – षट्भुज सिर वाले बोल्ट (आकार सीमा M 1.6 से M 64)",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:491;F034:-:1390,MERGED,0,,,,1,5.56
NOTIF-00505,,,,"उत्पाद श्रेणी A एवं B के षट्भुज सिर वाले बोल्ट, स्क्रू एवं नट – षट्भुज सिर वाले स्क्रू (आकार सीमा M 1.6 से M 64)",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:492;F034:-:1391,MERGED,0,,,,1,5.56
NOTIF-00506,,,,"उत्पाद श्रेणी C के षट्भुज सिर वाले बोल्ट, स्क्रू एवं नट – षट्भुज नट (आकार सीमा M5 से M64)",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:490;F034:-:1389,MERGED,0,,,,1,5.56
NOTIF-00507,,,,"उत्पाद श्रेणी C के षट्भुज सिर वाले बोल्ट, स्क्रू एवं नट – षट्भुज सिर वाले बोल्ट (आकार सीमा M5 से M64)","82. बोल्ट, नट और फास्टनर (गुणवत्ता नियंत्रण) आदेश, 2023 एस.ओ. 3267(ई), दिनांक 21 जुलाई 2023 बोल्ट, नट और फास्टनर (गुणवत्ता नियंत्रण) आदेश, 2024 एस.ओ. 2771(ई), दिनांक 12 जुलाई 2024",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:488;F034:-:1387,MERGED,0,,,,2,11.11
NOTIF-00508,,,,उन्नत भूकंपीय प्रतिरोध वाले भवनों हेतु संरचनात्मक स्टील,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:122;F034:-:1021,MERGED,0,,,,1,5.56
NOTIF-00509,,,,ऊर्जा-कुशल इंडक्शन मोटर – तीन फेज़ स्क्विरल केज,"15. SO 178(E), दिनांक 18 जनवरी 2017 SO 3207(E), दिनांक 29 सितंबर 2017",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:236;F034:-:1135,MERGED,0,,,,2,11.11
NOTIF-00510,,,,ऊष्मा-उपचारित मिश्रधातु एवं फ्री-कटिंग स्टील — बॉल एवं रोलर बेयरिंग स्टील,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:164;F034:-:1063,MERGED,0,,,,1,5.56
NOTIF-00511,,,,ऊष्मा के संपर्क में आने वाले औद्योगिक श्रमिकों हेतु सुरक्षात्मक परिधान,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:459;F034:-:1358,MERGED,0,,,,1,5.56
NOTIF-00512,,,,ऊष्मा प्रतिरोधी स्टील,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:177;F034:-:1076,MERGED,0,,,,1,5.56
NOTIF-00513,,,,ए-ट्विल जूट बैग,"71. जूट बैग (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 2601(ई), दिनांक 6 जून 2022)",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:426;F034:-:1325,MERGED,0,,,,2,11.11
NOTIF-00514,,,,"ए.सी. पावर सिस्टम के लिए सेल्फ-हीलिंग प्रकार के पावर कॅपेसिटर, रेटेड वोल्टेज 650V तक",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:239;F034:-:1138,MERGED,0,,,,1,5.56
NOTIF-00515,,,,ए.सी. मोटर कॅपेसिटर,"16. SO 2434(E), दिनांक 01 अगस्त 2017 कार्यान्वयन की तारीख 01/02/2018",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:238;F034:-:1137,MERGED,0,,,,2,11.11
NOTIF-00516,,,,"ए.सी. सिस्टम के लिए नॉन-सेल्फ-हीलिंग प्रकार के शंट पावर कॅपेसिटर, रेटेड वोल्टेज 1000V तक और शामिल, भाग-1 सामान्य प्रदर्शन, परीक्षण और रेटिंग, सुरक्षा आवश्यकताएँ, स्थापना और संचालन के लिए मार्गदर्शिका",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:240;F034:-:1139,MERGED,0,,,,1,5.56
NOTIF-00517,,,,"ए.सी. स्थैतिक ट्रांसफॉर्मर संचालित वाट-घंटा एवं वार-घंटा स्मार्ट मीटर, श्रेणी 0.2S, 0.5S और 1.0S",,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:479;F034:-:1378,MERGED,0,,,,1,5.56
NOTIF-00518,,,,"ए.सी. स्थैतिक प्रत्यक्ष संयोजित वाट-घंटा स्मार्ट मीटर, श्रेणी 1 और 2","79. स्मार्ट मीटर (गुणवत्ता नियंत्रण) आदेश, 2023 एस.ओ. 3154(ई), दिनांक 14 जुलाई 2023",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:478;F034:-:1377,MERGED,0,,,,2,11.11
NOTIF-00519,,,,एंटी-रायट जूते,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:400;F034:-:1299,MERGED,0,,,,1,5.56
NOTIF-00520,,,,एक्रिलोनाइट्राइल,"एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. सं. 3999(ई), दिनांक 04/11/2020) एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 विभिन्न रासायनिक उत्पादों हेतु संशोधन आदेश एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) आदेश, 2021 विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 08/10/2021 एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) आदेश, 2022 विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 05/04/2022 एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 29 सितम्बर 2022 एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1787(ई), दिनांक 18/04/2023) एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 (एस.ओ. 1464(ई), दिनांक 18 मार्च 2024) एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4651(ई), दिनांक 24 अक्टूबर 2024 एक्रिलोनाइट्राइल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त करने का आदेश एस.ओ. 4862(ई), दिनांक 24 अक्टूबर 2025",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:276;F034:-:1175,MERGED,0,,,,2,11.11
NOTIF-00521,,,,एक्रिलोनाइट्राइल ब्यूटाडीन स्टाइरीन (ABS),"एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) आदेश, 2021 (एस.ओ. 3927 (ई), दिनांक 13.09.2021) एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 07/01/2022 एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 10/03/2022) एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) तृतीय संशोधन आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितंबर 2022) एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1121 (ई), दिनांक 09/03/2023) एक्रिलोनाइट्राइल-ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 4988 (ई), दिनांक 20 नवंबर 2024 एक्रिलोनाइट्राइल ब्यूटाडीन स्टाइरीन (ABS) (गुणवत्ता नियंत्रण) आदेश, 2021 का निरस्तीकरण आदेश एस.ओ. 5137 (ई), दिनांक 12 नवंबर 2025",,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:290;F034:-:1189,MERGED,0,,,,2,11.11
NOTIF-00522,,,,एथाइल एक्रिलेट,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:272;F034:-:1171,MERGED,0,,,,1,5.56
