pm_section_id,pm_id,manual_title,manual_version,is_id,canonical_is_number,product_id,product_name,section_category,source_column,requirement_text,text_length,clause,source_file_id,source_file,source_sheet,source_row,source_url,review_flag
PMS-000295,PM-00006,,Latest indexed PM,STD-00497,IS 15392,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,REQUIREMENTS,process_requirements,"Rolling, finishing and packaging controls per IS",48,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,,
PMS-000302,PM-00006,,Latest indexed PM,STD-00497,IS 15392,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,,
PMS-000304,PM-00022,,Latest indexed PM,STD-00836,IS 17875,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,REQUIREMENTS,scope,Stainless-steel seamless pipes/tubes for general service,56,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,,
PMS-000305,PM-00022,,Latest indexed PM,STD-00836,IS 17875,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,REQUIREMENTS,raw_material_requirements,Steel chemistry/grades as specified in IS 17875,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,,
PMS-000306,PM-00022,,Latest indexed PM,STD-00836,IS 17875,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,REQUIREMENTS,process_requirements,"Tube manufacturing, heat treatment, finishing and dimensional control",69,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,,
PMS-000313,PM-00022,,Latest indexed PM,STD-00836,IS 17875,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,,
PMS-000315,PM-00023,,Latest indexed PM,STD-00837,IS 17876,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,REQUIREMENTS,scope,Stainless-steel welded pipes/tubes for general service,54,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,,
PMS-000316,PM-00023,,Latest indexed PM,STD-00837,IS 17876,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,REQUIREMENTS,raw_material_requirements,Steel chemistry/grades as specified,35,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,,
PMS-000317,PM-00023,,Latest indexed PM,STD-00837,IS 17876,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,REQUIREMENTS,process_requirements,"Forming, welding, heat treatment/finishing as applicable",56,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,,
PMS-000324,PM-00023,,Latest indexed PM,STD-00837,IS 17876,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,,
PMS-000326,PM-00024,,Latest indexed PM,STD-00947,IS 2083,PROD-00097,Flashlight,REQUIREMENTS,scope,Flashlights conforming to IS 2083:2024,38,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,,
PMS-000327,PM-00024,,Latest indexed PM,STD-00947,IS 2083,PROD-00097,Flashlight,REQUIREMENTS,raw_material_requirements,Components/materials meeting IS requirements,44,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,,
PMS-000328,PM-00024,,Latest indexed PM,STD-00947,IS 2083,PROD-00097,Flashlight,REQUIREMENTS,process_requirements,"Assembly, electrical/mechanical construction and workmanship",60,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,,
PMS-000335,PM-00024,,Latest indexed PM,STD-00947,IS 2083,PROD-00097,Flashlight,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,,
PMS-000337,PM-00030,,Latest indexed PM,STD-01090,IS 302 (Part 1),PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,REQUIREMENTS,scope,Household/commercial/similar electrical appliances within QCO scope,67,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,,
PMS-000338,PM-00030,,Latest indexed PM,STD-01090,IS 302 (Part 1),PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,REQUIREMENTS,raw_material_requirements,Electrical components/materials per IS 302 Part 1 and applicable particular standard,84,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,,
PMS-000339,PM-00030,,Latest indexed PM,STD-01090,IS 302 (Part 1),PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,REQUIREMENTS,process_requirements,"Electrical construction, insulation, enclosure, protection and workmanship",74,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,,
PMS-000346,PM-00030,,Latest indexed PM,STD-01090,IS 302 (Part 1),PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,,
PMS-000348,PM-00008,,Latest indexed PM,STD-00558,IS 15844 (Part 1),PROD-00258,Sports Footwear — General Purpose,REQUIREMENTS,scope,Sports footwear — general purpose,33,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,34,,
PMS-000349,PM-00008,,Latest indexed PM,STD-00558,IS 15844 (Part 1),PROD-00258,Sports Footwear — General Purpose,REQUIREMENTS,raw_material_requirements,"Upper, sole, lining and components as specified in IS",53,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,34,,
PMS-000350,PM-00008,,Latest indexed PM,STD-00558,IS 15844 (Part 1),PROD-00258,Sports Footwear — General Purpose,REQUIREMENTS,process_requirements,"Cutting, stitching, lasting, sole attachment, finishing and workmanship",71,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,34,,
PMS-000357,PM-00008,,Latest indexed PM,STD-00558,IS 15844 (Part 1),PROD-00258,Sports Footwear — General Purpose,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,34,,
PMS-000359,PM-00009,,Latest indexed PM,STD-00559,IS 15844 (Part 2),PROD-00259,Sports Footwear — Performance Sports Footwear,REQUIREMENTS,scope,Performance sports footwear,27,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,35,,
PMS-000360,PM-00009,,Latest indexed PM,STD-00559,IS 15844 (Part 2),PROD-00259,Sports Footwear — Performance Sports Footwear,REQUIREMENTS,raw_material_requirements,Materials/components as per IS,30,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,35,,
PMS-000361,PM-00009,,Latest indexed PM,STD-00559,IS 15844 (Part 2),PROD-00259,Sports Footwear — Performance Sports Footwear,REQUIREMENTS,process_requirements,Shoe construction/attachment/finishing controls,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,35,,
PMS-000368,PM-00009,,Latest indexed PM,STD-00559,IS 15844 (Part 2),PROD-00259,Sports Footwear — Performance Sports Footwear,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,35,,
PMS-000370,PM-00010,,Latest indexed PM,STD-00560,IS 15844 (Part 3),PROD-00260,Sports Footwear — Professional Sports Footwear,REQUIREMENTS,scope,Professional sports footwear,28,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,36,,
PMS-000371,PM-00010,,Latest indexed PM,STD-00560,IS 15844 (Part 3),PROD-00260,Sports Footwear — Professional Sports Footwear,REQUIREMENTS,raw_material_requirements,Materials/components as per standard,36,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,36,,
PMS-000372,PM-00010,,Latest indexed PM,STD-00560,IS 15844 (Part 3),PROD-00260,Sports Footwear — Professional Sports Footwear,REQUIREMENTS,process_requirements,Construction/lasting/sole attachment/finishing controls,55,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,36,,
PMS-000379,PM-00010,,Latest indexed PM,STD-00560,IS 15844 (Part 3),PROD-00260,Sports Footwear — Professional Sports Footwear,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,36,,
PMS-000381,PM-00012,,Latest indexed PM,STD-00718,IS 17012,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,REQUIREMENTS,scope,High ankle tactical boots with PU-rubber sole,45,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,37,,
PMS-000382,PM-00012,,Latest indexed PM,STD-00718,IS 17012,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,REQUIREMENTS,raw_material_requirements,"Leather/textile/synthetic upper, sole and components per IS",59,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,37,,
PMS-000383,PM-00012,,Latest indexed PM,STD-00718,IS 17012,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,REQUIREMENTS,process_requirements,"Cutting, stitching, moulding/sole attachment and finishing",58,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,37,,
PMS-000390,PM-00012,,Latest indexed PM,STD-00718,IS 17012,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,37,,
PMS-000392,PM-00013,,Latest indexed PM,STD-00722,IS 17037,PROD-00047,Anti Riot Shoes,REQUIREMENTS,scope,Anti-riot shoes,15,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,38,,
PMS-000393,PM-00013,,Latest indexed PM,STD-00722,IS 17037,PROD-00047,Anti Riot Shoes,REQUIREMENTS,raw_material_requirements,Materials/components as per IS,30,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,38,,
PMS-000394,PM-00013,,Latest indexed PM,STD-00722,IS 17037,PROD-00047,Anti Riot Shoes,REQUIREMENTS,process_requirements,"Construction, sole attachment, stitching and finishing",54,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,38,,
PMS-000401,PM-00013,,Latest indexed PM,STD-00722,IS 17037,PROD-00047,Anti Riot Shoes,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,38,,
PMS-000403,PM-00014,,4,STD-00725,IS 17043 (Part 1),PROD-00236,Shoes for Services,REQUIREMENTS,scope,Shoes for services,18,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,39,,
PMS-000404,PM-00014,,4,STD-00725,IS 17043 (Part 1),PROD-00236,Shoes for Services,REQUIREMENTS,raw_material_requirements,Declaration for raw material of components to be submitted by manufacturer,74,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,39,,
PMS-000405,PM-00014,,4,STD-00725,IS 17043 (Part 1),PROD-00236,Shoes for Services,REQUIREMENTS,process_requirements,Footwear manufacturing/construction/finishing controls,54,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,39,,
PMS-000412,PM-00014,,4,STD-00725,IS 17043 (Part 1),PROD-00236,Shoes for Services,REQUIREMENTS,licensing_requirements,BIS licence under Scheme-I,26,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,39,,
PMS-000414,PM-00015,,Latest indexed PM,STD-00726,IS 17043 (Part 2),PROD-00235,Shoes for General Purpose,REQUIREMENTS,scope,General-purpose shoes,21,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,40,,
PMS-000415,PM-00015,,Latest indexed PM,STD-00726,IS 17043 (Part 2),PROD-00235,Shoes for General Purpose,REQUIREMENTS,raw_material_requirements,Raw materials/components per IS,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,40,,
PMS-000416,PM-00015,,Latest indexed PM,STD-00726,IS 17043 (Part 2),PROD-00235,Shoes for General Purpose,REQUIREMENTS,process_requirements,"Footwear construction, attachment and finishing",47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,40,,
PMS-000423,PM-00015,,Latest indexed PM,STD-00726,IS 17043 (Part 2),PROD-00235,Shoes for General Purpose,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,40,,
PMS-000425,PM-00005,,Older/current lifecycle needs verification,STD-00481,IS 15298 (Part 2),PROD-00188,Safety Footwear,REQUIREMENTS,scope,Personal protective equipment — safety footwear,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,41,,
PMS-000426,PM-00005,,Older/current lifecycle needs verification,STD-00481,IS 15298 (Part 2),PROD-00188,Safety Footwear,REQUIREMENTS,raw_material_requirements,Materials/components as per applicable IS,41,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,41,,
PMS-000427,PM-00005,,Older/current lifecycle needs verification,STD-00481,IS 15298 (Part 2),PROD-00188,Safety Footwear,REQUIREMENTS,process_requirements,"Footwear manufacturing, construction, sole/upper attachment and finishing",73,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,41,,
PMS-000434,PM-00005,,Older/current lifecycle needs verification,STD-00481,IS 15298 (Part 2),PROD-00188,Safety Footwear,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,41,,
