is_id,canonical_is_number,display_is_number,raw_is_number_variants,standard_number,standard_year,part_number,section_number,amendment_reference,iec_reference,part_source,is_iec_flag,title,title_vernacular,standard_scope,part_section_label,revision,version,publication_date,publication_date_precision,revision_date,reaffirmation_review_date,standard_status,standard_status_original,superseded_standard,superseding_standard,technical_committee,subcommittee,product_category,degree_of_equivalence,mandatory_voluntary,certification_type,official_url,document_url,source_url,source_reference_label,parse_status,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
STD-00320,IS 1374,IS 1374,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:93,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00321,IS 13757,IS 13757,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:5;F035:-:234;F035:-:245;F035:-:339,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00322,IS 13774,IS 13774:2021,IS 13774 : 2021,,2021,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:693;F034:-:1592;F035:-:131;F040:-:2039;F043:-:74;F045:-:2039,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00323,IS 13779,IS 13779,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:22;F034:-:921;F035:-:28;F035:-:95;F035:-:102;F035:-:133;F035:-:189;F035:-:196;F035:-:197;F035:-:288;F035:-:370,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00324,IS 13785,IS 13785,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00325,IS 13787,IS 13787,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00326,IS 138,IS 138,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:104,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00327,IS 13801,IS 13801,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:5;F035:-:30;F035:-:202;F035:-:238;F035:-:252;F035:-:293;F035:-:339;F035:-:349;F035:-:396,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00328,IS 1381,IS 1381,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:685;F034:-:1584;F035:-:353;F035:-:357;F035:-:380;F035:-:416,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00329,IS 13871,IS 13871,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:334,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00330,IS 13893,IS 13893: 1994,IS 13893 : 1994,,1994,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:385;F034:-:1284;F035:-:3;F035:-:20;F035:-:62;F035:-:194;F035:-:200;F035:-:203;F035:-:205;F035:-:213;F035:-:302;F035:-:308;F035:-:309;F035:-:410;F040:-:2053;F043:-:75;F045:-:2053,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00331,IS 1390,IS 1390,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:404,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00332,IS 1391,IS 1391,IS 1391 : Part 2 : 2018,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:309;F034:-:310;F034:-:1208;F034:-:1209;F035:-:143;F035:-:241;F035:-:333;F035:-:352;F035:-:420;F040:-:641;F040:-:642;F043:-:77;F045:-:641;F045:-:642,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-00333,IS 1391 (Part 2),IS 1391 (Part 2) : 2023,IS 1391 (Part 2) : 2023,,2023,2,,,,explicit,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,3,F040;F043;F045,data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F040:-:643;F040:-:644;F040:-:645;F040:-:646;F040:-:647;F040:-:648;F040:-:649;F040:-:650;F043:-:76;F045:-:643;F045:-:644;F045:-:645;F045:-:646;F045:-:647;F045:-:648;F045:-:649;F045:-:650,CANONICAL,0,,,Record exists because another record referenced it.,8,22.22
STD-00334,IS 13921,IS 13921,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:100,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00335,IS 13922,IS 13922,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:100,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00336,IS 13947,IS 13947,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00337,IS 1395,IS 1395,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:151,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00338,IS 13958,IS 13958,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:209,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00339,IS 13983,IS 13983 : 1994,IS 13983 : 1994,,1994,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:510;F034:-:1409;F035:-:18;F035:-:149;F035:-:202;F035:-:210;F035:-:224;F035:-:343;F035:-:387;F035:-:391;F040:-:2054;F040:-:2055;F043:-:78;F045:-:2054;F045:-:2055,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00340,IS 13995,IS 13995: 1995,,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F034;F035,bis_gazette_notification.csv;bis_laboratories.csv,,F034:-:386;F034:-:1285;F035:-:3;F035:-:20;F035:-:62;F035:-:149;F035:-:175;F035:-:200;F035:-:205;F035:-:308;F035:-:309,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00341,IS 13997,IS 13997:2014,,,2014,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:623;F034:-:1522;F035:-:18;F035:-:130,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00342,IS 14,is 14,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:97,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00343,IS 14106,IS 14106,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00344,IS 14144,IS 14144,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:110,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00345,IS 14151,IS 14151,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:86;F035:-:112;F035:-:132;F035:-:156;F035:-:170,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00346,IS 14155,IS 14155,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:389,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00347,IS 14158,IS 14158,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:2,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00348,IS 14166,IS 14166,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00349,IS 1417,IS 1417:2016,,,2016,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:50;F006:BIS_FAQs_Master:51;F006:BIS_FAQs_Master:52;F006:BIS_FAQs_Master:55;F006:BIS_FAQs_Master:56;F006:BIS_FAQs_Master:57;F006:BIS_FAQs_Master:58;F006:BIS_FAQs_Master:60;F006:BIS_FAQs_Master:62;F006:BIS_FAQs_Master:63;F006:BIS_FAQs_Master:64;F006:BIS_FAQs_Master:65;F006:BIS_FAQs_Master:66;F006:BIS_FAQs_Master:68;F006:BIS_FAQs_Master:69;F006:BIS_FAQs_Master:70;F006:BIS_FAQs_Master:71;F006:BIS_FAQs_Master:78;F006:BIS_FAQs_Master:80;F006:BIS_FAQs_Master:90;F006:BIS_FAQs_Master:91;F006:BIS_FAQs_Master:92;F006:BIS_FAQs_Master:93;F006:BIS_FAQs_Master:94;F006:BIS_FAQs_Master:98,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00350,IS 1418,IS 1418,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:51;F006:BIS_FAQs_Master:76;F006:BIS_FAQs_Master:83,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00351,IS 14181,IS 14181,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:302,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00352,IS 14182,IS 14182,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:170;F035:-:209;F035:-:415,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00353,IS 14183,IS 14183,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:2,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00354,IS 14184,IS 14184,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00355,IS 14186,IS 14186,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00356,IS 14203,IS 14203,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:180;F035:-:198;F035:-:321;F035:-:399,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00357,IS 1422,IS 1422,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:329,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00358,IS 14220,IS 14220,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:47;F035:-:64;F035:-:97;F035:-:133;F035:-:147;F035:-:201;F035:-:263;F035:-:276;F035:-:341;F035:-:393;F035:-:413;F035:-:414,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00359,IS 1424,IS 1424,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:175,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00360,IS 14246,IS 14246 : 2024,IS 14246 : 2013 | IS 14246 : 2024,,2013,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:108;F034:-:1007;F035:-:5;F035:-:192;F035:-:336;F040:-:2048;F040:-:2049;F040:-:2056;F040:-:2057;F040:-:2058;F040:-:2059;F040:-:2060;F040:-:2061;F040:-:2062;F040:-:2063;F040:-:2064;F040:-:2065;F040:-:2066;F040:-:2067;F040:-:2068;F040:-:2069;F040:-:2071;F040:-:2072;F040:-:2073;F040:-:2074;F040:-:2075;F040:-:2076;F040:-:2077;F040:-:2078;F040:-:2079;F040:-:2080;F040:-:2081;F043:-:79;F043:-:80;F045:-:2048;F045:-:2049;F045:-:2056;F045:-:2057;F045:-:2058;F045:-:2059;F045:-:2060;F045:-:2061;F045:-:2062;F045:-:2063;F045:-:2064;F045:-:2065;F045:-:2066;F045:-:2067;F045:-:2068;F045:-:2069;F045:-:2071;F045:-:2072;F045:-:2073;F045:-:2074;F045:-:2075;F045:-:2076;F045:-:2077;F045:-:2078;F045:-:2079;F045:-:2080;F045:-:2081,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00361,IS 14252,IS 14252,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:80;F035:-:86;F035:-:156;F035:-:170;F035:-:173;F035:-:209;F035:-:235;F035:-:244;F035:-:265;F035:-:271,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00362,IS 14255,IS 14255 : 1995,IS 14255 : 1995,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:329;F034:-:1228;F035:-:12;F035:-:56;F035:-:94;F035:-:122;F035:-:149;F035:-:155;F035:-:158;F035:-:204;F035:-:225;F035:-:226;F035:-:255;F035:-:259;F035:-:262;F035:-:329;F035:-:343;F035:-:363;F035:-:371;F035:-:375;F035:-:392;F040:-:2082;F043:-:81;F045:-:2082,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00363,IS 14261,IS 14261: 1995,IS 14261 : 1995,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:743;F034:-:1642;F035:-:184;F040:-:2070;F040:-:2083;F043:-:82;F045:-:2070;F045:-:2083,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00364,IS 14268,IS 14268 : 2017,IS 14268 : 2017,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:81;F034:-:980;F035:-:262;F035:-:348;F040:-:2084;F040:-:2085;F040:-:2086;F043:-:83;F045:-:2084;F045:-:2085;F045:-:2086,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00365,IS 14276,IS 14276,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:158;F035:-:364,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00366,IS 14286,IS 14286,IS 14286,,,,,,,,NO,Crystalline Silicon Terrestrial Photovoltaic (PV) modules – Design Qualification And Type Approval,,,,,,,,,,,,,,,,,,MANDATORY,SCHEME_II_REGISTRATION,,,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,PARSED,3,F001;F033;F035,05_scheme_ii.csv;bis_circulars (1).csv;bis_laboratories.csv,,F001:-:67;F033:-:18;F033:-:29;F033:-:30;F033:-:32;F033:-:37;F033:-:59;F033:-:71;F033:-:85;F035:-:26;F035:-:42;F035:-:67;F035:-:139;F035:-:159;F035:-:189;F035:-:218;F035:-:292;F035:-:315;F035:-:368,CANONICAL,0,,,,9,25.00
STD-00367,IS 14286 (Part 1),IS 14286 (Part 1),,,,1,,,,explicit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:18;F033:-:29;F033:-:30;F033:-:32;F033:-:37,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-00368,IS 14286 (Part 2),IS 14286 (Part 2),,,,2,,,,explicit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:29,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-00369,IS 14300,IS 14300,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00370,IS 14309,IS 14309,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:2;F035:-:52;F035:-:61;F035:-:207,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00371,IS 14314,IS 14314,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:334,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00372,IS 14329,IS 14329,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:18,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00373,IS 14331,IS 14331:1995,,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F034;F035,bis_gazette_notification.csv;bis_laboratories.csv,,F034:-:165;F034:-:1064;F035:-:339,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00374,IS 14333,IS 14333,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:2;F035:-:5;F035:-:74;F035:-:80;F035:-:83;F035:-:84;F035:-:86;F035:-:119;F035:-:123;F035:-:126;F035:-:146;F035:-:156;F035:-:170;F035:-:187;F035:-:209;F035:-:214;F035:-:262;F035:-:265;F035:-:271;F035:-:387,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00375,IS 14394,IS 14394,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00376,IS 14399,IS 14399,IS 14399 : Parts 1 and 2 : 1996,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,4,F033;F040;F043;F045,bis_circulars (1).csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F040:-:2087;F043:-:84;F045:-:2087,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-00377,IS 14402,IS 14402,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00378,IS 14407,IS 14407 : 2023,IS 14407 : 2023,,2023,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,4,F034;F040;F043;F045,bis_gazette_notification.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:512;F034:-:1411;F040:-:2971;F040:-:2972;F040:-:2973;F040:-:2974;F040:-:2975;F040:-:2976;F040:-:2980;F040:-:2981;F043:-:85;F045:-:2971;F045:-:2972;F045:-:2973;F045:-:2974;F045:-:2975;F045:-:2976;F045:-:2980;F045:-:2981,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00379,IS 14411,IS 14411,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00380,IS 14429,IS 14429,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00381,IS 14433,IS 14433 : 2022,IS 14433 : 2022,,2022,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F033;F035;F040;F043;F045,bis_circulars (1).csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F035:-:59;F035:-:61;F035:-:66;F035:-:73;F035:-:100;F035:-:108;F035:-:117;F035:-:121;F035:-:127;F035:-:145;F035:-:167;F035:-:183;F035:-:195;F035:-:207;F035:-:233;F040:-:2088;F040:-:2089;F043:-:86;F045:-:2088;F045:-:2089,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00382,IS 14434,IS 14434:1998,IS 14434 : 2023,,1998,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:293;F034:-:1192;F035:-:235;F040:-:2090;F040:-:2091;F040:-:2092;F040:-:2093;F040:-:2095;F040:-:2096;F040:-:2097;F040:-:2098;F040:-:2099;F040:-:2100;F040:-:2101;F040:-:2104;F040:-:2105;F040:-:2106;F040:-:2107;F040:-:2108;F040:-:2109;F040:-:2110;F040:-:2111;F040:-:2112;F043:-:87;F045:-:2090;F045:-:2091;F045:-:2092;F045:-:2093;F045:-:2095;F045:-:2096;F045:-:2097;F045:-:2098;F045:-:2099;F045:-:2100;F045:-:2101;F045:-:2104;F045:-:2105;F045:-:2106;F045:-:2107;F045:-:2108;F045:-:2109;F045:-:2110;F045:-:2111;F045:-:2112,CONFLICT_PRESERVED,2,display_is_number;standard_year,,Record exists because another record referenced it.,6,16.67
STD-00383,IS 14439,IS 14439,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:196,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00384,IS 14443,IS 14443,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00385,IS 14483,IS 14483,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:415,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00386,IS 14490,IS 14490 : 2024,IS 14490 : 1997 | IS 14490 : 2024,,1997,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F033;F035;F040;F043;F045,bis_circulars (1).csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F035:-:62;F035:-:122;F035:-:173;F035:-:229;F040:-:2094;F040:-:2102;F040:-:2103;F040:-:2113;F040:-:2114;F040:-:2115;F043:-:88;F043:-:89;F045:-:2094;F045:-:2102;F045:-:2103;F045:-:2113;F045:-:2114;F045:-:2115,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00387,IS 14491,IS 14491,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:17,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00388,IS 14493,IS 14493,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:230,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00389,IS 14494,IS 14494 : 2019,,,2019,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:333;F034:-:1232;F035:-:56;F035:-:90;F035:-:131;F035:-:255;F035:-:259,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00390,IS 14500,IS 14500,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:187,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00391,IS 14506,IS 14506,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00392,IS 14510,IS 14510,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:2,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
