product_id,product_name,alternate_names,product_category,product_subcategory,product_description,keywords,product_group,certification_scheme_to_store,source_product_ids,source_url,source_reference_label,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
PROD-00086,Electrical Emergency Stop Devices,,,,,,,,,,,1,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,F030:BIS_Standards_Intelligence:46,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00087,Electrical Emergency Stop Devices with Mechanical Latching Function,,,,,,,,,,,1,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,F032:BIS_Testing_Parameters:46,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00088,Electromechanical Control Circuit Devices,,,,,,,,,,,1,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,F030:BIS_Standards_Intelligence:45,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00089,Electromechanical Control Circuit Devices and Switching Elements,,,,,,,,,,,1,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,F032:BIS_Testing_Parameters:45,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00090,Electronic Clocks with Mains Powers,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:14,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00091,Electronic Games (Video),,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:2,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00092,Electronic Musical System with input power below 200 Watts,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:54,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00093,Electronic Musical Systems with input power 200W and above,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:13,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,,Footwear/Synthetic Footwear,Moulded Casual Footwear,"Covers material density, hardness, tear strength, shrinkage, and hazardous substance testing for single-moulded or assembled EVA casual footwear.",,,,IS 17012:2018,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:37;F013:Products_Details:37,MERGED,0,,,,6,54.55
PROD-00095,"Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.)",,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:66,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00096,Fixed General Purpose LED Luminaries,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:23,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00097,Flashlight,,,,,,,,,,,4,F010;F014;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_QCO-schema_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Product_Manuals;BIS_QCO-schema_2;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:32;F014:BIS_QCO-schema_2:32;F030:BIS_Standards_Intelligence:32;F032:BIS_Testing_Parameters:32,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00098,Flashlight: Specification,,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:32;F021:BIS_FMCS_Scheme_IV:32,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00099,Flashlights/Portable Lighting Devices,,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:32;F025:BIS_Schemes_Master_Scheme_2:32,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00100,Flashlights/Portable Torches,,,,,,,,,,,2,F015;F019,BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Summary.xlsx,QCO_Master_Records;QCO_Summary,F015:QCO_Master_Records:12;F019:QCO_Summary:27,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00101,Flashlights - Specification,,Electrotechnical/Lighting Equipment,Portable Luminaires,"Covers design, ingress protection, luminous efficacy, battery compartment durability, switch endurance, and safety requirements for portable electric flashlights and torches.",,,,IS 2083:2024,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:32;F013:Products_Details:32,MERGED,0,,,,6,54.55
PROD-00102,Flat Transparent Sheet Glass,,Civil Engineering & Glass,Glass & Glazing,"Sets quality requirements, optical clarity, thickness tolerances, and imperfections for sheet glass.",,,,PROD_IS2835_SHEETG,,Products under Compulsory Certification,11,F010;F011;F014;F015;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:24;F010:BIS_Product_Manuals:24;F014:BIS_QCO-schema_2:24;F015:QCO_Master_Records:7;F018:BIS_QCO_Master_Scheme_1:24;F019:QCO_Summary:19;F021:BIS_FMCS_Scheme_IV:24;F024:BIS_Schemes_Master:24;F025:BIS_Schemes_Master_Scheme_2:24;F030:BIS_Standards_Intelligence:24;F032:BIS_Testing_Parameters:24,CANONICAL,0,,,,6,54.55
PROD-00103,Flat Transparent Sheet Glass - Specification,,Civil Engineering/Building Glass,Glazing Materials,"Covers dimensions, thickness tolerances, optical distortion, inclusions, and physical performance of flat transparent sheet glass used in general glazing and framing.",,,,IS 2835:1987,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:24;F013:Products_Details:24,MERGED,0,,,,6,54.55
PROD-00104,Footwear for Services - General-Purpose Utility,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:35,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00105,Footwear for Services - Uniform and Formal,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:34,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00106,General Purpose Chairs and Stools,,Furniture,Seating Furniture,Specifies safety and strength specifications for general purpose non-office chairs and stools.,,,,PROD_IS17632_CHAIRS,,Product Specific Information,7,F010;F011;F014;F018;F021;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details,F011:Products_Details:3;F010:BIS_Product_Manuals:3;F014:BIS_QCO-schema_2:3;F018:BIS_QCO_Master_Scheme_1:3;F021:BIS_FMCS_Scheme_IV:3;F030:BIS_Standards_Intelligence:3;F032:BIS_Testing_Parameters:3,CANONICAL,0,,,,6,54.55
PROD-00107,General Purpose Chairs and Stools - Specification,,Civil Engineering Department (CED),CED 35 (Furniture Sectional Committee),"Specifies performance, safety, strength, stability, and durability requirements for completely manufactured and ready-to-assemble general purpose chairs and stools used in residential, commercial, educational, and public seating areas.",,,,IS 17632:2022,,Indian Standards - BIS Connect,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:3;F013:Products_Details:3,MERGED,0,,,,6,54.55
PROD-00108,General Safety Requirements for Household and Similar Electrical Appliances,,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:33;F025:BIS_Schemes_Master_Scheme_2:33,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,,,,,,,,,,,8,F010;F014;F018;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:37;F014:BIS_QCO-schema_2:37;F018:BIS_QCO_Master_Scheme_1:37;F021:BIS_FMCS_Scheme_IV:37;F024:BIS_Schemes_Master:37;F025:BIS_Schemes_Master_Scheme_2:37;F030:BIS_Standards_Intelligence:37;F032:BIS_Testing_Parameters:37,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00110,Household and Similar Electrical Appliances — General Requirements,,,,,,,,,,,2,F030;F032,BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Standards_Intelligence;BIS_Testing_Parameters,F030:BIS_Standards_Intelligence:33;F032:BIS_Testing_Parameters:33,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00111,Hydrophobic Portland Cement,,Civil Engineering,Cement & Concrete,Specifies hydrophobic cement formulated with water-repellent film forming additions to avoid deterioration.,,,,PROD_IS8043_HYDRO,,Products under Compulsory Certification,11,F010;F011;F014;F017;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:17;F010:BIS_Product_Manuals:17;F014:BIS_QCO-schema_2:17;F017:QCO_Master_Records:12;F018:BIS_QCO_Master_Scheme_1:17;F019:QCO_Summary:12;F021:BIS_FMCS_Scheme_IV:17;F024:BIS_Schemes_Master:17;F025:BIS_Schemes_Master_Scheme_2:17;F030:BIS_Standards_Intelligence:17;F032:BIS_Testing_Parameters:17,CANONICAL,0,,,,6,54.55
PROD-00112,Hydrophobic Portland Cement - Specification,,Civil Engineering/Construction Materials,Special Portland Cements,Covers Portland cement treated with film-forming hydrophobic admixtures to prevent moisture deterioration during prolonged storage and transport in humid conditions.,,,,IS 8043:1991,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:17;F013:Products_Details:17,MERGED,0,,,,6,54.55
PROD-00113,Induction Stove,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:49,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00114,Keyboard,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:48,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00115,Laptop/Notebook/Tablets,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:3,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00116,LED Flood Lights,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:35,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00117,LED Hand lamps,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:36,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00118,LED Lighting Chains,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:37,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00119,LED Luminaires for Emergency Lighting,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:38,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00120,LED Luminaires for Road and Street lighting,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:34,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00121,Lighting Chain (Rope Lights),,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:47,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00122,Lithium Base Grease,,Petroleum Products,Lubricants & Greases,"Prescribes penetration, drop point, oxidation stability, and load-carrying limits for lithium automotive grease.",,,,PROD_IS2083_GREASE,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:32,CANONICAL,0,,,,6,54.55
PROD-00123,Low Heat Portland Cement,,Civil Engineering/Construction Materials,Cement & Concrete,"Standard specifying chemical and physical requirements for Low Heat Portland Cement, designed to limit the heat of hydration in mass concrete structures such as dams and thick foundations.",,,,PROD_IS12600_LHPC | IS 12600:1989,,Products under Compulsory Certification | BIS Connect - IS Details,13,F010;F011;F012;F013;F014;F017;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:10;F012:Products_Details:10;F013:Products_Details:10;F010:BIS_Product_Manuals:10;F014:BIS_QCO-schema_2:10;F017:QCO_Master_Records:5;F018:BIS_QCO_Master_Scheme_1:10;F019:QCO_Summary:5;F021:BIS_FMCS_Scheme_IV:10;F024:BIS_Schemes_Master:10;F025:BIS_Schemes_Master_Scheme_2:10;F030:BIS_Standards_Intelligence:10;F032:BIS_Testing_Parameters:10,CONFLICT_PRESERVED,2,product_description;product_subcategory,,,6,54.55
PROD-00124,Low-Voltage Switchgear and Controlgear Part 5 Control Circuit Devices and Switching,,,,,,,,,,,1,F003,07_scheme_x.csv,,F003:-:27;F003:-:28;F003:-:29;F003:-:30,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00125,Low-Voltage Switchgear and Controlgear — Circuit Breakers,,,,,,,,,,,1,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,F032:BIS_Testing_Parameters:42,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00126,Mail Processing Machines/Postage Machines/Franking Machines,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:29,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00127,Microwave Ovens,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:6,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00128,Mobile Phones,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:24;F001:-:32,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00129,Non-Electric & Electric Toys,,,,,,,,,,,1,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,F016:QCO_Master_Details:3,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00130,Optical Disc Players with built in amplifiers of input power 200W and above,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:5,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00131,Ordinary Portland Cement,,Civil Engineering,Cement & Concrete,"Lays down manufacture and chemical/physical requirements for 33, 43, and 53 grade Ordinary Portland Cement.",,,,PROD_IS269_OPC,,Products under Compulsory Certification,9,F010;F011;F014;F017;F018;F019;F021;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:13;F010:BIS_Product_Manuals:13;F014:BIS_QCO-schema_2:13;F017:QCO_Master_Records:8;F018:BIS_QCO_Master_Scheme_1:13;F019:QCO_Summary:8;F021:BIS_FMCS_Scheme_IV:13;F030:BIS_Standards_Intelligence:13;F032:BIS_Testing_Parameters:13,CANONICAL,0,,,,6,54.55
PROD-00132,"Ordinary Portland Cement (33, 43, 53 grades)",,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:13;F025:BIS_Schemes_Master_Scheme_2:13,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00133,Ordinary Portland Cement - Specification,,Civil Engineering/Construction Materials,Standard Portland Cements,"Unified standard covering the physical and chemical requirements, sampling, and testing of 33, 43, and 53 grade Ordinary Portland Cement for general construction.",,,,IS 269:2015,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:13;F013:Products_Details:13,MERGED,0,,,,6,54.55
PROD-00134,Ortho Phosphoric Acid,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:76,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00135,Passport Reader,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:30,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00136,Performance,,,,,,,,,,,1,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,F015:QCO_Master_Records:14,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00137,Personal Protective Equipment: Safety Footwear,,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:41;F019:QCO_Summary:36;F021:BIS_FMCS_Scheme_IV:41,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00138,Personal Protective Equipment - Safety Footwear (Part 2),,Leather & Footwear,Occupational Protective Equipment,"Defines impact resistance (200J toecap), puncture resistance, anti-static, and oil-resistant properties for safety footwear.",,,,PROD_IS15298_P2_OCCUP,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:41,CANONICAL,0,,,,6,54.55
PROD-00139,Personal Protective Equipment - Safety Footwear - Specification,,Personal Protective Equipment (PPE)/Industrial Safety,Occupational & Protective Footwear,"Specifies design, 200J toecap impact resistance, 15 kN compression protection, slip resistance, fuel oil resistance, and anti-puncture requirements for industrial safety footwear.",,,,IS 15298 (Part 2):2016 / ISO 20345,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:41;F013:Products_Details:41,MERGED,0,,,,6,54.55
PROD-00140,Personal Protective Equipment – Safety Footwear,,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:41;F025:BIS_Schemes_Master_Scheme_2:41,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00141,Personal Protective Equipment — Safety Footwear,,,,,,,,,,,3,F014;F030;F032,BIS_QCO-schema_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_QCO-schema_2;BIS_Standards_Intelligence;BIS_Testing_Parameters,F014:BIS_QCO-schema_2:41;F030:BIS_Standards_Intelligence:41;F032:BIS_Testing_Parameters:41,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00142,Plasma/LCD/LED Television of screen size up-to 32”,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:40,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00143,Plasma/LCD/LED Televisions of screen size 32″ & above,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:4,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00144,Point of Sale Terminals,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:26,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00145,Polyphosphoric Acid,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:77,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,,Footwear/Synthetic Footwear,Moulded Polymer Footwear,"Specifies material compounding, tensile performance, flexing resistance, and environmental safety parameters for direct-injection or fabricated PVC sandals and shoes.",,,,IS 17037:2018,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:38;F013:Products_Details:38,MERGED,0,,,,6,54.55
PROD-00147,Portland Pozzolana Cement (Calcined clay based),,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:12;F019:QCO_Summary:7;F021:BIS_FMCS_Scheme_IV:12,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00148,Portland Pozzolana Cement (Fly-ash based),,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:11;F019:QCO_Summary:6;F021:BIS_FMCS_Scheme_IV:11,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00149,Portland Pozzolana Cement - Part 1 Fly-ash based,,,,,,,,,,,3,F017;F024;F025,BIS_QCO_Master_Records_v3.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;QCO_Master_Records,F017:QCO_Master_Records:6;F024:BIS_Schemes_Master:11;F025:BIS_Schemes_Master_Scheme_2:11,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00150,Portland Pozzolana Cement (Part 1 - Flyash Based),,Civil Engineering,Cement & Concrete,"Covers manufacturing, chemical and physical properties of blended cement containing pulverized fly ash.",,,,PROD_IS1489_P1_PPC,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:11,CANONICAL,0,,,,6,54.55
PROD-00151,Portland Pozzolana Cement (Part 2 - Calcined Clay Based),,Civil Engineering,Cement & Concrete,Prescribes standards for Portland Pozzolana cement incorporating calcined clay pozzolana materials.,,,,PROD_IS1489_P2_PPC,,Products under Compulsory Certification,4,F011;F017;F024;F025,BIS_Products_Details.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;Products_Details;QCO_Master_Records,F011:Products_Details:12;F017:QCO_Master_Records:7;F024:BIS_Schemes_Master:12;F025:BIS_Schemes_Master_Scheme_2:12,CANONICAL,0,,,,6,54.55
PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,,Civil Engineering/Construction Materials,Blended Hydraulic Cements,"Specifies the manufacturing, chemical, and physical performance requirements for Portland Pozzolana Cement manufactured using pulverized fuel ash (fly ash).",,,,IS 1489 (Part 1):2015,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:11;F013:Products_Details:11,MERGED,0,,,,6,54.55
PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,,Civil Engineering/Construction Materials,Blended Hydraulic Cements,Standard specifying requirements for Portland Pozzolana Cement produced by blending or intergrinding calcined clay pozzolana with Portland cement clinker and gypsum.,,,,IS 1489 (Part 2):2015,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:12;F013:Products_Details:12,MERGED,0,,,,6,54.55
PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,,,,,,,,,,,3,F010;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Product_Manuals;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:12;F030:BIS_Standards_Intelligence:12;F032:BIS_Testing_Parameters:12,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00155,Portland Pozzolana Cement — Fly Ash Based,,,,,,,,,,,3,F010;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Product_Manuals;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:11;F030:BIS_Standards_Intelligence:11;F032:BIS_Testing_Parameters:11,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
