hm_id,centre_name,centre_code,hallmarking_entity_type,address,city,district,state,pin,recognition_status,recognition_status_original,recognition_status_raw,validity,validity_date,suspended_cancelled_date,region,centre_type,hallmarking_scope,services,source_url,source_reference_label,source_centre_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
HM-00375,ACE HALLMARKING SERVICES PVT LTD,ERO/RAHC/R-700015,,"P-24A , NANIGOPAL ROYCHOWDHURY AVENUE, KOLKATA, KOLKATA, WEST BENGAL ,700014",KOLKATA,KOLKATA,WEST BENGAL,700014,ACTIVE,ACTIVE,Operative,21/04/2027,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700015,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:308,CANONICAL,0,,,,14,66.67
HM-00376,IMPERIAL HALLMARKING LLP,ERO/RAHC/R-700016,,"1ST FLOOR,99A, SIDDHA PARKKOLKATA, , BEEROLE, WEST BENGAL ,700160",BEEROLE,SIDDHA PARKKOLKATA,WEST BENGAL,700160,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/02/2021,,2021-02-03,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700016,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:104,CANONICAL,0,,,,16,76.19
HM-00377,M/S.JAI MAA AMBAY HALLMARKING CENTRE,ERO/RAHC/R-700060,,"HOLDING NO. 67/N,NACHAN ROAD,BENACHITY,DURGAPURDURGAPUR-713213, BARDHAMAN, , WEST BENGAL ,713213",BARDHAMAN,DURGAPURDURGAPUR-713213,WEST BENGAL,713213,OTHER,OTHER-DEFERMENT LETTER GENERATED,Deferment Letter Generated,14/02/2021,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700060,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:309,CANONICAL,0,,,,14,66.67
HM-00378,G N HALLMARKINGS BHUBANESWAR,ERO/RAHC/R-700507,,"172, KHARVEL NAGARBHUBANESWAR - 751001, KHORDHA, BHUBANESWAR G.P.O., ODISHA ,751001",BHUBANESWAR G.P.O,KHORDHA,ODISHA,751001,ACTIVE,ACTIVE,Operative,02/10/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700507,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:310,CANONICAL,0,,,,14,66.67
HM-00379,Rahul Hallmarking Centre,ERO/RAHC/R-700511,,"11,Fern Road, KOLKATA, BALLYGUNGE, WEST BENGAL ,700019",BALLYGUNGE,KOLKATA,WEST BENGAL,700019,ACTIVE,ACTIVE,Operative,29/06/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700511,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:311,CANONICAL,0,,,,14,66.67
HM-00380,GANPATI HALLMARKING PVT LTD,ERO/RAHC/R-700518,,"38, BURTOLLA STREET, 1ST FLOOR,KOLKATA - 700007, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700007",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700007,ACTIVE,ACTIVE,Operative,18/10/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700518,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:312,CANONICAL,0,,,,14,66.67
HM-00381,MAA LAXMI BULLION PRIVATE LIMITED,ERO/RAHC/R-700520,,"RAGHUNATH COMMERCIAL COMPLEX ,1st FLOOR20 DR. R.C BANERJEE LANE, ASANSOL, BARDHAMAN, ASANSOL, WEST BENGAL ,713301",ASANSOL,BARDHAMAN,WEST BENGAL,713301,ACTIVE,ACTIVE,Operative,10/02/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700520,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:313,CANONICAL,0,,,,14,66.67
HM-00382,PRADYUT HALLMARKING CENTRE,ERO/RAHC/R-700522,,"VILL: PATNABAZAR, HOLDING NO: 426/0339,MIRZABAZAR MOHALLA, P.O: MIDNAPUR, PASCHIM MEDINIPUR, MIDNAPORE, WEST BENGAL ,721101",MIDNAPORE,PASCHIM MEDINIPUR,WEST BENGAL,721101,ACTIVE,ACTIVE,Operative,12/05/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700522,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:314,CANONICAL,0,,,,14,66.67
HM-00383,KOLKATA HALLMARKING CENTRE,ERO/RAHC/R-700525,,"3 A, MADHO KISTO SETH LANE, 4TH & 5TH FLOORNEAR KALAKAR STREET, KOLKATA- 700007, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,ACTIVE,ACTIVE,Operative,30/10/2028,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700525,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:315,CANONICAL,0,,,,14,66.67
HM-00384,QUALITY ASSAY & HALLMARKING CENTRE PRIVATE LIMITED,ERO/RAHC/R-700527,,"1st Floor, Office No.6, CFB BUILDINGGems And Jewellery park,Howrah, West Bengal-711409, HOWRAH, HOWRAH, WEST BENGAL ,711409",HOWRAH,HOWRAH,WEST BENGAL,711409,ACTIVE,ACTIVE,Operative,20/11/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700527,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:316,CANONICAL,0,,,,14,66.67
HM-00385,Nakoda Hallmarking Centre,ERO/RAHC/R-700528,,"Mehta House, Gulab Bag MarketThakur Wari road , Kadam Kuan, PATNA, KADAMKUAN, BIHAR ,800004",KADAMKUAN,PATNA,BIHAR,800004,ACTIVE,ACTIVE,Operative,26/01/2029,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700528,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:317,CANONICAL,0,,,,14,66.67
HM-00386,PRINCE HALLMARKING CENTRE,ERO/RAHC/R-700529,,"17/2 SHAMBHU NATH DAS LANE, GROUND FLOORBARANAGAR, KOLKATA- 700050, NORTH 24 PARGANAS, NOAPARA (NORTH 24 PARGANAS), WEST BENGAL ,700050",NOAPARA (NORTH 24 PARGANAS),NORTH 24 PARGANAS,WEST BENGAL,700050,ACTIVE,ACTIVE,Operative,26/01/2029,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700529,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:318,CANONICAL,0,,,,14,66.67
HM-00387,MAA AMBE HALLMARKING CENTRE,ERO/RAHC/R-700531,,"57/1 AMBAGAN COLONY, PS BARANAGAR, PO NOWAPARAKOLKATA (W.B.) - 700090, KOLKATA, KOLKATA AIRPORT, WEST BENGAL ,700090",KOLKATA AIRPORT,KOLKATA,WEST BENGAL,700090,CANCELLED,CANCELLED,CANCELLED,Cancelled on 08/05/2024,,2024-05-08,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700531,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:105,CANONICAL,0,,,,16,76.19
HM-00388,M S HALLMARK CENTRE,ERO/RAHC/R-700537,,"40/42/42 B S ROAD,OPP.DURGA MANDIR,P.S & P.O.-ENGLISH BAZAR, MALDAH, MALDA, WEST BENGAL ,732101",MALDA,MALDAH,WEST BENGAL,732101,ACTIVE,ACTIVE,Operative,14/12/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700537,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:319,CANONICAL,0,,,,14,66.67
HM-00389,NADIA ASSAYING & HALLMARKING CENTRE,ERO/RAHC/R-700538,,"42,Subhash Avenue Bye Lane ,1st Floor New Market,Ranaghat, Nadia,Pin-741201, West Bengal, NADIA, RANAGHAT, WEST BENGAL ,741201",RANAGHAT,NADIA,WEST BENGAL,741201,ACTIVE,ACTIVE,Operative,09/02/2027,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700538,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:320,CANONICAL,0,,,,14,66.67
HM-00390,NADIA ASSAYING & HALLMARKING CENTRE,ERO/RAHC/R-700538(O1),,"42,Subhash Avenue Bye Lane ,1st Floor New Market,Ranaghat, Nadia,Pin-741201, West Bengal, NADIA, RANAGHAT, WEST BENGAL ,741201",RANAGHAT,NADIA,WEST BENGAL,741201,ACTIVE,ACTIVE,Operative,09/02/2027,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700538-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:321,CANONICAL,0,,,,14,66.67
HM-00391,PRINCE HALLMARKING AND REFINERY PRIVATE LIMITED,ERO/RAHC/R-700540,,"2, NARAYAN PRASAD BABU LANE GROUND FLOORBURRA BAZAR (ENTRANCE 24, BURTOLLA ST) KOLKATA, KOLKATA, CHITTARANJAN AVENUE (KOLKATA), WEST BENGAL ,700007",CHITTARANJAN AVENUE (KOLKATA),KOLKATA,WEST BENGAL,700007,CANCELLED,CANCELLED,CANCELLED,Cancelled on 02/06/2022,,2022-06-02,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700540,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:106,CANONICAL,0,,,,16,76.19
HM-00392,SRI CHAKRA HALLMARKING,ERO/RAHC/R-700541,,"KAMALABALA STREETNEAR VENKETSWARA TEMPLE, GANJAM, BERHAMPUR CITY, ODISHA ,760001",BERHAMPUR CITY,GANJAM,ODISHA,760001,ACTIVE,ACTIVE,Operative,19/03/2027,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700541,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:322,CANONICAL,0,,,,14,66.67
HM-00393,SANATANI HALLMARK CENTRE,ERO/RAHC/R-700542,,"WARD NO-13, PARBATIIPUR, TAMLUK, PURBA MEDINIPURPURBA MEDINIPUR- 721636, PURBA MEDINIPUR, TAMLUK, WEST BENGAL ,721636",TAMLUK,PURBA MEDINIPUR,WEST BENGAL,721636,SUSPENDED,SUSPENDED,Under Suspension,18/05/2027,,2026-07-29,ERO,AHC,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700542,2,F038;F039,bis_topic17_hallmarking_centres.csv;bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F038:-:323;F039:-:107,CONFLICT_PRESERVED,2,source_url;validity,,,17,80.95
HM-00394,G N HALLMARKING CENTRE,ERO/RAHC/R-700545,,"2ND FLOOR, 171, BB GANGULY STREETKOLKATA- 700012, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,SUSPENDED,SUSPENDED,Under Suspension,15/10/2024,,2026-08-27,ERO,AHC,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700545,2,F038;F039,bis_topic17_hallmarking_centres.csv;bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F038:-:324;F039:-:108,CONFLICT_PRESERVED,2,source_url;validity,,,17,80.95
HM-00395,PRINCE HALLMARKING CENTRE BARASAT,ERO/RAHC/R-700547,,"25/1, K.B. BASU ROAD, 1ST FLOOR, BARASAT, NORTH 24 PARGANAS, BARASAT, WEST BENGAL ,700124",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,700124,ACTIVE,ACTIVE,Operative,15/11/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700547,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:325,CANONICAL,0,,,,14,66.67
HM-00396,PRINCE HALLMARKING CENTRE GARIAHAT,ERO/RAHC/R-700548,,"1A, EKDALIAPLACE, 1ST FLOORGARIAHAT, KOLKATA - 700019, KOLKATA, KOLKATA, WEST BENGAL ,700019",KOLKATA,KOLKATA,WEST BENGAL,700019,ACTIVE,ACTIVE,Operative,18/11/2027,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700548,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:326,CANONICAL,0,,,,14,66.67
HM-00397,VIJAY HALLMARKING CENTRE,ERO/RAHC/R-700549,,"202/D ,B.B. GANGULY ST. ,BOWBAZAR , KOLKATA-700012, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,CANCELLED,CANCELLED,CANCELLED,Cancelled on 17/04/2025,,2025-04-17,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700549,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:109,CANONICAL,0,,,,16,76.19
HM-00398,S K ASSAY AND HALLMARKING CENTRE,ERO/RAHC/R-700550,,"2nd Floor, Shanti Kunj, Shanti Bhawan , Bank More, DHANBAD, DHANBAD, JHARKHAND ,826001",DHANBAD,DHANBAD,JHARKHAND,826001,ACTIVE,ACTIVE,Operative,28/01/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700550,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:327,CANONICAL,0,,,,14,66.67
HM-00399,S B ASSAYING AND HALLMARKING CENTRE,ERO/RAHC/R-700551,,"21, MOTILAL NEHRU ROAD, 2ND FLOOR, PANBAZARGUWAHATI - 781001, KAMRUP, GUWAHATI AIRPORT, ASSAM ,781001",GUWAHATI AIRPORT,KAMRUP,ASSAM,781001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 04/01/2023,,2023-01-04,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700551,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:110,CANONICAL,0,,,,16,76.19
HM-00400,Kamakhya Hallmarking Private Limited,ERO/RAHC/R-700554,,"West Side of PondSantipara, WEST TRIPURA, AGARTALA, TRIPURA ,799001",AGARTALA,WEST TRIPURA,TRIPURA,799001,ACTIVE,ACTIVE,Operative,25/08/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700554,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:328,CANONICAL,0,,,,14,66.67
HM-00401,LAXMI HALLMARKING CENTRE,ERO/RAHC/R-700556,,"Station Square,Balasore, BALASORE, BALASORE, ODISHA ,756001",BALASORE,BALASORE,ODISHA,756001,ACTIVE,ACTIVE,Operative,06/09/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700556,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:329,CANONICAL,0,,,,14,66.67
HM-00402,J J HALLMARKING CENTRE,ERO/RAHC/R-700557,,"Savitri Tower, 4th floor,Flat 4A, 3A, Dr Martin Luther King Sarani, Kolkata, KOLKATA, SHAKESPEARE SARANI, WEST BENGAL ,700017",SHAKESPEARE SARANI,KOLKATA,WEST BENGAL,700017,ACTIVE,ACTIVE,Operative,14/09/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700557,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:330,CANONICAL,0,,,,14,66.67
HM-00403,PRINCE HALLMARKING CENTRE,ERO/RAHC/R-700559,,"DOOR NO 106,B B GANGULY STREET(MADAN DUTTA LANE), KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,CANCELLED,CANCELLED,CANCELLED,Cancelled on 16/06/2026,,2026-06-16,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700559,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:111,CANONICAL,0,,,,16,76.19
HM-00404,NAKODA HALLMARKING CENTRE,ERO/RAHC/R-700560,,"CHODHURY COMPLEX 1ST FLOOR, CHO JAUNLIAPATTYCUTTACK (ODISHA) - 753009, CUTTACK, CHOUDHURY BAZAR, ODISHA ,753009",CHOUDHURY BAZAR,CUTTACK,ODISHA,753009,ACTIVE,ACTIVE,Operative,29/09/2028,,,,,"Gold,Silver Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700560,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:331,CANONICAL,0,,,,14,66.67
HM-00405,M/S-SHREE SALASAR HALLMARKING CENTRE (A UNIT OF TIRUPATI HALLMARKING CENTRE PVT. LTD.),ERO/RAHC/R-700561,,"1, KANNULALA LANE, BURTOLLA STREET, 2ND FLOORKOLKATA-700007, KOLKATA, , WEST BENGAL ,700007",KOLKATA,2ND FLOORKOLKATA-700007,WEST BENGAL,700007,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/02/2021,,2021-02-03,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700561,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:112,CANONICAL,0,,,,16,76.19
HM-00406,Prince Hallmarking and Refinery Private Limited,ERO/RAHC/R-700563,,"79 , MONOHAR DAS STREET , 2ND FLOOR , SONAPATTY ,BURRABAZAR, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,ACTIVE,ACTIVE,Operative,04/10/2028,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700563,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:332,CANONICAL,0,,,,14,66.67
HM-00407,Siddhi Vinayak Hallmarking Centre,ERO/RAHC/R-700564,,"1st Floor, 26/A/31,Mondalpara Lane, P.O.-Noapara, P.S.-Baranagar,Kolkata,North 24 Parganas,West Bengal - 700090, KOLKATA, BARANAGAR, WEST BENGAL ,700090",BARANAGAR,KOLKATA,WEST BENGAL,700090,ACTIVE,ACTIVE,Operative,24/10/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700564,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:333,CANONICAL,0,,,,14,66.67
HM-00408,Prince Hallmarking and Refinery Private Limited,ERO/RAHC/R-700566,,"BICHALIHATA SCHOOL ROAD, GROUND FLOOR, BONGAONNORTH 24 PARGANS-743235, NORTH 24 PARGANAS, BANGAON (NORTH 24 PARGANAS), WEST BENGAL ,743235",BANGAON (NORTH 24 PARGANAS),NORTH 24 PARGANAS,WEST BENGAL,743235,ACTIVE,ACTIVE,Operative,26/10/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700566,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:334,CANONICAL,0,,,,14,66.67
HM-00409,SHRI AMMA BHAGAVAN HALLMARKING CENTRE,ERO/RAHC/R-700567,,"EGRA, WARD NO. 1, P.O. + P.S.- KASBA EGRA,PURBA MEDINIPUR- 721429, PURBA MEDINIPUR, EGRA KASBA, WEST BENGAL ,721429",EGRA KASBA,PURBA MEDINIPUR,WEST BENGAL,721429,ACTIVE,ACTIVE,Operative,03/12/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700567,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:335,CANONICAL,0,,,,14,66.67
HM-00410,R N HALLMARKING CENTER,ERO/RAHC/R-700568,,"12/1, SYAKRA PARA LANE, BOWBAZAR, KOLKATA, BOWBAZAR (KOLKATA), WEST BENGAL ,700012",BOWBAZAR (KOLKATA),KOLKATA,WEST BENGAL,700012,CANCELLED,CANCELLED,CANCELLED,Cancelled on 25/03/2025,,2025-03-25,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700568,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:113,CANONICAL,0,,,,16,76.19
HM-00411,JH HALLMARKING CENTRE UNIT OF JOIN HANDS ENTERPRISE PVT LTD,ERO/RAHC/R-700569,,"""JOIN HANDS""1ST FLOOR STATION ROAD, DURG, DURG, DURG, CHHATTISGARH ,491001",DURG,DURG,CHHATTISGARH,491001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 25/03/2025,,2025-03-25,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700569,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:114,CANONICAL,0,,,,16,76.19
HM-00412,Prince Hallmarking and Refinery Private Limited,ERO/RAHC/R-700570,,"NO 43 THAKURPARA ROAD 1st floor naihati, NORTH 24 PARGANAS, NAIHATI, WEST BENGAL ,743165",NAIHATI,NORTH 24 PARGANAS,WEST BENGAL,743165,ACTIVE,ACTIVE,Operative,06/12/2028,,,,,"Yellow Gold,Silver Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700570,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:336,CANONICAL,0,,,,14,66.67
HM-00413,Prince Hallmarking and Refinery Private Limited,ERO/RAHC/R-700570(O1),,"NO 43 THAKURPARA ROAD 1st floor naihati, NORTH 24 PARGANAS, NAIHATI, WEST BENGAL ,743165",NAIHATI,NORTH 24 PARGANAS,WEST BENGAL,743165,ACTIVE,ACTIVE,Operative,06/12/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700570-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:337,CANONICAL,0,,,,14,66.67
HM-00414,NAKODA HALLMARKING CENTRE,ERO/RAHC/R-700571,,"BARKATI COMPLEX, 2ND FLOORH NO 37/374 HALWAI LANE SADAR BAZAR, RAIPUR, RAIPUR, CHHATTISGARH ,492001",RAIPUR,RAIPUR,CHHATTISGARH,492001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 30/06/2023,,2023-06-30,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700571,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:115,CANONICAL,0,,,,16,76.19
HM-00415,SRI GANESH HALLMARKING CENTRE CENTRE,ERO/RAHC/R-700572,,"116,DAIHATTA ROAD, P.O. -KHAGRA, P.S. -BERHAMPOREMURSHIDABAD, MURSHIDABAD, BERHAMPORE (WB), WEST BENGAL ,742103",BERHAMPORE (WB),MURSHIDABAD,WEST BENGAL,742103,ACTIVE,ACTIVE,Operative,14/02/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700572,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:338,CANONICAL,0,,,,14,66.67
HM-00416,SRI GANESH HALLMARKING CENTRE CENTRE,ERO/RAHC/R-700572(O1),,"116,DAIHATTA ROAD, P.O. -KHAGRA, P.S. -BERHAMPOREMURSHIDABAD, MURSHIDABAD, BERHAMPORE (WB), WEST BENGAL ,742103",BERHAMPORE (WB),MURSHIDABAD,WEST BENGAL,742103,ACTIVE,ACTIVE,Operative,14/02/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700572-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:339,CANONICAL,0,,,,14,66.67
HM-00417,S R HALLMARKING CENTER,ERO/RAHC/R-700573,,"SHOP NO.15,16 & 17 3RD FLOOR DUNDA SHAHI COMPLEX(OLD RUPAK CINEMA HALL) BAKERGANJ PATNA, PATNA, PATNA COLLECTORIATE, BIHAR ,800004",PATNA COLLECTORIATE,PATNA,BIHAR,800004,ACTIVE,ACTIVE,Operative,14/03/2029,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700573,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:340,CANONICAL,0,,,,14,66.67
HM-00418,G N HALLMARKING AND REFINERY PRIVATE LIMITED,ERO/RAHC/R-700575,,"6, ADI BANSTOLLA LANE, BURRABAZARKOLKATA (W.B.) - 700007, KOLKATA, BARABAZAR, WEST BENGAL ,700007",BARABAZAR,KOLKATA,WEST BENGAL,700007,CANCELLED,CANCELLED,CANCELLED,Cancelled on 18/11/2025,,2025-11-18,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700575,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:116,CANONICAL,0,,,,16,76.19
HM-00419,MS PRATIK HALLMARKERS PVT LTD,ERO/RAHC/R-700576,,"1ST FLOOR, SHALIGRAM BUILDING, DIAGONAL ROAD,BISTUPUR, EAST SINGHBHUM (JHARKHAND) - 831001, EAST SINGHBHUM, JAMSHEDPUR, JHARKHAND ,831001",JAMSHEDPUR,EAST SINGHBHUM,JHARKHAND,831001,ACTIVE,ACTIVE,Operative,26/04/2029,,,,,"Yellow Gold,Silver Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-ERO-RAHC-R-700576,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:341,CANONICAL,0,,,,14,66.67
HM-00420,M/S. LAKSHMI NARAYAN ASSYING & HALLMARKING CENTRE,ERO/RAHC/R-700577,,"H.NO. - 138, 3RD FLOOR, APPANNA LINE, SAKCHI BAZAR, JAMSHEDPUREAST SINGHBHUM (JHARKHAND) - 831001, EAST SINGHBHUM, JAMSHEDPUR, JHARKHAND ,831001",JAMSHEDPUR,EAST SINGHBHUM,JHARKHAND,831001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 08/12/2022,,2022-12-08,ERO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-ERO-RAHC-R-700577,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:117,CANONICAL,0,,,,16,76.19
