canonical_entity,canonical_entity_id,source_sheet,source_row,source_scheme_record_ids,source_scheme_ids,scheme_label,source_row_label,raw_is_number_variants,canonical_is_number,display_is_number,standard_year,title,product_name,specific_requirement,ministry,notification_number,document_url,mandatory_voluntary,certification_type,source_record_id,source_url,retrieved_at,scraper_engine,extraction_method,record_status,missing_reason
STANDARD,STD-01753,,30,SCHX-0029,scheme_x,Scheme - X (Certification),6.3,IS/IEC 60947 : Part 5 : Sec 1 : 2016,STD-IEC-60947-P5,STD-IEC-60947-P5,2016,NULL,Low-Voltage Switchgear and Controlgear Part 5 Control Circuit Devices and Switching,"All DC utilization categories, All DC ratings",Ministry of Heavy Industries,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",https://www.bis.gov.in/wp-content/uploads/2025/11/Deferment-of-upcoming-phase-implementation-of-the-Electrical-Equipment-Quality-Control-Order-2020.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01753,,31,SCHX-0030,scheme_x,Scheme - X (Certification),7.,IS/IEC 60947: Part 5: Sec 2: 2007,STD-IEC-60947-P5,STD-IEC-60947-P5,2007,Low-Voltage switchgear and control gear: Part 5 control circuit devices and switching elements: Sec 2 proximity switches,All test as per IS/IEC 60947: Part 5: Sec 2: 2007,NULL,Ministry of Heavy Industries,"Electrical Equipment (Quality Control) Second Amendment Order, 2024 - S.O. 2007(E), dated 5 May 2025",https://www.bis.gov.in/wp-content/uploads/2025/05/Extension-of-implementation-timeline-under-the-Electrical-Equipment-Quality-Control-2.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01753,,32,SCHX-0031,scheme_x,Scheme - X (Certification),8.1,IS/IEC 60947 : Part 5 : Sec 5 : 2016,STD-IEC-60947-P5,STD-IEC-60947-P5,2016,Low-Voltage Switchgear and Controlgear Part 5 Control Circuit Devices and Switching Elements Section 5 Electrical emergency stop devices with mechanical latching function,All devices with button type actuator,All test as per IS/IEC 60947 : Part 5 : Sec 5 : 2016.,Ministry of Heavy Industries,"Product Specific Guidelines for Low Voltage Switchgear and Controlgear: Control circuit devices and switching elements-Electromechanical control circuit devices with mechanical latching functions - F. No. 8(1)/2018-HEI-Part-(1), dated 10 March, 2025",https://www.bis.gov.in/wp-content/uploads/2025/03/Product-Specific-Guidelines-for-Low-Voltage-Switchgear-60947-5-5.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,SUCCESS,NULL
STANDARD,STD-01753,,33,SCHX-0032,scheme_x,Scheme - X (Certification),8.2,IS/IEC 60947 : Part 5 : Sec 5 : 2016,STD-IEC-60947-P5,STD-IEC-60947-P5,2016,Low-Voltage Switchgear and Controlgear Part 5 Control Circuit Devices and Switching Elements Section 5 Electrical emergency stop devices with mechanical latching function,All devices with all types of actuator,All test as per IS/IEC 60947 : Part 5 : Sec 5 : 2016.,Ministry of Heavy Industries,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",https://www.bis.gov.in/wp-content/uploads/2025/11/Deferment-of-upcoming-phase-implementation-of-the-Electrical-Equipment-Quality-Control-Order-2020.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,SUCCESS,NULL
STANDARD,STD-00623,,34,SCHX-OTR-01,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,1,IS 16189:2018,STD-16189,STD-16189,2018,"Safety of Machinery General Principles for Design - Risk Assessment and Risk Reduction (Type A Standard, IS 16189:2018/ISO 12100:2010)","All types of Pumps for handling liquids, liquid elevators and (or) their assemblies/sub-assemblies/components",Type A Standard IS 16189:2018/ISO 12100:2010 and applicable type B and type C Standards mentioned in the order S.O. 3649 (E) dated 28 August 2024.,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024; rescinded by S.O. 239(E) dated 16 January 2026",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,SUCCESS,NULL
STANDARD,STD-00001,,35,SCHX-OTR-02,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,2,NULL,NULL,NULL,NULL,NULL,All types of compressors and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00002,,36,SCHX-OTR-03,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,3,NULL,NULL,NULL,NULL,NULL,All types of machinery for treatment of material by a process involving a change of temperature and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00003,,37,SCHX-OTR-04,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,4,NULL,NULL,NULL,NULL,NULL,"All types of centrifuges, filtering or purifying machinery for liquid and gas and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00004,,38,SCHX-OTR-05,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,5,NULL,NULL,NULL,NULL,NULL,"All types of machinery for filling, closing, sealing, labelling bottles, packing or wrapping and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00005,,39,SCHX-OTR-06,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,6,NULL,NULL,NULL,NULL,NULL,All types of cranes and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00006,,40,SCHX-OTR-07,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,7,NULL,NULL,NULL,NULL,NULL,"All types of machinery for construction, earthmoving, Mining and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00007,,41,SCHX-OTR-08,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,8,NULL,NULL,NULL,NULL,NULL,All types of weaving machines (looms) and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00008,,42,SCHX-OTR-09,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,9,NULL,NULL,NULL,NULL,NULL,All types of machinery for making embroidery and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00009,,43,SCHX-OTR-10,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,10,NULL,NULL,NULL,NULL,NULL,All types of metal cutting machines tools covered under the heading 8456 to 8461 and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00010,,44,SCHX-OTR-11,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,11,NULL,NULL,NULL,NULL,NULL,"All types of machine tools for working stone, ceramics, concrete, asbestos cement or like mineral glass and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00011,,45,SCHX-OTR-12,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,12,NULL,NULL,NULL,NULL,NULL,All types of machinery for working rubber and plastics and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00012,,46,SCHX-OTR-13,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,13,NULL,NULL,NULL,NULL,NULL,"All types of Machines including the machines for public works & building and the machinery & mechanical appliances having individual functions, not specified or included elsewhere in Chapter 84 and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00013,,47,SCHX-OTR-14,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,14,NULL,NULL,NULL,NULL,NULL,"All types of gears and gearing, toothed wheels, chain sprocket, transmission elements ball or roller screws, gear boxes and speed changers, including torque converters and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00014,,48,SCHX-OTR-15,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,15,NULL,NULL,NULL,NULL,NULL,"All types of Rotary electrical machines such as Generator, etc. and (or) their assemblies/sub-assemblies/components",NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00015,,49,SCHX-OTR-16,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,16,NULL,NULL,NULL,NULL,NULL,All types of Diesel Generator and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00016,,50,SCHX-OTR-17,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,17,NULL,NULL,NULL,NULL,NULL,All types of Transformers and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00017,,51,SCHX-OTR-18,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,18,NULL,NULL,NULL,NULL,NULL,All types of Power Semiconductor Converter and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00018,,52,SCHX-OTR-19,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,19,NULL,NULL,NULL,NULL,NULL,All types of switch gear and control gear equipment operating at voltages not exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00019,,53,SCHX-OTR-20,scheme_x,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,20,NULL,NULL,NULL,NULL,NULL,All types of switch gear and control gear equipment operating at voltages exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,NULL,Government of India,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",https://www.bis.gov.in/wp-content/uploads/2024/09/256766.pdf,MANDATORY,SCHEME_X,scheme_x,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_MARKDOWN,PARTIAL,NOT_EXPOSED_BY_SOURCE
