source_file_id,original_filename,extension,exact_path,source_location,sha256,file_size_bytes,encoding,sheet_name,sheet_count,total_data_rows,total_columns,canonical_target,canonical_dataset,candidate_topic,rows_read,cells_projected,records_canonical,records_merged,records_conflict_preserved,records_requires_review,records_not_applicable,records_accounted,retention_decision,archive_path,structural_issue,analysis_status,modified_time_utc,notes
F037,bis_product_certifications.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_product_certifications.csv,workspace,e25696b6333dc8a58ddf473ba84e1c5b77fce0d48b4bd6a1442b643c8ae33310,553827,utf-8-sig,11_CERTIFICATION_PROCESS,1,71,9,SCHEME,MS-01,PRODUCT_CERTIFICATION_GUIDELINES,71,639,0,0,142,0,0,142,KEEP_PENDING_REVIEW,,,ANALYZED,2026-09-01T16:35:30Z,"Participates in 4 compared pairs with no relationship strong enough to establish coverage. Kept until Phase 3 review. | attributes 40, relationships 0, provenance 599, chunks 0"
F038,bis_topic17_hallmarking_centres.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_topic17_hallmarking_centres.csv,workspace,f110ffab88f8163fa2565e66249067f0ac20607f96bbf4a1f20663db9cbc1bd0,665451,utf-8,20_HALLMARKING_CENTRES,1,1658,14,HALLMARKING,MS-05,HALLMARKING_CENTRES_ACTIVE,1658,23212,3044,0,272,0,0,3316,KEEP_DISTINCT_ENTITY,,SINGLE_LINE_ESCAPED_CSV,ANALYZED_WITH_IN_MEMORY_REPAIR,2026-08-29T04:17:49Z,"Checked against BIS_Recognized_Laboratories.xlsx; bis_laboratories.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 1658, provenance 23212, chunks 0"
F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_topic17_hallmarking_centres_cancelled_suspended.csv,workspace,c903091f9a03d45fe1d177847eb5a1b164136e22f2f22b835e3edf1359009d80,329642,Windows-1252,20_HALLMARKING_CENTRES,1,722,17,HALLMARKING,MS-05,HALLMARKING_CENTRES_CANCELLED_SUSPENDED,722,12274,1172,0,272,0,0,1444,KEEP_DISTINCT_ENTITY,,SINGLE_LINE_ESCAPED_CSV,ANALYZED_WITH_IN_MEMORY_REPAIR,2026-08-29T04:21:56Z,"Checked against BIS_Recognized_Laboratories.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 1444, relationships 722, provenance 12274, chunks 0"
F040,data__raw__fmcs_all_fmcs_list_raw.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/data__raw__fmcs_all_fmcs_list_raw.csv,workspace,167361888a3a034ca017718f767f73fad86133c2377cb0dbedeb5c412ec309dc,1246114,utf-8,22_FMCS,1,3135,9,FMCS,MS-04,FMCS_LICENCE_LIST_RAW,3135,28215,0,6270,0,0,0,6270,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-08-31T13:27:15Z,"Checked against output__fmcs_country_coverage.csv; output__topic19_official_documents.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 22394, relationships 3135, provenance 31350, chunks 0"
F041,output__extraction_log.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__extraction_log.csv,workspace,898b23b8dfb217d684879b0dade0f32dd32ebfb5cc2fdbdad2c9aeaac10be4ef,3488,Windows-1252,OTHER_RELEVANT,1,12,6,EXTRACTION_LOG,MS-14,EXTRACTION_TELEMETRY,12,72,12,0,0,0,0,12,KEEP_AS_CANONICAL_UNIQUE,,,ANALYZED,2026-08-31T13:17:38Z,"No content link to any other file passed the deep-compare gate: this dataset is unique in the corpus. | attributes 0, relationships 0, provenance 0, chunks 0"
F042,output__fmcs_country_coverage.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__fmcs_country_coverage.csv,workspace,99e5b1720ccb6b9c5917684d00c8fc8ebac1bfd2512da2e4652ca72baa7fbfa3,1255,ascii,22_FMCS,1,74,3,FMCS_COUNTRY_COVERAGE,MS-04,FMCS_AGGREGATE_BY_COUNTRY,74,222,74,0,0,0,0,74,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-08-31T13:27:15Z,"Checked against BIS_Scheme_IV_FMCS.xlsx; data__raw__fmcs_all_fmcs_list_raw.csv; output__fmcs_is_coverage.csv; output__topic18_fmcs_manufacturers.csv …(+1) and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 0, provenance 0, chunks 0"
F043,output__fmcs_is_coverage.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__fmcs_is_coverage.csv,workspace,a40a4b7c4afe3b51736170e329d787f08ed75db717c0d1827072c8c24db82a2b,10089,ascii,22_FMCS,1,423,3,FMCS_IS_COVERAGE,MS-04,FMCS_AGGREGATE_BY_IS,423,1269,423,0,0,0,0,423,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-08-31T13:27:15Z,"Checked against output__fmcs_country_coverage.csv; output__topic19_official_documents.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 0, provenance 0, chunks 0"
F044,output__source_inventory.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__source_inventory.csv,workspace,627be3d4e0f61775228a733bfe9e0abee70df69b36b8b0e269af099d8b8b26e0,14289,ascii,OTHER_RELEVANT,1,46,12,DOCUMENT,MS-14,HTTP_SOURCE_INVENTORY,46,552,72,0,14,6,0,92,KEEP_PENDING_REVIEW,,,ANALYZED,2026-08-31T13:16:03Z,"Participates in 2 compared pairs with no relationship strong enough to establish coverage. Kept until Phase 3 review. | attributes 38, relationships 0, provenance 514, chunks 0"
F045,output__topic18_fmcs_manufacturers.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__topic18_fmcs_manufacturers.csv,workspace,93950b662fba9fd4bef7e1de7418eb8d714444f67b6a6a8682d0dd1386a7f1d7,19624575,utf-8,22_FMCS,1,3135,17,FMCS,MS-04,FMCS_MANUFACTURERS_PARSED,3135,53295,0,6270,0,0,0,6270,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-08-31T13:29:45Z,"Checked against output__fmcs_country_coverage.csv; output__topic19_official_documents.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 9403, relationships 3135, provenance 50162, chunks 0"
F046,output__topic19_official_documents.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__topic19_official_documents.csv,workspace,f158416fc5eb11e253e56a428610f7610700d92540d62d1888fee20a12835f01,12165,ascii,22_FMCS,1,22,17,DOCUMENT,MS-04,OFFICIAL_DOCUMENT_REGISTRY,22,374,0,0,10,34,0,44,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-08-31T13:13:14Z,"Checked against BIS_Scheme_IV_FMCS.xlsx; data__raw__fmcs_all_fmcs_list_raw.csv; output__fmcs_country_coverage.csv; output__fmcs_is_coverage.csv …(+1) and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 22, provenance 352, chunks 0"
F047,output__topic20_provenance.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__topic20_provenance.csv,workspace,e1d1ef797ee8029661a091169bcb8217d393e31808b0500148a3f9227fdee151,36572150,utf-8,OTHER_RELEVANT,1,44154,19,RECORD_PROVENANCE,MS-14,FIELD_LEVEL_PROVENANCE_EAV,44154,838926,44154,0,0,0,0,44154,KEEP_PENDING_REVIEW,,,ANALYZED,2026-08-31T13:29:46Z,"Participates in 2 compared pairs with no relationship strong enough to establish coverage. Kept until Phase 3 review. | attributes 0, relationships 0, provenance 44154, chunks 37911"
F048,output__unresolved_records.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/output__unresolved_records.csv,workspace,8f6205fb736198fa40a702569e3577fd2777be0068253a9adf2d269d3da31b11,10258,ascii,OTHER_RELEVANT,1,22,6,REVIEW_QUEUE,MS-14,UNRESOLVED_SOURCE_RECORDS,22,132,22,0,0,0,0,22,KEEP_AS_CANONICAL_UNIQUE,,,ANALYZED,2026-08-31T13:31:46Z,"No content link to any other file passed the deep-compare gate: this dataset is unique in the corpus. | attributes 0, relationships 0, provenance 0, chunks 0"
F049,sih26107-project-analysis.pdf,pdf,/sessions/optimistic-gallant-gauss/mnt/uploads/sih26107-project-analysis.pdf,uploads,5e9d360b1c37a4a5db50ea00a43fad6a3e9c4c595078000934ad43bdd7dbc5cf,295486,,OTHER_RELEVANT,0,0,0,DOCUMENT,-,SIH_PROBLEM_STATEMENT_REFERENCE_PDF,0,0,1,0,0,0,0,1,NOT_TABULAR_KEEP_AS_REFERENCE,,,NON_TABULAR_NOT_PROFILED,2026-08-26T02:42:16Z,"Not a tabular dataset, so it takes no part in duplicate analysis. Retained unchanged as a source document. | attributes 0, relationships 0, provenance 1, chunks 0"
