relationship_id,is_id,canonical_is_number,entity_type,entity_id,entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_ENT-0000322,STD-00566,IS 15884,LEGAL,LEGAL-00060,,REFERENCED_BY,related_is_text,related_is_text,IS 15884,,F033,bis_circulars (1).csv,,88,1.00,
REL-IS_ENT-0000323,STD-00593,IS 16046,LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000324,STD-00594,IS 16046 (Part 1),LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 1),,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000325,STD-00595,IS 16046 (Part 2),LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 2),,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000326,STD-00593,IS 16046,LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000327,STD-00596,IS 16047,LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16047,,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000328,STD-00598,IS 16048,LEGAL,LEGAL-00045,,REFERENCED_BY,related_is_text,related_is_text,IS 16048,,F033,bis_circulars (1).csv,,89,1.00,
REL-IS_ENT-0000329,STD-00593,IS 16046,LEGAL,LEGAL-00119,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,91,1.00,
REL-IS_ENT-0000330,STD-00594,IS 16046 (Part 1),LEGAL,LEGAL-00119,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 1),,F033,bis_circulars (1).csv,,91,1.00,
REL-IS_ENT-0000331,STD-00595,IS 16046 (Part 2),LEGAL,LEGAL-00119,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 2),,F033,bis_circulars (1).csv,,91,1.00,
REL-IS_ENT-0000332,STD-00593,IS 16046,LEGAL,LEGAL-00044,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,92,1.00,
REL-IS_ENT-0000333,STD-00593,IS 16046,LEGAL,LEGAL-00044,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,92,1.00,
REL-IS_ENT-0000334,STD-00596,IS 16047,LEGAL,LEGAL-00044,,REFERENCED_BY,related_is_text,related_is_text,IS 16047,,F033,bis_circulars (1).csv,,92,1.00,
REL-IS_ENT-0000335,STD-00598,IS 16048,LEGAL,LEGAL-00044,,REFERENCED_BY,related_is_text,related_is_text,IS 16048,,F033,bis_circulars (1).csv,,92,1.00,
REL-IS_ENT-0000336,STD-00644,IS 16333 (Part 3),LEGAL,LEGAL-00008,,REFERENCED_BY,related_is_text,related_is_text,IS 16333 (Part 3),,F033,bis_circulars (1).csv,,95,1.00,
REL-IS_ENT-0000337,STD-00644,IS 16333 (Part 3),LEGAL,LEGAL-00008,,REFERENCED_BY,related_is_text,related_is_text,IS 16333(Part 3),,F033,bis_circulars (1).csv,,95,1.00,
REL-IS_ENT-0000338,STD-00593,IS 16046,LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000339,STD-00594,IS 16046 (Part 1),LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 1),,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000340,STD-00595,IS 16046 (Part 2),LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 2),,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000341,STD-00593,IS 16046,LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000342,STD-00593,IS 16046,LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000343,STD-00342,IS 14,LEGAL,LEGAL-00137,,REFERENCED_BY,related_is_text,related_is_text,is 14,,F033,bis_circulars (1).csv,,97,1.00,
REL-IS_ENT-0000344,STD-00050,IS 10322 (Part 5),LEGAL,LEGAL-00066,,REFERENCED_BY,related_is_text,related_is_text,IS 10322 (Part 5,,F033,bis_circulars (1).csv,,98,1.00,
REL-IS_ENT-0000345,STD-00848,IS 18,LEGAL,LEGAL-00066,,REFERENCED_BY,related_is_text,related_is_text,is 18,,F033,bis_circulars (1).csv,,98,1.00,
REL-IS_ENT-0000346,STD-00211,IS 12591,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 12591,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000347,STD-00326,IS 138,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 138,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000348,STD-00593,IS 16046,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 16046,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000349,STD-00594,IS 16046 (Part 1),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 1),,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000350,STD-00595,IS 16046 (Part 2),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 16046 (Part 2),,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000351,STD-00596,IS 16047,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 16047,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000352,STD-00597,IS 16047 (Part 3),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 16047 (Part 3),,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000353,STD-00894,IS 1874,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 1874,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000354,STD-00920,IS 1993,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 1993,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000355,STD-01131,IS 3400 (Part 3),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 3400 (Part 3),,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000356,STD-01472,IS 7016 (Part 6),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 7016 (Part 6),,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000357,STD-01472,IS 7016 (Part 6),LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 7016 (Part 6,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000358,STD-01656,IS 9034,LEGAL,LEGAL-00063,,REFERENCED_BY,related_is_text,related_is_text,IS 9034,,F033,bis_circulars (1).csv,,104,1.00,
REL-IS_ENT-0000359,STD-01413,IS 616,LEGAL,LEGAL-00057,,REFERENCED_BY,related_is_text,related_is_text,IS 616,,F033,bis_circulars (1).csv,,107,1.00,
REL-IS_ENT-0000360,STD-01413,IS 616,LEGAL,LEGAL-00025,,REFERENCED_BY,related_is_text,related_is_text,IS 616,,F033,bis_circulars (1).csv,,108,1.00,
REL-IS_ENT-0000361,STD-01103,IS 31,LEGAL,LEGAL-00025,,REFERENCED_BY,related_is_text,related_is_text,is 31,,F033,bis_circulars (1).csv,,108,1.00,
REL-IS_ENT-0000362,STD-00021,IS 10001,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10001,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000363,STD-00022,IS 10025,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10025,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000364,STD-00024,IS 10065,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10065,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000365,STD-00025,IS 1007,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1007,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000366,STD-00026,IS 1008,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1008,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000367,STD-00027,IS 10080,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10080,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000368,STD-00028,IS 10086,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10086,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000369,STD-00032,IS 1011,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1011,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000370,STD-00034,IS 10124,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10124,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000371,STD-00034,IS 10124,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10124,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000372,STD-00036,IS 1015,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1015,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000373,STD-00040,IS 10212,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10212,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000374,STD-00041,IS 10228,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10228,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000375,STD-00042,IS 10238,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10238,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000376,STD-00043,IS 10243,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10243,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000377,STD-00044,IS 10245,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10245,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000378,STD-00044,IS 10245,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10245,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000379,STD-00045,IS 10264,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10264,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000380,STD-00047,IS 1030,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1030,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000381,STD-00048,IS 10322,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10322,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000382,STD-00051,IS 10325,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10325,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000383,STD-00053,IS 10350,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10350,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000384,STD-00054,IS 1038,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1038,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000385,STD-00060,IS 10508,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10508,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000386,STD-00061,IS 1051,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1051,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000387,STD-00062,IS 10532,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10532,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000388,STD-00063,IS 10577,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10577,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000389,STD-00064,IS 10592,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10592,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000390,STD-00065,IS 1061,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1061,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000391,STD-00067,IS 10617,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10617,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000392,STD-00071,IS 10647,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10647,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000393,STD-00072,IS 1065,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1065,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000394,STD-00073,IS 10658,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10658,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000395,STD-00074,IS 1069,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1069,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000396,STD-00076,IS 10701,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10701,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000397,STD-00077,IS 10702,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10702,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000398,STD-00078,IS 10748,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10748,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000399,STD-00079,IS 10758,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10758,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000400,STD-00082,IS 10775,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10775,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000401,STD-00083,IS 1079,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1079,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000402,STD-00085,IS 10805,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10805,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000403,STD-00088,IS 1084,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1084,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000404,STD-00091,IS 10889,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10889,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000405,STD-00093,IS 10908,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 10908,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000406,STD-00097,IS 11006,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11006,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000407,STD-00098,IS 11010,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11010,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000408,STD-00100,IS 11037,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11037,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000409,STD-00102,IS 11087,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11087,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000410,STD-00103,IS 1109,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1109,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000411,STD-00105,IS 11169,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11169,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000412,STD-00108,IS 1117,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1117,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000413,STD-00109,IS 11170,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11170,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000414,STD-00110,IS 11188,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11188,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000415,STD-00112,IS 11226,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11226,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000416,STD-00113,IS 11241,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11241,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000417,STD-00114,IS 11279,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11279,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000418,STD-00116,IS 11313,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11313,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000419,STD-00121,IS 11378,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11378,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000420,STD-00122,IS 1144,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1144,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000421,STD-00123,IS 11459,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11459,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000422,STD-00125,IS 11501,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11501,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000423,STD-00126,IS 11513,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11513,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000424,STD-00127,IS 11536,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11536,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000425,STD-00129,IS 1155,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1155,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000426,STD-00130,IS 11552,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11552,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000427,STD-00132,IS 11569,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11569,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000428,STD-00133,IS 11584,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11584,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000429,STD-00135,IS 1159,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1159,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000430,STD-00136,IS 1161,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1161,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000431,STD-00137,IS 11646,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11646,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000432,STD-00137,IS 11646,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11646,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000433,STD-00138,IS 1165,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1165,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000434,STD-00139,IS 11652,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11652,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000435,STD-00141,IS 1166,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1166,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000436,STD-00142,IS 11673,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11673,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000437,STD-00146,IS 1170,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1170,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000438,STD-00147,IS 11708,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11708,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000439,STD-00149,IS 11722,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11722,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000440,STD-00151,IS 11785,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11785,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000441,STD-00152,IS 1180,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1180,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000442,STD-00154,IS 11833,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11833,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000443,STD-00155,IS 11879,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11879,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000444,STD-00157,IS 11928,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11928,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000445,STD-00162,IS 11995,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11995,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000446,STD-00163,IS 11997,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 11997,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000447,STD-00164,IS 12016,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12016,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000448,STD-00173,IS 12109,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12109,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000449,STD-00181,IS 1221,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1221,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000450,STD-00183,IS 12225,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12225,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000451,STD-00184,IS 12227,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12227,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000452,STD-00185,IS 1223,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1223,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000453,STD-00186,IS 12232,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12232,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000454,STD-00187,IS 12234,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12234,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000455,STD-00190,IS 12254,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12254,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000456,STD-00193,IS 12299,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12299,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000457,STD-00194,IS 12330,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12330,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000458,STD-00195,IS 12337,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12337,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000459,STD-00197,IS 1237,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1237,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000460,STD-00198,IS 1239,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1239,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000461,STD-00198,IS 1239,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1239,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000462,STD-00199,IS 12406,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12406,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000463,STD-00201,IS 12427,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12427,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000464,STD-00202,IS 12444,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12444,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000465,STD-00203,IS 12463,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12463,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000466,STD-00204,IS 12492,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 12492,,F033,bis_circulars (1).csv,,109,1.00,
REL-IS_ENT-0000467,STD-00205,IS 1251,LEGAL,LEGAL-00012,,REFERENCED_BY,related_is_text,related_is_text,IS 1251,,F033,bis_circulars (1).csv,,109,1.00,
