relationship_id,is_id,canonical_is_number,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_PRO-0000118,STD-00001,,PROD-00023,All types of compressors and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of compressors and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,35,1.00,
REL-IS_PRO-0000119,STD-00002,,PROD-00031,All types of machinery for treatment of material by a process involving a change of temperature and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of machinery for treatment of material by a process involving a change of temperature and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,36,1.00,
REL-IS_PRO-0000120,STD-00003,,PROD-00022,"All types of centrifuges, filtering or purifying machinery for liquid and gas and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of centrifuges, filtering or purifying machinery for liquid and gas and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,37,1.00,
REL-IS_PRO-0000121,STD-00004,,PROD-00029,"All types of machinery for filling, closing, sealing, labelling bottles, packing or wrapping and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of machinery for filling, closing, sealing, labelling bottles, packing or wrapping and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,38,1.00,
REL-IS_PRO-0000122,STD-00005,,PROD-00024,All types of cranes and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of cranes and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,39,1.00,
REL-IS_PRO-0000123,STD-00006,,PROD-00028,"All types of machinery for construction, earthmoving, Mining and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of machinery for construction, earthmoving, Mining and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,40,1.00,
REL-IS_PRO-0000124,STD-00007,,PROD-00042,All types of weaving machines (looms) and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of weaving machines (looms) and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,41,1.00,
REL-IS_PRO-0000125,STD-00008,,PROD-00030,All types of machinery for making embroidery and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of machinery for making embroidery and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,42,1.00,
REL-IS_PRO-0000126,STD-00009,,PROD-00034,All types of metal cutting machines tools covered under the heading 8456 to 8461 and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of metal cutting machines tools covered under the heading 8456 to 8461 and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,43,1.00,
REL-IS_PRO-0000127,STD-00010,,PROD-00027,"All types of machine tools for working stone, ceramics, concrete, asbestos cement or like mineral glass and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of machine tools for working stone, ceramics, concrete, asbestos cement or like mineral glass and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,44,1.00,
REL-IS_PRO-0000128,STD-00011,,PROD-00032,All types of machinery for working rubber and plastics and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of machinery for working rubber and plastics and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,45,1.00,
REL-IS_PRO-0000129,STD-00012,,PROD-00033,"All types of Machines including the machines for public works & building and the machinery & mechanical appliances having individual functions, not specified or included elsewhere in Chapter 84 and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of Machines including the machines for public works & building and the machinery & mechanical appliances having individual functions, not specified or included elsewhere in Chapter 84 and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,46,1.00,
REL-IS_PRO-0000130,STD-00013,,PROD-00026,"All types of gears and gearing, toothed wheels, chain sprocket, transmission elements ball or roller screws, gear boxes and speed changers, including torque converters and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of gears and gearing, toothed wheels, chain sprocket, transmission elements ball or roller screws, gear boxes and speed changers, including torque converters and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,47,1.00,
REL-IS_PRO-0000131,STD-00014,,PROD-00038,"All types of Rotary electrical machines such as Generator, etc. and (or) their assemblies/sub-assemblies/components",COVERS,product_name,product_name,"All types of Rotary electrical machines such as Generator, etc. and (or) their assemblies/sub-assemblies/components",,F003,07_scheme_x.csv,,48,1.00,
REL-IS_PRO-0000132,STD-00015,,PROD-00025,All types of Diesel Generator and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of Diesel Generator and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,49,1.00,
REL-IS_PRO-0000133,STD-00016,,PROD-00041,All types of Transformers and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of Transformers and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,50,1.00,
REL-IS_PRO-0000134,STD-00017,,PROD-00035,All types of Power Semiconductor Converter and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of Power Semiconductor Converter and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,51,1.00,
REL-IS_PRO-0000135,STD-00018,,PROD-00040,All types of switch gear and control gear equipment operating at voltages not exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of switch gear and control gear equipment operating at voltages not exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,52,1.00,
REL-IS_PRO-0000136,STD-00019,,PROD-00039,All types of switch gear and control gear equipment operating at voltages exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,COVERS,product_name,product_name,All types of switch gear and control gear equipment operating at voltages exceeding 1000 volts and (or) their assemblies/sub-assemblies/components,,F003,07_scheme_x.csv,,53,1.00,
REL-IS_PRO-0000177,STD-00807,IS 17631,PROD-00310,Work Chairs,COVERED_BY,related_is_text,related_is_text,IS 17631:2022,,F011,BIS_Products_Details.xlsx,Products_Details,2,1.00,
REL-IS_PRO-0000178,STD-00808,IS 17632,PROD-00106,General Purpose Chairs and Stools,COVERED_BY,related_is_text,related_is_text,IS 17632:2022,,F011,BIS_Products_Details.xlsx,Products_Details,3,1.00,
REL-IS_PRO-0000179,STD-00809,IS 17633,PROD-00285,Tables and Desks,COVERED_BY,related_is_text,related_is_text,IS 17633:2022,,F011,BIS_Products_Details.xlsx,Products_Details,4,1.00,
REL-IS_PRO-0000180,STD-00810,IS 17634,PROD-00274,Storage Units,COVERED_BY,related_is_text,related_is_text,IS 17634:2022,,F011,BIS_Products_Details.xlsx,Products_Details,5,1.00,
REL-IS_PRO-0000181,STD-00811,IS 17635,PROD-00051,Beds,COVERED_BY,related_is_text,related_is_text,IS 17635:2022,,F011,BIS_Products_Details.xlsx,Products_Details,6,1.00,
REL-IS_PRO-0000182,STD-00812,IS 17636,PROD-00056,Bunk Beds and High Beds,COVERED_BY,related_is_text,related_is_text,IS 17636:2022,,F011,BIS_Products_Details.xlsx,Products_Details,7,1.00,
REL-IS_PRO-0000183,STD-00982,IS 2347,PROD-00085,Domestic Pressure Cookers,COVERED_BY,related_is_text,related_is_text,IS 2347:2023,,F011,BIS_Products_Details.xlsx,Products_Details,8,1.00,
REL-IS_PRO-0000184,STD-00194,IS 12330,PROD-00276,Sulfate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 12330:1998,,F011,BIS_Products_Details.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000185,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 12600:1989,,F011,BIS_Products_Details.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000186,STD-00444,IS 1489 (Part 1),PROD-00150,Portland Pozzolana Cement (Part 1 - Flyash Based),COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 1):2015,,F011,BIS_Products_Details.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000187,STD-00445,IS 1489 (Part 2),PROD-00151,Portland Pozzolana Cement (Part 2 - Calcined Clay Based),COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 2):2015,,F011,BIS_Products_Details.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000188,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 269:2015,,F011,BIS_Products_Details.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000189,STD-01273,IS 455,PROD-00158,Portland Slag Cement,COVERED_BY,related_is_text,related_is_text,IS 455:2015,,F011,BIS_Products_Details.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000190,STD-01569,IS 8041,PROD-00168,Rapid Hardening Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 8041:1990,,F011,BIS_Products_Details.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000191,STD-01570,IS 8042,PROD-00305,White Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 8042:2015,,F011,BIS_Products_Details.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000192,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 8043:1991,,F011,BIS_Products_Details.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000193,STD-00656,IS 16415,PROD-00066,Composite Cement,COVERED_BY,related_is_text,related_is_text,IS 16415:2015,,F011,BIS_Products_Details.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000194,STD-01730,IS 9873 (Part 1),PROD-00213,Safety of Toys (Part 1 - Mechanical and Physical Properties),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1):2012,,F011,BIS_Products_Details.xlsx,Products_Details,19,1.00,
REL-IS_PRO-0000195,STD-01731,IS 9873 (Part 2),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 2):2017,,F011,BIS_Products_Details.xlsx,Products_Details,20,1.00,
REL-IS_PRO-0000196,STD-01732,IS 9873 (Part 3),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 3):2017,,F011,BIS_Products_Details.xlsx,Products_Details,21,1.00,
REL-IS_PRO-0000197,STD-01733,IS 9873 (Part 4),PROD-00218,"Safety of Toys (Part 4 - Swings, Slides & Activity Toys)",COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 4):2017,,F011,BIS_Products_Details.xlsx,Products_Details,22,1.00,
REL-IS_PRO-0000198,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,COVERED_BY,related_is_text,related_is_text,IS 15644:2006,,F011,BIS_Products_Details.xlsx,Products_Details,23,1.00,
REL-IS_PRO-0000199,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,COVERED_BY,related_is_text,related_is_text,IS 2835:1987,,F011,BIS_Products_Details.xlsx,Products_Details,24,1.00,
REL-IS_PRO-0000200,STD-01015,IS 2553 (Part 1),PROD-00194,"Safety Glass (Part 1 - Architectural, Building & General)",COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 1):2018,,F011,BIS_Products_Details.xlsx,Products_Details,25,1.00,
REL-IS_PRO-0000201,STD-01016,IS 2553 (Part 2),PROD-00195,Safety Glass (Part 2 - For Road Transport),COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 2):2019,,F011,BIS_Products_Details.xlsx,Products_Details,26,1.00,
REL-IS_PRO-0000202,STD-01707,IS 9573 (Part 1),PROD-00184,Rubber Hoses for Fuel Dispensing (Part 1),COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 1):2017,,F011,BIS_Products_Details.xlsx,Products_Details,27,1.00,
REL-IS_PRO-0000203,STD-01708,IS 9573 (Part 2),PROD-00185,Rubber Hoses for Fuel Dispensing (Part 2),COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 2):2017,,F011,BIS_Products_Details.xlsx,Products_Details,28,1.00,
REL-IS_PRO-0000204,STD-00497,IS 15392,PROD-00011,Alcohol Based Hand Sanitizers,COVERED_BY,related_is_text,related_is_text,IS 15392:2003,,F011,BIS_Products_Details.xlsx,Products_Details,29,1.00,
REL-IS_PRO-0000205,STD-00836,IS 17875,PROD-00231,Seamless Stainless Steel Pipes and Tubes,COVERED_BY,related_is_text,related_is_text,IS 17875:2022,,F011,BIS_Products_Details.xlsx,Products_Details,30,1.00,
REL-IS_PRO-0000206,STD-00837,IS 17876,PROD-00303,Welded Stainless Steel Pipes and Tubes,COVERED_BY,related_is_text,related_is_text,IS 17876:2022,,F011,BIS_Products_Details.xlsx,Products_Details,31,1.00,
REL-IS_PRO-0000207,STD-00947,IS 2083,PROD-00122,Lithium Base Grease,COVERED_BY,related_is_text,related_is_text,IS 2083:2024,,F011,BIS_Products_Details.xlsx,Products_Details,32,1.00,
REL-IS_PRO-0000208,STD-01090,IS 302 (Part 1),PROD-00205,Safety of Household and Similar Electrical Appliances (Part 1),COVERED_BY,related_is_text,related_is_text,IS 302 (Part 1):2024,,F011,BIS_Products_Details.xlsx,Products_Details,33,1.00,
REL-IS_PRO-0000209,STD-00558,IS 15844 (Part 1),PROD-00250,Sports Footwear (Part 1 - General Purpose),COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 1):2023,,F011,BIS_Products_Details.xlsx,Products_Details,34,1.00,
REL-IS_PRO-0000210,STD-00559,IS 15844 (Part 2),PROD-00251,Sports Footwear (Part 2 - Performance Shoes),COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 2):2023,,F011,BIS_Products_Details.xlsx,Products_Details,35,1.00,
REL-IS_PRO-0000211,STD-00560,IS 15844 (Part 3),PROD-00252,Sports Footwear (Part 3 - Professional & Outdoor),COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 3):2024,,F011,BIS_Products_Details.xlsx,Products_Details,36,1.00,
REL-IS_PRO-0000212,STD-00718,IS 17012,PROD-00078,Derby Shoes,COVERED_BY,related_is_text,related_is_text,IS 17012:2018,,F011,BIS_Products_Details.xlsx,Products_Details,37,1.00,
REL-IS_PRO-0000213,STD-00722,IS 17037,PROD-00059,Casual Footwear,COVERED_BY,related_is_text,related_is_text,IS 17037:2018,,F011,BIS_Products_Details.xlsx,Products_Details,38,1.00,
REL-IS_PRO-0000214,STD-00725,IS 17043 (Part 1),PROD-00237,Shoes (Part 1 - General Requirements),COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 1):2024,,F011,BIS_Products_Details.xlsx,Products_Details,39,1.00,
REL-IS_PRO-0000215,STD-00726,IS 17043 (Part 2),PROD-00238,Shoes (Part 2 - Specific Footwear Types),COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 2):2024,,F011,BIS_Products_Details.xlsx,Products_Details,40,1.00,
REL-IS_PRO-0000216,STD-00481,IS 15298 (Part 2),PROD-00138,Personal Protective Equipment - Safety Footwear (Part 2),COVERED_BY,related_is_text,related_is_text,IS 15298 (Part 2):2016,,F011,BIS_Products_Details.xlsx,Products_Details,41,1.00,
REL-IS_PRO-0000217,STD-00807,IS 17631,PROD-00313,Work Chairs - Specification,COVERED_BY,related_is_text,related_is_text,IS 17631:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,2,1.00,
REL-IS_PRO-0000218,STD-00808,IS 17632,PROD-00107,General Purpose Chairs and Stools - Specification,COVERED_BY,related_is_text,related_is_text,IS 17632:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,3,1.00,
REL-IS_PRO-0000219,STD-00813,IS 17637,PROD-00107,General Purpose Chairs and Stools - Specification,COVERED_BY,related_is_text,related_is_text,IS 17637,,F012,BIS_Products_Full_Information.xlsx,Products_Details,3,1.00,
REL-IS_PRO-0000220,STD-00809,IS 17633,PROD-00286,Tables and Desks - Specification,COVERED_BY,related_is_text,related_is_text,IS 17633:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,4,1.00,
REL-IS_PRO-0000221,STD-00810,IS 17634,PROD-00275,Storage Units - Specification,COVERED_BY,related_is_text,related_is_text,IS 17634:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,5,1.00,
REL-IS_PRO-0000222,STD-00813,IS 17637,PROD-00275,Storage Units - Specification,COVERED_BY,related_is_text,related_is_text,IS 17637,,F012,BIS_Products_Full_Information.xlsx,Products_Details,5,1.00,
REL-IS_PRO-0000223,STD-00811,IS 17635,PROD-00052,Beds - Specification,COVERED_BY,related_is_text,related_is_text,IS 17635:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,6,1.00,
REL-IS_PRO-0000224,STD-00812,IS 17636,PROD-00057,Bunk Beds and High Beds - Specification,COVERED_BY,related_is_text,related_is_text,IS 17636:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,7,1.00,
REL-IS_PRO-0000225,STD-00982,IS 2347,PROD-00084,Domestic Pressure Cooker - Specification (Seventh Revision),COVERED_BY,related_is_text,related_is_text,IS 2347:2023,,F012,BIS_Products_Full_Information.xlsx,Products_Details,8,1.00,
REL-IS_PRO-0000226,STD-01041,IS 269,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000227,STD-01207,IS 4031,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000228,STD-01208,IS 4032,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000229,STD-01274,IS 456,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 456,,F012,BIS_Products_Full_Information.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000230,STD-01041,IS 269,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000231,STD-01207,IS 4031,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000232,STD-01276,IS 457,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 457,,F012,BIS_Products_Full_Information.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000233,STD-00445,IS 1489 (Part 2),PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000234,STD-01177,IS 3812,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 3812,,F012,BIS_Products_Full_Information.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000235,STD-01207,IS 4031,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000236,STD-01041,IS 269,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000237,STD-00444,IS 1489 (Part 1),PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000238,STD-01207,IS 4031,PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000239,STD-01208,IS 4032,PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000240,STD-01207,IS 4031,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000241,STD-01208,IS 4032,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000242,STD-01274,IS 456,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 456,,F012,BIS_Products_Full_Information.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000243,STD-01041,IS 269,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000244,STD-01207,IS 4031,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000245,STD-00171,IS 12089,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 12089,,F012,BIS_Products_Full_Information.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000246,STD-01041,IS 269,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000247,STD-01207,IS 4031,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000248,STD-01208,IS 4032,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000249,STD-01041,IS 269,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000250,STD-01207,IS 4031,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000251,STD-01208,IS 4032,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000252,STD-01041,IS 269,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000253,STD-01207,IS 4031,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F012,BIS_Products_Full_Information.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000254,STD-01208,IS 4032,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F012,BIS_Products_Full_Information.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000255,STD-01041,IS 269,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F012,BIS_Products_Full_Information.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000256,STD-01273,IS 455,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 455,,F012,BIS_Products_Full_Information.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000257,STD-00443,IS 1489,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 1489,,F012,BIS_Products_Full_Information.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000258,STD-01729,IS 9873,PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,COVERED_BY,related_is_text,related_is_text,IS 9873,,F012,BIS_Products_Full_Information.xlsx,Products_Details,19,1.00,
REL-IS_PRO-0000259,STD-00530,IS 15644,PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,COVERED_BY,related_is_text,related_is_text,IS 15644,,F012,BIS_Products_Full_Information.xlsx,Products_Details,19,1.00,
REL-IS_PRO-0000260,STD-01730,IS 9873 (Part 1),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,20,1.00,
REL-IS_PRO-0000261,STD-01732,IS 9873 (Part 3),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 3),,F012,BIS_Products_Full_Information.xlsx,Products_Details,20,1.00,
REL-IS_PRO-0000262,STD-01730,IS 9873 (Part 1),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,21,1.00,
REL-IS_PRO-0000263,STD-01734,IS 9873 (Part 6),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 6),,F012,BIS_Products_Full_Information.xlsx,Products_Details,21,1.00,
REL-IS_PRO-0000264,STD-01730,IS 9873 (Part 1),PROD-00219,"Safety of Toys - Part 4: Swings, Slides and Similar Activity Toys for Domestic Use",COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,22,1.00,
REL-IS_PRO-0000265,STD-01729,IS 9873,PROD-00203,Safety of Electric Toys,COVERED_BY,related_is_text,related_is_text,IS 9873,,F012,BIS_Products_Full_Information.xlsx,Products_Details,23,1.00,
REL-IS_PRO-0000266,STD-01089,IS 302,PROD-00203,Safety of Electric Toys,COVERED_BY,related_is_text,related_is_text,IS 302,,F012,BIS_Products_Full_Information.xlsx,Products_Details,23,1.00,
REL-IS_PRO-0000267,STD-01014,IS 2553,PROD-00103,Flat Transparent Sheet Glass - Specification,COVERED_BY,related_is_text,related_is_text,IS 2553,,F012,BIS_Products_Full_Information.xlsx,Products_Details,24,1.00,
REL-IS_PRO-0000268,STD-00448,IS 14900,PROD-00103,Flat Transparent Sheet Glass - Specification,COVERED_BY,related_is_text,related_is_text,IS 14900,,F012,BIS_Products_Full_Information.xlsx,Products_Details,24,1.00,
REL-IS_PRO-0000269,STD-01016,IS 2553 (Part 2),PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,25,1.00,
REL-IS_PRO-0000270,STD-01069,IS 2835,PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",COVERED_BY,related_is_text,related_is_text,IS 2835,,F012,BIS_Products_Full_Information.xlsx,Products_Details,25,1.00,
REL-IS_PRO-0000271,STD-01015,IS 2553 (Part 1),PROD-00198,Safety Glass - Specification - Part 2: For Road Transport,COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,26,1.00,
