relationship_id,scheme_id,scheme_name,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-SCHEME-0000094,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00169,Rapid Hardening Portland Cement - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,15,1.00,
REL-SCHEME-0000095,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00306,White Portland Cement - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,16,1.00,
REL-SCHEME-0000096,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00112,Hydrophobic Portland Cement - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,17,1.00,
REL-SCHEME-0000097,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00067,Composite Cement - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,18,1.00,
REL-SCHEME-0000098,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,19,1.00,
REL-SCHEME-0000099,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00215,Safety of Toys (Part 2 - Flammability),CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,20,1.00,
REL-SCHEME-0000100,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,21,1.00,
REL-SCHEME-0000101,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00219,"Safety of Toys - Part 4: Swings, Slides and Similar Activity Toys for Domestic Use",CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,22,1.00,
REL-SCHEME-0000102,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00203,Safety of Electric Toys,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,23,1.00,
REL-SCHEME-0000103,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00103,Flat Transparent Sheet Glass - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,24,1.00,
REL-SCHEME-0000104,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,25,1.00,
REL-SCHEME-0000105,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00198,Safety Glass - Specification - Part 2: For Road Transport,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,26,1.00,
REL-SCHEME-0000106,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00186,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 1: For Commercial and Industrial Applications,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,27,1.00,
REL-SCHEME-0000107,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,28,1.00,
REL-SCHEME-0000108,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,29,1.00,
REL-SCHEME-0000109,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,30,1.00,
REL-SCHEME-0000110,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,31,1.00,
REL-SCHEME-0000111,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00101,Flashlights - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,32,1.00,
REL-SCHEME-0000112,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00206,Safety of Household and Similar Electrical Appliances - Part 1: General Requirements,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,33,1.00,
REL-SCHEME-0000113,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,34,1.00,
REL-SCHEME-0000114,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,35,1.00,
REL-SCHEME-0000115,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,36,1.00,
REL-SCHEME-0000116,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,37,1.00,
REL-SCHEME-0000117,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,38,1.00,
REL-SCHEME-0000118,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,39,1.00,
REL-SCHEME-0000119,SCH-00003,BIS Scheme-I (ISI Mark),PROD-00061,Casual Footwear - Specification - Part 2: Stuck-On/Cemented Construction Process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,40,1.00,
REL-SCHEME-0000120,SCH-00005,BIS Scheme-I (ISI Mark Scheme),PROD-00139,Personal Protective Equipment - Safety Footwear - Specification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,BIS Scheme-I (ISI Mark Scheme),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,41,1.00,
REL-SCHEME-0000121,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00310,Work Chairs,COVERS,related_product_text,related_product_text,Work Chairs,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,2,1.00,
REL-SCHEME-0000122,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00106,General Purpose Chairs and Stools,COVERS,related_product_text,related_product_text,General Purpose Chairs and Stools,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,3,1.00,
REL-SCHEME-0000123,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00285,Tables and Desks,COVERS,related_product_text,related_product_text,Tables and Desks,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,4,1.00,
REL-SCHEME-0000124,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00274,Storage Units,COVERS,related_product_text,related_product_text,Storage Units,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,5,1.00,
REL-SCHEME-0000125,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00051,Beds,COVERS,related_product_text,related_product_text,Beds,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,6,1.00,
REL-SCHEME-0000126,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00055,Bunk Beds,COVERS,related_product_text,related_product_text,Bunk Beds,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,7,1.00,
REL-SCHEME-0000127,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00085,Domestic Pressure Cookers,COVERS,related_product_text,related_product_text,Domestic Pressure Cookers,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,8,1.00,
REL-SCHEME-0000128,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00277,Sulphate Resisting Portland Cement,COVERS,related_product_text,related_product_text,Sulphate Resisting Portland Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,9,1.00,
REL-SCHEME-0000129,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00123,Low Heat Portland Cement,COVERS,related_product_text,related_product_text,Low heat Portland Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,10,1.00,
REL-SCHEME-0000130,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00148,Portland Pozzolana Cement (Fly-ash based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement (Fly-ash based),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,11,1.00,
REL-SCHEME-0000131,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00147,Portland Pozzolana Cement (Calcined clay based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement (Calcined clay based),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,12,1.00,
REL-SCHEME-0000132,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00131,Ordinary Portland Cement,COVERS,related_product_text,related_product_text,Ordinary Portland Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,13,1.00,
REL-SCHEME-0000133,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00158,Portland Slag Cement,COVERS,related_product_text,related_product_text,Portland Slag Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,14,1.00,
REL-SCHEME-0000134,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00168,Rapid Hardening Portland Cement,COVERS,related_product_text,related_product_text,Rapid hardening Portland cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,15,1.00,
REL-SCHEME-0000135,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00305,White Portland Cement,COVERS,related_product_text,related_product_text,White Portland Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,16,1.00,
REL-SCHEME-0000136,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00111,Hydrophobic Portland Cement,COVERS,related_product_text,related_product_text,Hydrophobic Portland Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,17,1.00,
REL-SCHEME-0000137,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00066,Composite Cement,COVERS,related_product_text,related_product_text,Composite Cement,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,18,1.00,
REL-SCHEME-0000138,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00211,Safety of Toys - Mechanical and Physical Properties,COVERS,related_product_text,related_product_text,Safety of Toys: Mechanical and Physical Properties,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,19,1.00,
REL-SCHEME-0000139,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00210,Safety of Toys - Flammability,COVERS,related_product_text,related_product_text,Safety of Toys: Flammability,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,20,1.00,
REL-SCHEME-0000140,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00212,Safety of Toys - Migration of Certain Elements,COVERS,related_product_text,related_product_text,Safety of Toys: Migration of Certain Elements,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,21,1.00,
REL-SCHEME-0000141,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00220,Safety of Toys: Swings,COVERS,related_product_text,related_product_text,Safety of Toys: Swings,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,22,1.00,
REL-SCHEME-0000142,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00239,Slides and Similar Activity Toys,COVERS,related_product_text,related_product_text,Slides and Similar Activity Toys,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,22,1.00,
REL-SCHEME-0000143,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00203,Safety of Electric Toys,COVERS,related_product_text,related_product_text,Safety of Electric Toys,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,23,1.00,
REL-SCHEME-0000144,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00102,Flat Transparent Sheet Glass,COVERS,related_product_text,related_product_text,Flat Transparent Sheet Glass,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,24,1.00,
REL-SCHEME-0000145,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00189,Safety Glass: Architectural,COVERS,related_product_text,related_product_text,Safety Glass: Architectural,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,25,1.00,
REL-SCHEME-0000146,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00054,Building and General Uses,COVERS,related_product_text,related_product_text,Building and General Uses,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,25,1.00,
REL-SCHEME-0000147,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00193,Safety Glass (For Road Transport),COVERS,related_product_text,related_product_text,Safety Glass: For Road Transport,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,26,1.00,
REL-SCHEME-0000148,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00174,Rubber Hose for Liquefied Petroleum Gas (LPG): Industrial Application,COVERS,related_product_text,related_product_text,Rubber Hose for Liquefied Petroleum Gas (LPG): Industrial Application,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,27,1.00,
REL-SCHEME-0000149,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00173,Rubber Hose for Liquefied Petroleum Gas (LPG): Domestic and Commercial Application,COVERS,related_product_text,related_product_text,Rubber Hose for Liquefied Petroleum Gas (LPG): Domestic and Commercial Application,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,28,1.00,
REL-SCHEME-0000150,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,related_product_text,related_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,29,1.00,
REL-SCHEME-0000151,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00264,Stainless Steel Seamless Pipes and Tubes,COVERS,related_product_text,related_product_text,Stainless Steel Seamless Pipes and Tubes,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,30,1.00,
REL-SCHEME-0000152,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00267,Stainless Steel Welded Pipes and Tubes,COVERS,related_product_text,related_product_text,Stainless Steel Welded Pipes and Tubes,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,31,1.00,
REL-SCHEME-0000153,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00098,Flashlight: Specification,COVERS,related_product_text,related_product_text,Flashlight: Specification,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,32,1.00,
REL-SCHEME-0000154,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00208,"Safety of Household, Commercial and Similar Electrical Appliances: General Requirements (aligned with IEC 60335-1:2020)",COVERS,related_product_text,related_product_text,"Safety of Household, Commercial and Similar Electrical Appliances: General Requirements (aligned with IEC 60335-1:2020)",,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,33,1.00,
REL-SCHEME-0000155,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00243,Sports Footwear for General Purpose,COVERS,related_product_text,related_product_text,Sports Footwear for General Purpose,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,34,1.00,
REL-SCHEME-0000156,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00245,Sports Footwear for Performance Sports Footwear,COVERS,related_product_text,related_product_text,Sports Footwear for Performance Sports Footwear,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,35,1.00,
REL-SCHEME-0000157,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00247,Sports Footwear for Professional Sports Footwear,COVERS,related_product_text,related_product_text,Sports Footwear for Professional Sports Footwear,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,36,1.00,
REL-SCHEME-0000158,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,related_product_text,related_product_text,High Ankle Tactical Boots with PU-Rubber Sole,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,37,1.00,
REL-SCHEME-0000159,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00048,Antiriot shoes,COVERS,related_product_text,related_product_text,Antiriot Shoes,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,38,1.00,
REL-SCHEME-0000160,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00236,Shoes for Services,COVERS,related_product_text,related_product_text,Shoes for Services,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,39,1.00,
REL-SCHEME-0000161,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00235,Shoes for General Purpose,COVERS,related_product_text,related_product_text,Shoes for General Purpose,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,40,1.00,
REL-SCHEME-0000162,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,PROD-00137,Personal Protective Equipment - Safety Footwear,COVERS,related_product_text,related_product_text,Personal Protective Equipment: Safety Footwear,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,41,1.00,
REL-SCHEME-0000163,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00002,AC Circuit-Breakers (Category A & B),COVERS,related_product_text,related_product_text,AC Circuit-Breakers (Category A & B),,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,2,1.00,
REL-SCHEME-0000164,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00283,"Switches, Disconnectors, Switch-Disconnectors, and Fuse-Combination Units",COVERS,related_product_text,related_product_text,"Switches, Disconnectors, Switch-Disconnectors, and Fuse-Combination Units",,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,3,1.00,
REL-SCHEME-0000165,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00071,Contactors and Motor-Starters (Electromechanical & Semiconductor),COVERS,related_product_text,related_product_text,Contactors and Motor-Starters (Electromechanical & Semiconductor),,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,4,1.00,
REL-SCHEME-0000166,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00072,Control Circuit Devices and Proximity Switches,COVERS,related_product_text,related_product_text,Control Circuit Devices and Proximity Switches,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,5,1.00,
REL-SCHEME-0000167,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00167,"Pumps, Compressors, Furnaces, Centrifuges, Cranes, Earthmoving/Mining Machinery, Weaving/Textile Looms, Machine Tools, Rubber/Plastics Machinery, Gearboxes, Rotary Electrical Machines, Diesel Generators, Transformers, Power Semiconductor Converters, and Switchgear/Controlgear (>1000V & <=1000V)",COVERS,related_product_text,related_product_text,"Pumps, Compressors, Furnaces, Centrifuges, Cranes, Earthmoving/Mining Machinery, Weaving/Textile Looms, Machine Tools, Rubber/Plastics Machinery, Gearboxes, Rotary Electrical Machines, Diesel Generators, Transformers, Power Semiconductor Converters, and Switchgear/Controlgear (>1000V & <=1000V)",,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,6,1.00,
REL-SCHEME-0000168,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00002,AC Circuit-Breakers (Category A & B),COVERS,related_product_text,related_product_text,AC Circuit-Breakers (Category A & B),,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,2,1.00,
REL-SCHEME-0000169,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00283,"Switches, Disconnectors, Switch-Disconnectors, and Fuse-Combination Units",COVERS,related_product_text,related_product_text,"Switches, Disconnectors, Switch-Disconnectors, and Fuse-Combination Units",,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,3,1.00,
REL-SCHEME-0000170,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00071,Contactors and Motor-Starters (Electromechanical & Semiconductor),COVERS,related_product_text,related_product_text,Contactors and Motor-Starters (Electromechanical & Semiconductor),,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,4,1.00,
REL-SCHEME-0000171,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00072,Control Circuit Devices and Proximity Switches,COVERS,related_product_text,related_product_text,Control Circuit Devices and Proximity Switches,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,5,1.00,
REL-SCHEME-0000172,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),PROD-00167,"Pumps, Compressors, Furnaces, Centrifuges, Cranes, Earthmoving/Mining Machinery, Weaving/Textile Looms, Machine Tools, Rubber/Plastics Machinery, Gearboxes, Rotary Electrical Machines, Diesel Generators, Transformers, Power Semiconductor Converters, and Switchgear/Controlgear (>1000V & <=1000V)",COVERS,related_product_text,related_product_text,"Pumps, Compressors, Furnaces, Centrifuges, Cranes, Earthmoving/Mining Machinery, Weaving/Textile Looms, Machine Tools, Rubber/Plastics Machinery, Gearboxes, Rotary Electrical Machines, Diesel Generators, Transformers, Power Semiconductor Converters, and Switchgear/Controlgear (>1000V & <=1000V)",,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,6,1.00,
REL-SCHEME-0000173,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00310,Work Chairs,COVERS,related_product_text,related_product_text,Work Chairs,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,2,1.00,
REL-SCHEME-0000174,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00064,Chairs and Stools (General Purpose),COVERS,related_product_text,related_product_text,Chairs and Stools (General Purpose),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,3,1.00,
REL-SCHEME-0000175,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00285,Tables and Desks,COVERS,related_product_text,related_product_text,Tables and Desks,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,4,1.00,
REL-SCHEME-0000176,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00274,Storage Units,COVERS,related_product_text,related_product_text,Storage Units,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,5,1.00,
REL-SCHEME-0000177,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00051,Beds,COVERS,related_product_text,related_product_text,Beds,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,6,1.00,
REL-SCHEME-0000178,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00055,Bunk Beds,COVERS,related_product_text,related_product_text,Bunk Beds,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,7,1.00,
