relationship_id,is_id,canonical_is_number,scheme_id,scheme_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_SCH-0000115,STD-01753,IS/IEC 60947 (Part 5),SCH-00023,Scheme - X (Certification),CERTIFIABLE_UNDER,scheme_label,scheme_label,Scheme - X (Certification),,F003,07_scheme_x.csv,,32,1.00,
REL-IS_SCH-0000116,STD-01753,IS/IEC 60947 (Part 5),SCH-00023,Scheme - X (Certification),CERTIFIABLE_UNDER,scheme_label,scheme_label,Scheme - X (Certification),,F003,07_scheme_x.csv,,33,1.00,
REL-IS_SCH-0000117,STD-00623,IS 16189,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,34,1.00,
REL-IS_SCH-0000118,STD-00001,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,35,1.00,
REL-IS_SCH-0000119,STD-00002,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,36,1.00,
REL-IS_SCH-0000120,STD-00003,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,37,1.00,
REL-IS_SCH-0000121,STD-00004,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,38,1.00,
REL-IS_SCH-0000122,STD-00005,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,39,1.00,
REL-IS_SCH-0000123,STD-00006,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,40,1.00,
REL-IS_SCH-0000124,STD-00007,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,41,1.00,
REL-IS_SCH-0000125,STD-00008,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,42,1.00,
REL-IS_SCH-0000126,STD-00009,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,43,1.00,
REL-IS_SCH-0000127,STD-00010,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,44,1.00,
REL-IS_SCH-0000128,STD-00011,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,45,1.00,
REL-IS_SCH-0000129,STD-00012,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,46,1.00,
REL-IS_SCH-0000130,STD-00013,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,47,1.00,
REL-IS_SCH-0000131,STD-00014,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,48,1.00,
REL-IS_SCH-0000132,STD-00015,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,49,1.00,
REL-IS_SCH-0000133,STD-00016,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,50,1.00,
REL-IS_SCH-0000134,STD-00017,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,51,1.00,
REL-IS_SCH-0000135,STD-00018,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,52,1.00,
REL-IS_SCH-0000136,STD-00019,,SCH-00008,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,CERTIFIABLE_UNDER,scheme_label,scheme_label,Machinery and Electrical Equipment covered under Omnibus Technical Regulation,,F003,07_scheme_x.csv,,53,1.00,
REL-IS_SCH-0000137,STD-00807,IS 17631,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17631,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,2,1.00,
REL-IS_SCH-0000138,STD-00808,IS 17632,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17632,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,3,1.00,
REL-IS_SCH-0000139,STD-00809,IS 17633,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17633,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,4,1.00,
REL-IS_SCH-0000140,STD-00810,IS 17634,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17634,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,5,1.00,
REL-IS_SCH-0000141,STD-00811,IS 17635,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17635,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,6,1.00,
REL-IS_SCH-0000142,STD-00812,IS 17636,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17636,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,7,1.00,
REL-IS_SCH-0000143,STD-00982,IS 2347,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 2347,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,8,1.00,
REL-IS_SCH-0000144,STD-00194,IS 12330,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 12330,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,9,1.00,
REL-IS_SCH-0000145,STD-00214,IS 12600,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 12600,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,10,1.00,
REL-IS_SCH-0000146,STD-00444,IS 1489 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 1489 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,11,1.00,
REL-IS_SCH-0000147,STD-00445,IS 1489 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 1489 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,12,1.00,
REL-IS_SCH-0000148,STD-01041,IS 269,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 269,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,13,1.00,
REL-IS_SCH-0000149,STD-01273,IS 455,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 455,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,14,1.00,
REL-IS_SCH-0000150,STD-01569,IS 8041,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 8041,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,15,1.00,
REL-IS_SCH-0000151,STD-01570,IS 8042,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 8042,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,16,1.00,
REL-IS_SCH-0000152,STD-01571,IS 8043,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 8043,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,17,1.00,
REL-IS_SCH-0000153,STD-00656,IS 16415,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 16415,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,18,1.00,
REL-IS_SCH-0000154,STD-01730,IS 9873 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9873 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,19,1.00,
REL-IS_SCH-0000155,STD-01731,IS 9873 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9873 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,20,1.00,
REL-IS_SCH-0000156,STD-01732,IS 9873 (Part 3),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9873 (Part 3),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,21,1.00,
REL-IS_SCH-0000157,STD-01733,IS 9873 (Part 4),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9873 (Part 4),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,22,1.00,
REL-IS_SCH-0000158,STD-00530,IS 15644,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15644,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,23,1.00,
REL-IS_SCH-0000159,STD-01069,IS 2835,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 2835,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,24,1.00,
REL-IS_SCH-0000160,STD-01015,IS 2553 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 2553 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,25,1.00,
REL-IS_SCH-0000161,STD-01016,IS 2553 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 2553 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,26,1.00,
REL-IS_SCH-0000162,STD-01707,IS 9573 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9573 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,27,1.00,
REL-IS_SCH-0000163,STD-01708,IS 9573 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 9573 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,28,1.00,
REL-IS_SCH-0000164,STD-00497,IS 15392,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15392,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,29,1.00,
REL-IS_SCH-0000165,STD-00836,IS 17875,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17875,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,30,1.00,
REL-IS_SCH-0000166,STD-00837,IS 17876,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17876,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,31,1.00,
REL-IS_SCH-0000167,STD-00947,IS 2083,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 2083,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,32,1.00,
REL-IS_SCH-0000168,STD-01090,IS 302 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 302 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,33,1.00,
REL-IS_SCH-0000169,STD-00558,IS 15844 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15844 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,34,1.00,
REL-IS_SCH-0000170,STD-00559,IS 15844 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15844 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,35,1.00,
REL-IS_SCH-0000171,STD-00560,IS 15844 (Part 3),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15844 (Part 3),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,36,1.00,
REL-IS_SCH-0000172,STD-00718,IS 17012,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17012,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,37,1.00,
REL-IS_SCH-0000173,STD-00722,IS 17037,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17037,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,38,1.00,
REL-IS_SCH-0000174,STD-00725,IS 17043 (Part 1),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17043 (Part 1),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,39,1.00,
REL-IS_SCH-0000175,STD-00726,IS 17043 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 17043 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,40,1.00,
REL-IS_SCH-0000176,STD-00481,IS 15298 (Part 2),SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 15298 (Part 2),,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,41,1.00,
REL-IS_SCH-0000177,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,2,1.00,
REL-IS_SCH-0000178,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,3,1.00,
REL-IS_SCH-0000179,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,4,1.00,
REL-IS_SCH-0000180,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,5,1.00,
REL-IS_SCH-0000181,STD-00623,IS 16189,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 16189,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,6,1.00,
REL-IS_SCH-0000182,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,2,1.00,
REL-IS_SCH-0000183,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,3,1.00,
REL-IS_SCH-0000184,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,4,1.00,
REL-IS_SCH-0000185,STD-01745,IS/IEC 60947,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS/IEC 60947,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,5,1.00,
REL-IS_SCH-0000186,STD-00623,IS 16189,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),CERTIFIABLE_UNDER,canonical_is_number,IS Number,IS 16189,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,6,1.00,
REL-IS_SCH-0000187,STD-00807,IS 17631,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17631,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,2,1.00,
REL-IS_SCH-0000188,STD-00808,IS 17632,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17632,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,3,1.00,
REL-IS_SCH-0000189,STD-00809,IS 17633,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17633,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,4,1.00,
REL-IS_SCH-0000190,STD-00810,IS 17634,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17634,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,5,1.00,
REL-IS_SCH-0000191,STD-00811,IS 17635,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17635,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,6,1.00,
REL-IS_SCH-0000192,STD-00812,IS 17636,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17636,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,7,1.00,
REL-IS_SCH-0000193,STD-00982,IS 2347,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2347,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,8,1.00,
REL-IS_SCH-0000194,STD-00194,IS 12330,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 12330,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,9,1.00,
REL-IS_SCH-0000195,STD-00214,IS 12600,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 12600,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,10,1.00,
REL-IS_SCH-0000196,STD-00444,IS 1489 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 1489 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,11,1.00,
REL-IS_SCH-0000197,STD-00445,IS 1489 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 1489 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,12,1.00,
REL-IS_SCH-0000198,STD-01041,IS 269,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 269,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,13,1.00,
REL-IS_SCH-0000199,STD-01273,IS 455,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 455,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,14,1.00,
REL-IS_SCH-0000200,STD-01569,IS 8041,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8041,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,15,1.00,
REL-IS_SCH-0000201,STD-01570,IS 8042,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8042,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,16,1.00,
REL-IS_SCH-0000202,STD-01571,IS 8043,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8043,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,17,1.00,
REL-IS_SCH-0000203,STD-00656,IS 16415,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 16415,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,18,1.00,
REL-IS_SCH-0000204,STD-01730,IS 9873 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,19,1.00,
REL-IS_SCH-0000205,STD-01731,IS 9873 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,20,1.00,
REL-IS_SCH-0000206,STD-01732,IS 9873 (Part 3),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 3),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,21,1.00,
REL-IS_SCH-0000207,STD-01733,IS 9873 (Part 4),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 4),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,22,1.00,
REL-IS_SCH-0000208,STD-00530,IS 15644,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15644,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,23,1.00,
REL-IS_SCH-0000209,STD-01069,IS 2835,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2835,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,24,1.00,
REL-IS_SCH-0000210,STD-01015,IS 2553 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2553 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,25,1.00,
REL-IS_SCH-0000211,STD-01016,IS 2553 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2553 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,26,1.00,
