relationship_id,qco_id,qco_number,scheme_id,scheme_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-QCO_SC-0000095,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,26,1.00,
REL-QCO_SC-0000096,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,27,1.00,
REL-QCO_SC-0000097,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,28,1.00,
REL-QCO_SC-0000098,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,29,1.00,
REL-QCO_SC-0000099,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,30,1.00,
REL-QCO_SC-0000100,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,31,1.00,
REL-QCO_SC-0000101,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,32,1.00,
REL-QCO_SC-0000102,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,33,1.00,
REL-QCO_SC-0000103,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,34,1.00,
REL-QCO_SC-0000104,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,35,1.00,
REL-QCO_SC-0000105,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,36,1.00,
REL-QCO_SC-0000106,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,37,1.00,
REL-QCO_SC-0000107,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,38,1.00,
REL-QCO_SC-0000108,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,39,1.00,
REL-QCO_SC-0000109,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,40,1.00,
REL-QCO_SC-0000110,QCO-00086,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,ENFORCES,related_qco_text,related_qco_text,Steel and Steel Products QCO / Specific Ministry QCOs corresponding to individual product categories,,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,41,1.00,
REL-QCO_SC-0000111,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,2,1.00,
REL-QCO_SC-0000112,QCO-00002,"2020 and subsequent amendments (e.g., Second Amendment Order, 2024; S.O. 5038(E))",SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,"2020 and subsequent amendments (e.g., Second Amendment Order, 2024; S.O. 5038(E))",,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,2,1.00,
REL-QCO_SC-0000113,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,3,1.00,
REL-QCO_SC-0000114,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,4,1.00,
REL-QCO_SC-0000115,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,5,1.00,
REL-QCO_SC-0000116,QCO-00050,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Orders (including subsequent amendments and clarifications up to S.O. 239(E) dated January 16, 2026)",SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Orders (including subsequent amendments and clarifications up to S.O. 239(E) dated January 16, 2026)",,F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,6,1.00,
REL-QCO_SC-0000117,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,2,1.00,
REL-QCO_SC-0000118,QCO-00002,"2020 and subsequent amendments (e.g., Second Amendment Order, 2024; S.O. 5038(E))",SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,"2020 and subsequent amendments (e.g., Second Amendment Order, 2024; S.O. 5038(E))",,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,2,1.00,
REL-QCO_SC-0000119,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,3,1.00,
REL-QCO_SC-0000120,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,4,1.00,
REL-QCO_SC-0000121,QCO-00022,Electrical Equipment (Quality Control) Order,SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,Electrical Equipment (Quality Control) Order,,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,5,1.00,
REL-QCO_SC-0000122,QCO-00050,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Orders (including subsequent amendments and clarifications up to S.O. 239(E) dated January 16, 2026)",SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),ENFORCES,related_qco_text,related_qco_text,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Orders (including subsequent amendments and clarifications up to S.O. 239(E) dated January 16, 2026)",,F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,6,1.00,
REL-QCO_SC-0000123,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,2,1.00,
REL-QCO_SC-0000124,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,3,1.00,
REL-QCO_SC-0000125,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,4,1.00,
REL-QCO_SC-0000126,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,5,1.00,
REL-QCO_SC-0000127,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,6,1.00,
REL-QCO_SC-0000128,QCO-00043,Furniture (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,7,1.00,
REL-QCO_SC-0000129,QCO-00013,Domestic Pressure Cooker (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Domestic Pressure Cooker (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,8,1.00,
REL-QCO_SC-0000130,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,9,1.00,
REL-QCO_SC-0000131,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,10,1.00,
REL-QCO_SC-0000132,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,11,1.00,
REL-QCO_SC-0000133,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,12,1.00,
REL-QCO_SC-0000134,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,13,1.00,
REL-QCO_SC-0000135,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,14,1.00,
REL-QCO_SC-0000136,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,15,1.00,
REL-QCO_SC-0000137,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,16,1.00,
REL-QCO_SC-0000138,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,17,1.00,
REL-QCO_SC-0000139,QCO-00008,Cement (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,18,1.00,
REL-QCO_SC-0000140,QCO-00090,Toys (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,19,1.00,
REL-QCO_SC-0000141,QCO-00090,Toys (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,20,1.00,
REL-QCO_SC-0000142,QCO-00090,Toys (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,21,1.00,
REL-QCO_SC-0000143,QCO-00090,Toys (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,22,1.00,
REL-QCO_SC-0000144,QCO-00090,Toys (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,23,1.00,
REL-QCO_SC-0000145,QCO-00027,Flat Transparent Sheet Glass QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Flat Transparent Sheet Glass QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,24,1.00,
REL-QCO_SC-0000146,QCO-00078,Safety Glass (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,25,1.00,
REL-QCO_SC-0000147,QCO-00078,Safety Glass (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,26,1.00,
REL-QCO_SC-0000148,QCO-00061,Rubber Hose for LPG QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Rubber Hose for LPG QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,27,1.00,
REL-QCO_SC-0000149,QCO-00061,Rubber Hose for LPG QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Rubber Hose for LPG QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,28,1.00,
REL-QCO_SC-0000150,QCO-00005,Aluminium Foil (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Aluminium Foil (Quality Control) Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,29,1.00,
REL-QCO_SC-0000151,QCO-00083,Stainless Steel Pipes and Tubes QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,30,1.00,
REL-QCO_SC-0000152,QCO-00083,Stainless Steel Pipes and Tubes QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,31,1.00,
REL-QCO_SC-0000153,QCO-00024,Flashlights Quality Control Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Flashlights Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,32,1.00,
REL-QCO_SC-0000154,QCO-00017,Electrical Appliances QCO,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Electrical Appliances QCO,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,33,1.00,
REL-QCO_SC-0000155,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,34,1.00,
REL-QCO_SC-0000156,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,35,1.00,
REL-QCO_SC-0000157,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,36,1.00,
REL-QCO_SC-0000158,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,37,1.00,
REL-QCO_SC-0000159,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,38,1.00,
REL-QCO_SC-0000160,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,39,1.00,
REL-QCO_SC-0000161,QCO-00039,Footwear (Quality Control) Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,40,1.00,
REL-QCO_SC-0000162,QCO-00059,PPE Footwear Quality Control Order,SCH-00001,Scheme – I (ISI Mark Scheme),ENFORCES,related_qco_text,related_qco_text,PPE Footwear Quality Control Order,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,41,1.00,
REL-QCO_SC-0000163,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,2,1.00,
REL-QCO_SC-0000164,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,3,1.00,
REL-QCO_SC-0000165,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,4,1.00,
REL-QCO_SC-0000166,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,5,1.00,
REL-QCO_SC-0000167,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,6,1.00,
REL-QCO_SC-0000168,QCO-00043,Furniture (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Furniture (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,7,1.00,
REL-QCO_SC-0000169,QCO-00013,Domestic Pressure Cooker (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Domestic Pressure Cooker (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,8,1.00,
REL-QCO_SC-0000170,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,9,1.00,
REL-QCO_SC-0000171,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,10,1.00,
REL-QCO_SC-0000172,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,11,1.00,
REL-QCO_SC-0000173,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,12,1.00,
REL-QCO_SC-0000174,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,13,1.00,
REL-QCO_SC-0000175,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,14,1.00,
REL-QCO_SC-0000176,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,15,1.00,
REL-QCO_SC-0000177,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,16,1.00,
REL-QCO_SC-0000178,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,17,1.00,
REL-QCO_SC-0000179,QCO-00008,Cement (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Cement (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,18,1.00,
REL-QCO_SC-0000180,QCO-00090,Toys (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,19,1.00,
REL-QCO_SC-0000181,QCO-00090,Toys (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,20,1.00,
