relationship_id,is_id,canonical_is_number,fmcs_id,cml_licence_no,manufacturer_name,country,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_FMC-0001784,STD-00095,IS 10931,FMCS-01665,,Pacific Oleochemicals Sdn. Bhd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10931 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1785,1.00,
REL-IS_FMC-0001785,STD-00095,IS 10931,FMCS-03084,,PT Sari Dumai Oleo,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10931 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1786,1.00,
REL-IS_FMC-0001786,STD-00095,IS 10931,FMCS-01404,,PT. UNILEVER OLEOCHEMICAL INDONESIA,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10931 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1787,1.00,
REL-IS_FMC-0001787,STD-00095,IS 10931,FMCS-01316,,Palm-Oleo Sdn. Bhd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10931 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1788,1.00,
REL-IS_FMC-0001788,STD-00096,IS 10951,FMCS-01454,,Innopolytech Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1789,1.00,
REL-IS_FMC-0001789,STD-00096,IS 10951,FMCS-02456,,"I Colorful Corporation Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1790,1.00,
REL-IS_FMC-0001790,STD-00096,IS 10951,FMCS-01527,,Hitechcom Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1791,1.00,
REL-IS_FMC-0001791,STD-00096,IS 10951,FMCS-01538,,KUMYANG CHEMICAL CO. LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1792,1.00,
REL-IS_FMC-0001792,STD-00096,IS 10951,FMCS-01646,,Formosa Chemicals & Fibre Corporation Hai-Feng Plant,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1793,1.00,
REL-IS_FMC-0001793,STD-00096,IS 10951,FMCS-01619,,Ulsan PP Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1794,1.00,
REL-IS_FMC-0001794,STD-01041,IS 269,FMCS-01929,,Shaurya Cement Industries Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1795,1.00,
REL-IS_FMC-0001795,STD-01041,IS 269,FMCS-02181,,ATAL CEMENT PVT LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1796,1.00,
REL-IS_FMC-0001796,STD-01041,IS 269,FMCS-02383,,Mahashakti Cement Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1797,1.00,
REL-IS_FMC-0001797,STD-00096,IS 10951,FMCS-01551,,Formosa Plastics Corporation Lin-Yuan Polypropylene Plant,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1798,1.00,
REL-IS_FMC-0001798,STD-00096,IS 10951,FMCS-01901,,"ONEPOL CO., LTD",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1799,1.00,
REL-IS_FMC-0001799,STD-00229,IS 12795,FMCS-00948,,FARABI YANBU PETROCHEMICALS COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 12795 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1800,1.00,
REL-IS_FMC-0001800,STD-00096,IS 10951,FMCS-01902,,Lotte Chemical Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1801,1.00,
REL-IS_FMC-0001801,STD-00096,IS 10951,FMCS-01903,,Lotte Chemical Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1802,1.00,
REL-IS_FMC-0001802,STD-00096,IS 10951,FMCS-01904,,"NPK Co., Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1803,1.00,
REL-IS_FMC-0001803,STD-00096,IS 10951,FMCS-01924,,Abu Dhabi Polymers Co. Ltd (Borouge)-Sole Proprietorship L.L.C.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1804,1.00,
REL-IS_FMC-0001804,STD-00096,IS 10951,FMCS-01936,,HMC Polymers Limited Company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1805,1.00,
REL-IS_FMC-0001805,STD-00229,IS 12795,FMCS-00949,,FARABI PETROCHEMICALS COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 12795 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1806,1.00,
REL-IS_FMC-0001806,STD-00096,IS 10951,FMCS-01937,,The Polyolefin Company (Singapore) Pte. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1807,1.00,
REL-IS_FMC-0001807,STD-00096,IS 10951,FMCS-01809,,Poly Mirae,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1808,1.00,
REL-IS_FMC-0001808,STD-00096,IS 10951,FMCS-01836,,ExxonMobil Asia Pacific Pte Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1809,1.00,
REL-IS_FMC-0001809,STD-00096,IS 10951,FMCS-01871,,LCY CHEMICAL CORP.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1810,1.00,
REL-IS_FMC-0001810,STD-00096,IS 10951,FMCS-01727,,Hyundai Advanced Materials Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1811,1.00,
REL-IS_FMC-0001811,STD-00096,IS 10951,FMCS-01794,,Branch of Saudi Polyolefins Company (SPC),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1812,1.00,
REL-IS_FMC-0001812,STD-00096,IS 10951,FMCS-02440,,"HDC Hyundai Engineering Plastics Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1813,1.00,
REL-IS_FMC-0001813,STD-00096,IS 10951,FMCS-02476,,KINGFA SCI & TECH (MALAYSIA) SDN BHD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1814,1.00,
REL-IS_FMC-0001814,STD-00096,IS 10951,FMCS-01803,,Poly Mirae,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1815,1.00,
REL-IS_FMC-0001815,STD-00117,IS 11329,FMCS-03041,,Yoowon Inc.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1816,1.00,
REL-IS_FMC-0001816,STD-00126,IS 11513,FMCS-02866,,Mobarakeh Steel Company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11513 : 2017,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1817,1.00,
REL-IS_FMC-0001817,STD-01041,IS 269,FMCS-03135,,Lhaki Cement,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1818,1.00,
REL-IS_FMC-0001818,STD-00096,IS 10951,FMCS-01804,,Poly Mirae,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1819,1.00,
REL-IS_FMC-0001819,STD-00096,IS 10951,FMCS-01775,,Saudi Polyolefins Company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1820,1.00,
REL-IS_FMC-0001820,STD-00096,IS 10951,FMCS-01752,,Buseong Polycom (Thailand) Company Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1821,1.00,
REL-IS_FMC-0001821,STD-00096,IS 10951,FMCS-02397,,Arabian Petrochemical Company PETROKEMYA one person company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1822,1.00,
REL-IS_FMC-0001822,STD-00096,IS 10951,FMCS-02515,,Long Son Petrochemicals Company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1823,1.00,
REL-IS_FMC-0001823,STD-00096,IS 10951,FMCS-02250,,Lotte Chemical Titan (M) Sdn Bhd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1824,1.00,
REL-IS_FMC-0001824,STD-00096,IS 10951,FMCS-02253,,Lati Industria Termoplastici S.P.A,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1825,1.00,
REL-IS_FMC-0001825,STD-00096,IS 10951,FMCS-02302,,"Ichihara Works, Prime Polymer Co. Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1826,1.00,
REL-IS_FMC-0001826,STD-00096,IS 10951,FMCS-02303,,"Anesaki Works, Prime Polymer Co.; Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1827,1.00,
REL-IS_FMC-0001827,STD-00096,IS 10951,FMCS-02376,,Saudi Yanbu Petrochemical Co (Joint Venture SABIC and Mobil),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1828,1.00,
REL-IS_FMC-0001828,STD-00096,IS 10951,FMCS-02387,,POLYCHIM INDUSTRIE,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1829,1.00,
REL-IS_FMC-0001829,STD-00096,IS 10951,FMCS-01971,,OQ Polymers LLC,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1830,1.00,
REL-IS_FMC-0001830,STD-00096,IS 10951,FMCS-02025,,Hyundai Chemical Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1831,1.00,
REL-IS_FMC-0001831,STD-00289,IS 13428,FMCS-00767,,Jeju Special Self-Governing Province Development Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 13428 : 2024,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1832,1.00,
REL-IS_FMC-0001832,STD-00096,IS 10951,FMCS-02081,,BGFecomaterials Co. Ltd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1833,1.00,
REL-IS_FMC-0001833,STD-00096,IS 10951,FMCS-02137,,Japan Polypropylene Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1834,1.00,
REL-IS_FMC-0001834,STD-00096,IS 10951,FMCS-02126,,Japan Polypropylene Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1835,1.00,
REL-IS_FMC-0001835,STD-00096,IS 10951,FMCS-02127,,National Petrochemical Industrial Company-NATPET,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1836,1.00,
REL-IS_FMC-0001836,STD-00096,IS 10951,FMCS-02224,,"Jin Woo Polytech Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1837,1.00,
REL-IS_FMC-0001837,STD-00096,IS 10951,FMCS-02225,,S-Oil Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1838,1.00,
REL-IS_FMC-0001838,STD-00096,IS 10951,FMCS-03061,,Pengerang Petrochemical Company Sdn. Bhd. (PRefchem),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1839,1.00,
REL-IS_FMC-0001839,STD-00096,IS 10951,FMCS-03036,,"MIKA POLYTECH CO., LTD",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1840,1.00,
REL-IS_FMC-0001840,STD-00096,IS 10951,FMCS-03020,,"CEPLA Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1841,1.00,
REL-IS_FMC-0001841,STD-00096,IS 10951,FMCS-02888,,Petrochemical Industries (K.S.C),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1842,1.00,
REL-IS_FMC-0001842,STD-00096,IS 10951,FMCS-02882,,Buseong Polycom Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1843,1.00,
REL-IS_FMC-0001843,STD-00117,IS 11329,FMCS-01078,,M/s. GENERAL Air Conditioning Manufacturing (Thailand) Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1844,1.00,
REL-IS_FMC-0001844,STD-00096,IS 10951,FMCS-02893,,Yanbu National Petrochemical Co (Yansab),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1845,1.00,
REL-IS_FMC-0001845,STD-00096,IS 10951,FMCS-02921,,Advanced Petrochemical Company,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1846,1.00,
REL-IS_FMC-0001846,STD-00096,IS 10951,FMCS-02704,,OQ Refineries LLC,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1847,1.00,
REL-IS_FMC-0001847,STD-00096,IS 10951,FMCS-02572,,"Nan Ya Plastics Corporation, Xingang Plant",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1848,1.00,
REL-IS_FMC-0001848,STD-00096,IS 10951,FMCS-02581,,Saudi European Petrochemical Company IBN ZAHR,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1849,1.00,
REL-IS_FMC-0001849,STD-00096,IS 10951,FMCS-02582,,Saudi Kayan Petrochemical Company's (Saudi Kayan),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1850,1.00,
REL-IS_FMC-0001850,STD-00096,IS 10951,FMCS-01385,,Korea Petrochemical Ind. Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1851,1.00,
REL-IS_FMC-0001851,STD-00096,IS 10951,FMCS-01218,,HANWHA TOTAL PETROCHEMICAL CO. LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1852,1.00,
REL-IS_FMC-0001852,STD-00117,IS 11329,FMCS-01054,,Nikkei Siam Aluminium Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1853,1.00,
REL-IS_FMC-0001853,STD-00781,IS 17442,FMCS-00936,,HANWHA SOLUTIONS CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17442 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1854,1.00,
REL-IS_FMC-0001854,STD-00096,IS 10951,FMCS-01285,,RABIGH REFINERY & PETRO-CHEMICAL COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1855,1.00,
REL-IS_FMC-0001855,STD-00096,IS 10951,FMCS-01055,,WESTERN SIBERIAN PETROCHEMICAL COMPLEX LIMITED LIABILITY COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1856,1.00,
REL-IS_FMC-0001856,STD-00096,IS 10951,FMCS-00997,,"Hyosung Vina Chemicals Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 10951 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1857,1.00,
REL-IS_FMC-0001857,STD-00105,IS 11169,FMCS-01095,,"Daido Steel Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1858,1.00,
REL-IS_FMC-0001858,STD-00105,IS 11169,FMCS-01112,,"MIYAZAKI SEIKO CO., LTD",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1859,1.00,
REL-IS_FMC-0001859,STD-00105,IS 11169,FMCS-01313,,VOESTALPINE WIRE AUSTRIA GMBH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1860,1.00,
REL-IS_FMC-0001860,STD-00105,IS 11169,FMCS-00737,,"Jiangsu Shagang Group Co., Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1861,1.00,
REL-IS_FMC-0001861,STD-00105,IS 11169,FMCS-00736,,"Jiangsu Yonggang Group Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1862,1.00,
REL-IS_FMC-0001862,STD-00229,IS 12795,FMCS-01393,,Iran Chemical Industries Investment Co.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 12795 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1863,1.00,
REL-IS_FMC-0001863,STD-00105,IS 11169,FMCS-00545,,NIPPON STEEL SUMITOMO METAL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1864,1.00,
REL-IS_FMC-0001864,STD-00105,IS 11169,FMCS-00526,,NIPPON STEEL & SUMITOMO METAL CORPORTION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1865,1.00,
REL-IS_FMC-0001865,STD-00105,IS 11169,FMCS-00614,,DAEHO SPECIAL STEEL VINA CO LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1866,1.00,
REL-IS_FMC-0001866,STD-00105,IS 11169,FMCS-00593,,SUGITA WIRE LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1867,1.00,
REL-IS_FMC-0001867,STD-00105,IS 11169,FMCS-00585,,HYUNDAI SPECIAL STEEL COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1868,1.00,
REL-IS_FMC-0001868,STD-00105,IS 11169,FMCS-00643,,Formosa Ha Tinh Steel Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1869,1.00,
REL-IS_FMC-0001869,STD-00105,IS 11169,FMCS-00648,,"Sanyo Special Steel Co., Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1870,1.00,
REL-IS_FMC-0001870,STD-00117,IS 11329,FMCS-00944,,"MITSUBISHI HEAVY INDUSTRIES-MAHAJAK AIR CONDITIONERS CO., LTD.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1871,1.00,
REL-IS_FMC-0001871,STD-00105,IS 11169,FMCS-00502,,POSCO Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1872,1.00,
REL-IS_FMC-0001872,STD-00105,IS 11169,FMCS-00521,,SeAH Special Steel Co. Ltd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1873,1.00,
REL-IS_FMC-0001873,STD-00105,IS 11169,FMCS-00522,,"QINGDAO SPECIAL IRON AND STEEL CO., LTD",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1874,1.00,
REL-IS_FMC-0001874,STD-00105,IS 11169,FMCS-02940,,"Meihoku Kogyo Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1875,1.00,
REL-IS_FMC-0001875,STD-00105,IS 11169,FMCS-03002,,SeAH Changwon Integrated Special Steel Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1876,1.00,
REL-IS_FMC-0001876,STD-00105,IS 11169,FMCS-01475,,"Nippon Steel Steel Processing (Thailand) Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1877,1.00,
REL-IS_FMC-0001877,STD-00105,IS 11169,FMCS-01446,,P.T.Ispat Indo,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1878,1.00,
REL-IS_FMC-0001878,STD-00117,IS 11329,FMCS-00953,,"SAMSUNG ELECTRONICS CO., LTD.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1879,1.00,
REL-IS_FMC-0001879,STD-00117,IS 11329,FMCS-00935,,"MITSUBISHI HEAVY INDUSTRIES-MAHAJAK AIR CONDITIONERS CO., LTD.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1880,1.00,
REL-IS_FMC-0001880,STD-00105,IS 11169,FMCS-01462,,New Best Wire Industrial Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1881,1.00,
REL-IS_FMC-0001881,STD-00107,IS 11169 (Part 2),FMCS-01590,,Nippon Seisen Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11169 (Part 2) : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1882,1.00,
REL-IS_FMC-0001882,STD-00117,IS 11329,FMCS-01648,,DAIKIN MALAYSIA SDN. BHD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1883,1.00,
REL-IS_FMC-0001883,STD-00117,IS 11329,FMCS-01869,,DAIKIN INDUSTRIES(THAILAND) LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1884,1.00,
REL-IS_FMC-0001884,STD-00117,IS 11329,FMCS-02008,,Mitsubishi Electric Consumer Products (Thailand) Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1885,1.00,
REL-IS_FMC-0001885,STD-00117,IS 11329,FMCS-02396,,Walton Hi-Tech Industries PLC,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1886,1.00,
REL-IS_FMC-0001886,STD-00117,IS 11329,FMCS-02583,,Sanhua Industry (Thailand) Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1887,1.00,
REL-IS_FMC-0001887,STD-00117,IS 11329,FMCS-02714,,DI SYSTEM CO. LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1888,1.00,
REL-IS_FMC-0001888,STD-00117,IS 11329,FMCS-00728,,"GD Midea Air-Conditioning Equipment Co, Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1889,1.00,
REL-IS_FMC-0001889,STD-00117,IS 11329,FMCS-01243,,"AST CO., Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 11329 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,1890,1.00,
