file_id,original_filename,sheet_name,column_index,exact_column_name,normalized_column_name,data_type,semantic_type,total_rows,non_null_rows,null_rows,placeholder_null_rows,unique_count,duplicate_count,percentage_populated,percentage_informative,multivalue_ratio,is_multivalue_field,example_values
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,5,fineness,fineness,string,IS_NUMBER,14,14,0,0,7,7,100.0,100.0,0.286,NO,"Gold jewellery and gold artefacts covered by the applicable BIS standa || Same as principal order || 14K/585, 18K/750 and 22K/916"
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,6,mandatory_status,mandatory_status,string,MANDATORY_FLAG,14,14,0,0,3,11,100.0,100.0,0.0,NO,Mandatory within the notified scope || Mandatory || Mandatory where brought under applicable mandatory hallmarking provisi
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,7,geographical_applicability,geographical_applicability,string,UNCLASSIFIED_STRING,14,14,0,0,9,5,100.0,100.0,0.071,NO,District-based applicability established through subsequent amendments || Same geographical framework as principal order || Same geographical framework
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,8,district_phase,district_phase,string,UNCLASSIFIED_STRING,14,14,0,0,14,0,100.0,100.0,0.071,NO,Principal Order || Pre-phased implementation || Pre-Phase-I transition
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,9,effective_date,effective_date,string,EFFECTIVE_DATE,14,14,0,0,14,0,100.0,100.0,0.143,NO,"15-Jan-2021 as originally provided, subsequently modified by amendment || 01-Jun-2021 || 16-Jun-2021"
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,10,amendment,amendment,string,FREE_TEXT,14,14,0,0,14,0,100.0,100.0,0.286,NO,Principal order establishing mandatory hallmarking framework || Changed commencement date of principal order from 15-Jan-2021 to 01-Ju || Further changed commencement date to 16-Jun-2021
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,11,exemption,exemption,string,UNCLASSIFIED_STRING,14,14,0,0,6,8,100.0,100.0,0.143,NO,Articles meant for export to foreign buyers according to specification || Principal-order exemptions continue || Export/re-import according to Government trade policy; articles intend
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,12,supersession,supersession,string,UNCLASSIFIED_STRING,14,14,0,0,10,4,100.0,100.0,0.286,NO,"Continues as principal order, subject to all subsequent amendments || Amends S.O. 205(E) || Amends S.O. 205(E), as amended by S.O. 3513(E)"
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,13,document_URL,document_url,string,DOCUMENT_URL,14,14,0,0,8,6,100.0,100.0,0.0,NO,Official BIS Order PDF || Official BIS amendment document || Official BIS QCO/amendment PDF
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,14,source_URL,source_url,url,SOURCE_URL,14,14,0,0,1,13,100.0,100.0,0.0,NO,https://www.bis.gov.in/hallmarking-overview/mandatory-hallmarking-orde || https://www.bis.gov.in/hallmarking-overview/mandatory-hallmarking-orde || https://www.bis.gov.in/hallmarking-overview/mandatory-hallmarking-orde
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,1,notification_id,notification_id,string,PRIMARY_KEY_ID,31,31,0,0,31,0,100.0,100.0,0.0,NO,NOTIF-FURN-001 || NOTIF-FURN-002 || NOTIF-FURN-003
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,2,notification_number,notification_number,string,UNCLASSIFIED_STRING,31,31,0,0,29,2,100.0,100.0,0.0,NO,S.O. 801(E) || S.O. 774(E) || S.O. 777(E)
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,3,title,title,string,TITLE,31,31,0,0,26,5,100.0,100.0,0.774,YES,"Furniture (Quality Control) Order, 2025 || Furniture QCO amendment || Transition Facilitation (Quality Control) Order, 2026"
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,4,type,type,string,CATEGORY,31,31,0,0,6,25,100.0,100.0,0.0,NO,Original QCO || Amendment || Transition
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,5,date,date,string,DATE,31,31,0,0,26,5,100.0,100.0,0.0,NO,13-Feb-2025 || 13-Feb-2026 || 02-Mar-2026
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,6,effective_date,effective_date,string,EFFECTIVE_DATE,31,31,0,0,12,19,100.0,100.0,0.097,NO,12 months after publication; MSME provisions differ || As stated || As specified
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,7,ministry,ministry,string,AUTHORITY_OR_PARTY,31,31,0,0,1,30,100.0,100.0,1.0,YES,Ministry of Commerce and Industry
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,8,department,department,string,AUTHORITY_OR_PARTY,31,31,0,0,1,30,100.0,100.0,0.0,NO,DPIIT
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,subject,subject,string,TITLE,31,31,0,0,28,3,100.0,100.0,0.0,NO,Mandatory Standard Mark for furniture || Modification of Furniture QCO provisions || Modification of implementation provisions
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,10,related_QCO,related_qco,string,QCO_REFERENCE,31,31,0,0,19,12,100.0,100.0,0.032,NO,Furniture QCO 2025 || Domestic Pressure Cooker QCO 2020 || Cement QCO 2003
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,11,related_IS,related_is,string,IS_RELATIONSHIP,31,31,0,0,20,11,100.0,100.0,0.226,NO,IS 17631–17636 || IS 2347 || IS 12330; IS 12600; IS 1489 P1/P2; IS 269; IS 455; IS 8041; IS 8042; I
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,12,related_amendment,related_amendment,string,UNCLASSIFIED_STRING,31,31,0,0,13,18,100.0,100.0,0.0,NO,— || Furniture QCO amendment || Transition
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,13,document_URL,document_url,string,DOCUMENT_URL,31,31,0,0,14,17,100.0,100.0,0.0,NO,https://bis.gov.in/wp-content/uploads/2025/02/Furniture-QCO-17-02-2025 || BIS Scheme-I || https://www.bis.gov.in/wp-content/uploads/2020/01/Pressure_cooker_QCO.
F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,14,source_URL,source_url,string,SOURCE_URL,31,31,0,0,1,30,100.0,100.0,0.0,NO,BIS Scheme-I
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,1,manual_id,manual_id,string,PRIMARY_KEY_ID,40,40,0,0,36,4,100.0,100.0,0.0,NO,PM/IS17631/1 || PM/IS17632/2/Jun25 || PM/IS17633/1/Dec22
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,2,IS_number,is_number,string,IS_NUMBER,40,40,0,0,40,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,3,product,product,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.2,NO,Work Chairs || General Purpose Chairs and Stools || Tables and Desks
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,4,manual_title,manual_title,string,TITLE,40,40,0,0,37,3,100.0,100.0,0.175,NO,Product Manual for Work Chairs According to IS 17631:2022 || Product Manual for General Purpose Chairs and Stools According to IS 1 || Product Manual for Tables and Desks According to IS 17633:2022
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,version,version,mixed(int|string),UNCLASSIFIED_STRING,40,40,0,0,11,29,100.0,100.0,0.025,NO,1 / latest indexed manual || 2 || 1
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,revision_date,revision_date,string,DATE,40,40,0,0,11,29,100.0,100.0,0.0,NO,Jun-2025 || Dec-2022* || Sep-2022
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,scheme,scheme,string,SCHEME_NAME,40,40,0,0,1,39,100.0,100.0,0.0,NO,Scheme-I
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,scope,scope,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,0.075,NO,Work chairs covered by IS 17631:2022 || Chairs/stools; Type 1 domestic and Type 2 institutional; defined model || Tables and desks
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,raw_material_requirements,raw_material_requirements,string,UNCLASSIFIED_STRING,40,40,0,2,34,4,100.0,95.0,0.316,YES,As specified in IS; manufacturer declaration/control applicable || Nil stated in manual || As specified in IS/manual
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,process_requirements,process_requirements,string,UNCLASSIFIED_STRING,40,40,0,0,40,0,100.0,100.0,0.575,YES,"Manufacturing/fabrication or ready-to-assemble requirements; design/wo || Manufacturing/fabrication or ready-to-assemble; design/workmanship con || Construction, workmanship and conformity to dimensional/performance re"
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,testing_requirements,testing_requirements,string,UNCLASSIFIED_STRING,40,40,0,0,40,0,100.0,100.0,0.85,YES,"Dimensions, surface performance, stability/strength/durability as appl || Design/workmanship; dimensions; surface performance; stability, static || Dimensional, surface-performance, stability/strength/durability tests "
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,sampling_guidelines,sampling_guidelines,string,UNCLASSIFIED_STRING,40,40,0,0,14,26,100.0,100.0,0.075,NO,See manual sampling section/annex || 2 chairs for dimensional/safety; material/fabric/leather pieces for su || See manual/annex
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,test_equipment,test_equipment,string,UNCLASSIFIED_STRING,40,40,0,0,8,32,100.0,100.0,0.025,NO,"See Annex-B || Annex-B; micrometer, Vernier caliper, tape, steel scale, protractor pl || Annex-B"
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,marking_requirements,marking_requirements,string,UNCLASSIFIED_STRING,40,40,0,0,18,22,100.0,100.0,0.225,NO,Standard Mark as per licence and IS requirements || Standard Mark on each product; IS 17632 Cl. 9; additional BIS certific || Standard Mark as per licence/IS
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,SIT_STI,sit_sti,string,UNCLASSIFIED_STRING,40,40,0,0,8,32,100.0,100.0,0.05,NO,See Annex-C || Annex-C; quality assurance plan and routine/subcontracted testing || Annex-C
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,grouping_guidelines,grouping_guidelines,string,UNCLASSIFIED_STRING,40,40,0,3,15,22,100.0,92.5,0.027,NO,See Annex-A || Same category/material/construction and dimensions within ±10% of lead || Annex-A
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,licensing_requirements,licensing_requirements,string,UNCLASSIFIED_STRING,40,40,0,0,16,24,100.0,100.0,0.025,NO,BIS licence under Scheme-I; scope by product/model || Licence scope by product/type/category/model || Licence with defined product/model scope
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,inspection_requirements,inspection_requirements,string,UNCLASSIFIED_STRING,40,40,0,0,14,26,100.0,100.0,0.3,NO,"Factory surveillance, testing and records as specified by manual || Rotation of models; in-house/common/subcontracted testing; test record || Factory inspection and surveillance with testing records"
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,document_URL,document_url,string,DOCUMENT_URL,40,40,0,0,9,31,100.0,100.0,0.0,NO,BIS Product Manual PDF || BIS manual || BIS Circular / revised PM
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,source_URL,source_url,string,SOURCE_URL,40,40,0,0,1,39,100.0,100.0,0.0,NO,BIS Product Manuals
F011,BIS_Products_Details.xlsx,Products_Details,1,product_id,product_id,string,PRODUCT_ID,40,40,0,0,40,0,100.0,100.0,0.0,NO,PROD_IS17631_CHAIRS || PROD_IS17632_CHAIRS || PROD_IS17633_TABLES
F011,BIS_Products_Details.xlsx,Products_Details,2,product_name,product_name,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.225,NO,Work Chairs || General Purpose Chairs and Stools || Tables and Desks
F011,BIS_Products_Details.xlsx,Products_Details,3,alternate_names,alternate_names,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.65,YES,"Office Chairs, Ergonomic Task Chairs, Desk Chairs || Side Chairs, Visitor Chairs, Dining Stools || Workstations, Office Desks, Study Tables"
F011,BIS_Products_Details.xlsx,Products_Details,4,category,category,string,CATEGORY,40,40,0,0,13,27,100.0,100.0,0.0,NO,Furniture || Mechanical & Domestic Goods || Civil Engineering
F011,BIS_Products_Details.xlsx,Products_Details,5,subcategory,subcategory,string,CATEGORY,40,40,0,0,17,23,100.0,100.0,0.0,NO,Seating Furniture || Office & Domestic Desks || Storage Furniture
F011,BIS_Products_Details.xlsx,Products_Details,6,description,description,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,0.925,YES,"Covers safety, strength, stability, durability, and ergonomic requirem || Specifies safety and strength specifications for general purpose non-o || Covers structural performance, stability, and load-bearing requirement"
F011,BIS_Products_Details.xlsx,Products_Details,7,keywords,keywords,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,1.0,YES,"work chair, office chair, ergonomic seating, task chair || general purpose chair, stools, visitor seating || tables, desks, office workstations, study table"
F011,BIS_Products_Details.xlsx,Products_Details,8,related_IS_numbers,related_is_numbers,string,IS_RELATIONSHIP,40,40,0,0,40,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F011,BIS_Products_Details.xlsx,Products_Details,9,related_QCOs,related_qcos,string,QCO_REFERENCE,40,40,0,0,13,27,100.0,100.0,0.175,NO,Furniture (Quality Control) Order || Domestic Pressure Cooker (Quality Control) Order || Cement (Quality Control) Order
F011,BIS_Products_Details.xlsx,Products_Details,10,related_schemes,related_schemes,string,UNCLASSIFIED_STRING,40,40,0,0,1,39,100.0,100.0,0.0,NO,Scheme-I (ISI Mark)
F011,BIS_Products_Details.xlsx,Products_Details,11,source_URL,source_url,string,SOURCE_URL,40,40,0,0,2,38,100.0,100.0,0.0,NO,Product Specific Information || Products under Compulsory Certification
F012,BIS_Products_Full_Information.xlsx,Products_Details,1,product_id,product_id,string,PRODUCT_ID,40,40,0,0,40,0,100.0,100.0,0.0,NO,27280 (from standard record endpoint) || IS 17632:2022 || IS 17633:2022
F012,BIS_Products_Full_Information.xlsx,Products_Details,2,product_name,product_name,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.275,NO,Work Chairs - Specification || General Purpose Chairs and Stools - Specification || Tables and Desks - Specification
F012,BIS_Products_Full_Information.xlsx,Products_Details,3,alternate_names,alternate_names,string,PRODUCT_NAME,40,40,0,0,37,3,100.0,100.0,0.4,YES,None / Not specified (Superseding IS: None) || None (New Standard superseding previous general seating standards) || None (New Standard)
F012,BIS_Products_Full_Information.xlsx,Products_Details,4,category,category,string,CATEGORY,40,40,0,0,18,22,100.0,100.0,0.075,NO,Civil Engineering Department (CED) || Mechanical Engineering Department (MED) || Civil Engineering / Construction Materials
F012,BIS_Products_Full_Information.xlsx,Products_Details,5,subcategory,subcategory,string,CATEGORY,40,40,0,0,26,14,100.0,100.0,0.025,NO,"CED 35 (Furniture Sectional Committee) || MED 33 (Utensils, Cutlery and Domestic Hardware Sectional Committee) || Hydraulic Binders / Special Portland Cements"
F012,BIS_Products_Full_Information.xlsx,Products_Details,6,description,description,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,1.0,YES,"IS 17631: 2022 deals with specifications for work chairs, which includ || Specifies performance, safety, strength, stability, and durability req || Covers safety, stability, strength, and structural performance require"
F012,BIS_Products_Full_Information.xlsx,Products_Details,7,keywords,keywords,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,1.0,YES,"Ergonomic office chairs, durable work chairs, adjustable chairs, offic || General purpose chairs, stools, seating furniture, chair stability, du || Tables, desks, office tables, study desks, stability testing, furnitur"
F012,BIS_Products_Full_Information.xlsx,Products_Details,8,related_IS_numbers,related_is_numbers,string,IS_RELATIONSHIP,40,40,0,0,38,2,100.0,100.0,0.775,YES,"IS 17631:2022 (Amendment: 1) || IS 17632:2022 (Amendment: 1), IS 17637 || IS 17633:2022 (Amendment: 1)"
F012,BIS_Products_Full_Information.xlsx,Products_Details,9,related_QCOs,related_qcos,string,QCO_REFERENCE,40,40,0,0,19,21,100.0,100.0,0.15,NO,2 Gazette Documents listed (Click to download section) || Furniture (Quality Control) Order || Furniture (Quality Control) Order (2 Gazette Documents)
F012,BIS_Products_Full_Information.xlsx,Products_Details,10,related_schemes,related_schemes,string,UNCLASSIFIED_STRING,40,40,0,0,7,33,100.0,100.0,0.175,NO,"Product Specification (Product Manual & SIT: 1, Active Licenses: 40, L || Product Specification (Scheme-I, ISI Mark) || Product Specification (Product Manual & SIT: 1, Active Licenses: 79, L"
F012,BIS_Products_Full_Information.xlsx,Products_Details,11,source_URL,source_url,string,SOURCE_URL,40,40,0,0,3,37,100.0,100.0,0.0,NO,Indian Standards - BIS Connect || Standard Details - Bureau of Indian Standards || BIS Connect - IS Details
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,1,product_id,product_id,string,PRODUCT_ID,40,40,0,0,40,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,2,product_name,product_name,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.275,NO,Work Chairs - Specification || General Purpose Chairs and Stools - Specification || Tables and Desks - Specification
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,3,alternate_names,alternate_names,string,PRODUCT_NAME,40,40,0,0,37,3,100.0,100.0,0.4,YES,None / Not specified (Superseding IS: None) || None (New Standard superseding previous general seating standards) || None (New Standard)
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,4,category,category,string,CATEGORY,40,40,0,0,18,22,100.0,100.0,0.075,NO,Civil Engineering Department (CED) || Mechanical Engineering Department (MED) || Civil Engineering / Construction Materials
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,5,subcategory,subcategory,string,CATEGORY,40,40,0,0,26,14,100.0,100.0,0.025,NO,"CED 35 (Furniture Sectional Committee) || MED 33 (Utensils, Cutlery and Domestic Hardware Sectional Committee) || Hydraulic Binders / Special Portland Cements"
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,6,description,description,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,1.0,YES,"IT IS 17631: 2022 deals with specifications for work chairs, which inc || Specifies performance, safety, strength, stability, and durability req || Covers safety, stability, strength, and structural performance require"
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,7,keywords,keywords,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,1.0,YES,"Ergonomic office chairs, durable work chairs, adjustable chairs, offic || General purpose chairs, stools, seating furniture, chair stability, du || Tables, desks, office tables, study desks, stability testing, furnitur"
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,8,related_IS_numbers,related_is_numbers,string,IS_RELATIONSHIP,40,40,0,0,38,2,100.0,100.0,0.775,YES,"IS 17631:2022 (Amendment: 1) || IS 17632:2022 (Amendment: 1), IS 17637 || IS 17633:2022 (Amendment: 1)"
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,9,related_QCOs,related_qcos,string,QCO_REFERENCE,40,40,0,0,19,21,100.0,100.0,0.15,NO,2 Gazette Documents listed (Click to download section) || Furniture (Quality Control) Order || Furniture (Quality Control) Order (2 Gazette Documents)
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,10,related_schemes,related_schemes,string,UNCLASSIFIED_STRING,40,40,0,0,7,33,100.0,100.0,0.175,NO,"Product Specification (Product Manual & SIT: 1, Active Licenses: 40, L || Product Specification (Scheme-I, ISI Mark) || Product Specification (Product Manual & SIT: 1, Active Licenses: 79, L"
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,11,source_URL,source_url,string,SOURCE_URL,40,40,0,0,3,37,100.0,100.0,0.0,NO,Indian Standards - BIS Connect || Standard Details - Bureau of Indian Standards || BIS Connect - IS Details
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,1,qco_id,qco_id,string,QCO_ID,40,40,0,0,13,27,100.0,100.0,0.0,NO,QCO-FURNITURE-2025 || QCO-PRESSURE-COOKER-2020 || QCO-CEMENT-2003
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,2,qco_name,qco_name,string,QCO_REFERENCE,40,40,0,0,13,27,100.0,100.0,1.0,YES,"Furniture (Quality Control) Order, 2025 || Domestic Pressure Cooker (Quality Control) Order, 2020 || Cement (Quality Control) Order, 2003"
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,3,qco_number,qco_number,string,QCO_REFERENCE,40,40,0,0,1,39,100.0,100.0,0.0,NO,Not stated
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,4,product,product,string,PRODUCT_NAME,40,40,0,0,40,0,100.0,100.0,0.2,NO,Work chairs || General purpose chairs and stools || Tables and desks
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,5,IS_numbers,is_numbers,string,IS_RELATIONSHIP,40,40,0,0,40,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,6,notification_number,notification_number,string,UNCLASSIFIED_STRING,40,40,0,0,13,27,100.0,100.0,0.0,NO,S.O. 801(E) || S.O. 294(E) || S.O. 191(E)
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,7,notification_date,notification_date,string,DATE,40,40,0,0,13,27,100.0,100.0,0.0,NO,13-Feb-2025 || 21-Jan-2020 || 17-Feb-2003
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,8,effective_date,effective_date,string,EFFECTIVE_DATE,40,40,0,0,11,29,100.0,100.0,0.025,NO,14-Feb-2026 || 01-Aug-2020 || As applicable to latest notified IS edition
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,9,ministry,ministry,string,AUTHORITY_OR_PARTY,40,40,0,0,1,39,100.0,100.0,1.0,YES,Ministry of Commerce and Industry
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,10,department,department,string,AUTHORITY_OR_PARTY,40,40,0,0,2,38,100.0,100.0,0.025,NO,Department for Promotion of Industry and Internal Trade (DPIIT) || DPIIT
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,11,mandatory_status,mandatory_status,string,MANDATORY_FLAG,40,40,0,0,1,39,100.0,100.0,0.0,NO,Mandatory
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,12,schemes,schemes,string,SCHEME_NAME,40,40,0,0,1,39,100.0,100.0,0.0,NO,Scheme-I
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,13,scope,scope,string,DESCRIPTIVE_TEXT,40,40,0,0,40,0,100.0,100.0,0.275,NO,Work chairs || General purpose chairs and stools || Tables and desks
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,14,exclusions,exclusions,string,DESCRIPTIVE_TEXT,40,40,0,0,14,26,100.0,100.0,0.375,YES,Goods/articles manufactured domestically for export; exemptions/transi || Same QCO exclusions || Export and order-specific exemptions
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,15,amendments,amendments,string,UNCLASSIFIED_STRING,40,40,0,0,17,23,100.0,100.0,0.4,YES,"S.O. 774(E), 13-Feb-2026; S.O. 777(E), 13-Feb-2026; S.O. 1125(E), 02-M || S.O. 774(E); S.O. 777(E); S.O. 1125(E) || S.O. 2019(E), 23-Jun-2020"
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,16,extensions,extensions,string,UNCLASSIFIED_STRING,40,40,0,0,11,29,100.0,100.0,0.35,YES,"Transition Facilitation (Quality Control) Order, 2026, S.O. 3417(E), 2 || S.O. 3417(E), 25-Jun-2026 || Not separately stated"
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,17,deferments,deferments,string,UNCLASSIFIED_STRING,40,40,0,0,6,34,100.0,100.0,0.0,NO,Transition provisions for covered enterprises || Transition provisions || Not separately stated
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,18,corrigendas,corrigendas,string,UNCLASSIFIED_STRING,40,40,0,0,1,39,100.0,100.0,0.0,NO,Not separately stated
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,19,supersession,supersession,string,UNCLASSIFIED_STRING,40,40,0,0,8,32,100.0,100.0,0.075,NO,Not separately stated || Latest standard provision applies; BIS Scheme-I page currently display || Current Cement QCO
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,20,current_status,current_status,string,STATUS,40,40,0,0,3,37,100.0,100.0,0.025,NO,Active || QCO Active; supplied IS 2347:2023 should be retained as requested but  || Active QCO / current standard version differs from supplied year
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,21,official_document_URL,official_document_url,string,DOCUMENT_URL,40,40,0,0,11,29,100.0,100.0,0.05,NO,Furniture QCO 2025 || Pressure Cooker QCO || Cement QCO source
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,22,source_URL,source_url,string,SOURCE_URL,40,40,0,0,2,38,100.0,100.0,0.0,NO,BIS Scheme-I page || BIS Cement mandatory standards
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,1,qco_id,qco_id,int,QCO_ID,15,15,0,0,15,0,100.0,100.0,0.0,NO,1 || 2 || 3
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,qco_name,qco_name,string,QCO_REFERENCE,15,15,0,0,13,2,100.0,100.0,0.933,YES,"Furniture (Quality Control) Order, 2025 || Domestic Pressure Cooker (Quality Control) Order, 2020 || Cement (Quality Control) Order, 2003"
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,3,qco_number,qco_number,string,QCO_REFERENCE,15,15,0,0,13,2,100.0,100.0,0.0,NO,Notified 13 Feb 2025 || S.O. 294(E) || S.O. 191(E)
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,4,product,product,string,PRODUCT_NAME,15,15,0,0,15,0,100.0,100.0,0.333,YES,"Work Chairs, Desks, Tables, Storage Units, Beds, Bunk Beds || Domestic Pressure Cooker || Cement Varieties"
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,5,IS_numbers,is_numbers,string,IS_RELATIONSHIP,15,15,0,0,15,0,100.0,100.0,0.267,NO,"IS 17631:2022 to IS 17636:2022 || IS 2347:2017 / 2023 || IS 12330, IS 12600, IS 1489 (Pt 1 & 2), IS 269, IS 455, IS 8041, IS 80"
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,6,notification_number,notification_number,string,UNCLASSIFIED_STRING,15,15,0,0,13,2,100.0,100.0,0.0,NO,Notified 13 Feb 2025 || S.O. 294(E) || S.O. 191(E)
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,7,notification_date,notification_date,mixed(date|int|string),DATE,15,15,0,0,13,2,100.0,100.0,0.0,NO,13-02-2025 || 21-01-2020 || 17-02-2003
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,8,effective_date,effective_date,string,EFFECTIVE_DATE,15,15,0,14,1,0,100.0,6.67,0.0,NO,Staggered MSME dates
