file_id,original_filename,sheet_index,sheet_name,sheet_state,row_count,column_count,headers,non_empty_rows,non_empty_columns,empty_columns,null_cell_count,placeholder_null_count,unique_row_count,duplicate_row_count,merged_cells,merged_ranges,formula_cells,hyperlink_cells,hidden_rows,hidden_columns,data_types,date_columns,url_columns,is_number_columns,qco_columns,scheme_columns,laboratory_columns,multivalue_columns,content_sha256_ordered,content_sha256_rowset,structural_issue,repair_rule,notes
F033,bis_circulars (1).csv,1,bis_circulars (1),visible,160,11,circular_id | circular_number | title | issuing_authority | release_date | effective_date | subject | related_IS | implementation_instructions | document_URL | source_URL,160,10,circular_number,387,0,160,0,0,,0,0,,,circular_id:string;circular_number:empty;title:string;issuing_authority:string;release_date:date;effective_date:mixed(date|string);subject:string;related_is:string;implementation_instructions:string;document_url:url;source_url:url,release_date;effective_date,document_URL;source_URL,related_IS,,,,related_IS;implementation_instructions,09397238b32825c09cf2dab3e5d30a9db4aa62122788b932573fe2984a6ef22b,098fcae87819c7ac630bf976ddd97199d827843b25298793def4d93d1dc22d56,,,sheet fully analysed
F034,bis_gazette_notification.csv,1,bis_gazette_notification,visible,1798,4,id | related_IS | title | __unnamed_3,1796,4,,2348,0,936,862,0,,0,0,,,id:mixed(float|int|string);related_is:string;title:string;unnamed_3:string,,,related_IS,,,,__unnamed_3,c3e2e7c0e602ae8a470e350930cf8cf551a2f96f28198c5748cdf6fa5ba59597,12d9914f2fdaad1bede1ccb5351342b44ad52fda706a394665af5c3b5c304b9a,RAGGED_ROWS_WIDER_THAN_HEADER,,sheet fully analysed
F035,bis_laboratories.csv,1,bis_laboratories,visible,431,11,lab_id | lab_name | lab_type | address | city | state | pin | contact_details | accreditation_validity | tested_IS_numbers | source_URL,431,11,,416,69,431,0,0,,0,0,,,lab_id:int;lab_name:string;lab_type:string;address:mixed(date|string);city:string;state:string;pin:int;contact_details:string;accreditation_validity:string;tested_is_numbers:string;source_url:url,accreditation_validity,source_URL,tested_IS_numbers,,,lab_id;lab_name;lab_type,lab_name;address;contact_details;accreditation_validity;tested_IS_numbers,d12d07fbd70d41f2f844b2dee019e25af575613f3581b1ab35903dabe9e46921,809642d66a1326c5056d2aca1ab91940de264d27cf8574f26bf313bb793b6037,,,sheet fully analysed
F036,bis_product_certification_faq (1).csv,1,bis_product_certification_faq (1),visible,28,8,faq_id | question | answer | category | related_IS | related_product | related_scheme | source_URL,28,8,,0,0,28,0,0,,0,0,,,faq_id:string;question:string;answer:string;category:string;related_is:string;related_product:string;related_scheme:string;source_url:url,,source_URL,related_IS,,,,answer,eade9b5caf040af0d0e5e265d570303765f9244a5801bc91577dded43da8a65a,c598838ceb4c65cd5a86404f0bbddf3312e55e664256aeb89c27f66fff7ea4b0,,,sheet fully analysed
F037,bis_product_certifications.csv,1,bis_product_certifications,visible,71,9,scheme_id | scheme_name | guideline_title | applicability | application_procedure | fee_structure | inspection_testing_norm | document_URL | source_URL,71,9,,128,0,71,0,0,,0,0,,,scheme_id:string;scheme_name:string;guideline_title:string;applicability:string;application_procedure:string;fee_structure:string;inspection_testing_norm:string;document_url:url;source_url:url,,document_URL;source_URL,,,scheme_id;scheme_name,,applicability;application_procedure;fee_structure;inspection_testing_norm,92028e8abdbf6bb5466fef5eac3b6f5b41bcb0432ebe6fe6443ddf4be961f4b1,2b46e33fd43f04bc4d5b93d7a7277bb2509a775118e08162ef62c30969b85e87,,,sheet fully analysed
F038,bis_topic17_hallmarking_centres.csv,1,bis_topic17_hallmarking_centres,visible,1658,14,centre_id | centre_name | centre_code | address | city | district | state | pin | recognition_status | recognition_status_raw | validity | scope | services | source_URL,1658,14,,0,0,1658,0,0,,0,0,,,centre_id:string;centre_name:string;centre_code:string;address:mixed(date|string);city:string;district:mixed(int|string);state:string;pin:int;recognition_status:string;recognition_status_raw:string;validity:date;scope:string;services:string;source_url:url,validity,source_URL,,,,,address,bad4d93e7fc84a9f2c75f5bb259535fd9700df6993ac54f25af24a1630e235d0,1b6d61c598a39ad68fb95dd1183b063270ba0f78175b982196a7636bc89a325d,SINGLE_LINE_ESCAPED_CSV,"strip_outer_quotes+unescape(\"" ,\n)",sheet fully analysed
F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,1,bis_topic17_hallmarking_centres_cancelled_suspended,visible,722,17,centre_id | centre_name | centre_code | address | city | district | state | pin | recognition_status | recognition_status_raw | validity | suspended_cancelled_date | scope | services | region | centre_type | source_URL,722,17,,0,723,722,0,0,,0,0,,,centre_id:string;centre_name:string;centre_code:string;address:mixed(date|string);city:string;district:mixed(date|string);state:string;pin:int;recognition_status:string;recognition_status_raw:string;validity:string;suspended_cancelled_date:date;scope:empty;services:string;region:string;centre_type:string;source_url:url,validity;suspended_cancelled_date,source_URL,,,,,address,75e8fc7a41daeba5ad5ae723f352a100dd554be49f47a4e12154c97dc7e41b04,8f8bb45b2dc9263d63801e0005bd23d1346dee07d03306873129f7645d01ee0e,SINGLE_LINE_ESCAPED_CSV,"strip_outer_quotes+unescape(\"" ,\n)",sheet fully analysed
F040,data__raw__fmcs_all_fmcs_list_raw.csv,1,data__raw__fmcs_all_fmcs_list_raw,visible,3135,9,s_no | cml_no_raw | name_address_raw | validity_date_raw | standard_no_raw | status_raw | variety_brand_raw | source_URL | retrieved_at,3135,9,,0,0,3135,0,0,,0,0,,,s_no:int;cml_no_raw:int;name_address_raw:string;validity_date_raw:string;standard_no_raw:string;status_raw:string;variety_brand_raw:string;source_url:url;retrieved_at:date,validity_date_raw;retrieved_at,source_URL,standard_no_raw,,,,name_address_raw;variety_brand_raw,1569c812c4d3b64cf65a5f7aaec57c8c3ff79c6585756feb905e7dcbc5f13762,5632eee6b6e76ff8725ecc0e87130c5247c79a879b37a2729b149fd0155b8521,,,sheet fully analysed
F041,output__extraction_log.csv,1,output__extraction_log,visible,12,6,url | error_type | timestamp | retry_count | outcome | notes,12,6,,0,0,12,0,0,,0,0,,,url:string;error_type:string;timestamp:date;retry_count:int;outcome:string;notes:string,timestamp,url,,,,,notes,883b66db7b2a52f0cbbf6e9f097c7de4c1d4ea010619beff6b4cc48a0aef6e68,9d23b25df294185ea30f18068d8f0062fac8a962e0dc44d37355c3b92b495faf,,,sheet fully analysed
F042,output__fmcs_country_coverage.csv,1,output__fmcs_country_coverage,visible,74,3,country | manufacturer_count | licence_count,74,3,,0,0,74,0,0,,0,0,,,country:string;manufacturer_count:int;licence_count:int,,,,,,,,ef3380fbdd476b98d49f04a44e78c637102ef0c4e2c9cab78132a71843758080,4f05427bcf8b8f02ea70e9b407c56535f0ef4b657459cc8315bb6812f5d4cf16,,,sheet fully analysed
F043,output__fmcs_is_coverage.csv,1,output__fmcs_is_coverage,visible,423,3,IS_number | manufacturer_count | licence_count,423,3,,0,0,423,0,0,,0,0,,,is_number:string;manufacturer_count:int;licence_count:int,,,IS_number,,,,,d0f399ff5429e506f5fd0db21bdf0e336153b8d6563b598272990cb62d340974,abcc51c90e2b355ec0c1535148bf6b57b9569bc75c3c8e3fb0ce1f94e8962661,,,sheet fully analysed
F044,output__source_inventory.csv,1,output__source_inventory,visible,46,12,url | source_type | source_title | http_status | content_type | bytes | last_modified | sha256 | dedup_status | canonical_document_id | retrieved_at | notes,46,12,,0,88,46,0,0,,0,0,,,url:url;source_type:string;source_title:string;http_status:int;content_type:string;bytes:int;last_modified:string;sha256:string;dedup_status:string;canonical_document_id:string;retrieved_at:date;notes:string,retrieved_at,url,,,,,last_modified;notes,3e801a9d73c4a19ebd04faff69b9fff9c94c920976bad56d6f330286029af5b9,99cf2b0706470ca2e211d3218dc16fb99af16a3e5333ac80645901d3486931cb,,,sheet fully analysed
F045,output__topic18_fmcs_manufacturers.csv,1,output__topic18_fmcs_manufacturers,visible,3135,17,manufacturer_id | manufacturer | country | factory | IS_number | product | eligibility | machinery_requirements | testing_facilities | competent_personnel | AIR | application_requirements | fees | licence | licence_status | documents | source_URL,3135,17,,0,108,3135,0,0,,0,0,,,manufacturer_id:string;manufacturer:string;country:string;factory:mixed(date|string);is_number:string;product:string;eligibility:string;machinery_requirements:string;testing_facilities:string;competent_personnel:string;air:string;application_requirements:string;fees:string;licence:int;licence_status:string;documents:string;source_url:url,,source_URL,IS_number,,,testing_facilities,factory;product;eligibility;machinery_requirements;testing_facilities;competent_personnel;AIR;application_requirements;fees,af482d90e40a033dbfda9f617b00e7cd91df34db1e61681dc254be2b614cd598,bc979f529c3a0a0783ad5a147dfba52e1600881a5fde92d79a6dcc5a5d3c237c,,,sheet fully analysed
F046,output__topic19_official_documents.csv,1,output__topic19_official_documents,visible,22,17,document_id | document_title | document_type | IS_number | product | scheme | QCO | version | date | effective_date | source_URL | download_URL | local_file | SHA256 | page_count | access_status | license/access_restriction,22,17,,0,160,22,0,0,,0,0,,,document_id:string;document_title:string;document_type:string;is_number:empty;product:empty;scheme:string;qco:empty;version:empty;date:empty;effective_date:empty;source_url:url;download_url:url;local_file:empty;sha256:string;page_count:int;access_status:string;license_access_restriction:string,date;effective_date,source_URL;download_URL,IS_number,QCO,scheme,,scheme;license/access_restriction,eb08ea5aecbcc2561b36880de451219b69c9eba758a03cf5a59f781d7d3a4758,8e26addf1b37b04ce612a28df93f34aa1e568079cf5f90a49f2eb1883ff0f508,,,sheet fully analysed
F047,output__topic20_provenance.csv,1,output__topic20_provenance,visible,44154,19,record_id | entity_type | field_name | field_value | source_URL | source_title | source_type | document_id | document_title | page | section | clause | version | effective_date | document_hash | retrieval_timestamp | evidence_text | verification_status | confidence,44154,19,,0,274219,44154,0,0,,0,0,,,record_id:string;entity_type:string;field_name:string;field_value:mixed(int|string);source_url:url;source_title:string;source_type:string;document_id:string;document_title:string;page:empty;section:string;clause:string;version:string;effective_date:string;document_hash:string;retrieval_timestamp:date;evidence_text:string;verification_status:string;confidence:string,effective_date;retrieval_timestamp,source_URL,version,,,,field_value;effective_date;evidence_text,680c8d817c730d9b8cf77563ec852ad0288293e799a5c4d8ab79bc528ab30af2,25db76fcf1bffebd1899f4412a18f3121aa6ef843f4307895310bbd6fb9bb7f4,,,sheet fully analysed
F048,output__unresolved_records.csv,1,output__unresolved_records,visible,22,6,record_id | entity_type | field_name | reason | attempted_source_URL | resolution_needed,22,6,,0,3,22,0,0,,0,0,,,record_id:string;entity_type:string;field_name:string;reason:string;attempted_source_url:url;resolution_needed:string,,attempted_source_URL,,,,,reason;resolution_needed,eadd8177b008b5b18395dbf96a638cc76bd6c3606cef6969af4708185fb6b0d3,7589f5ee27c41168a86952c5d6586e38e59ad309dd60dd51f24a01484a0f0dde,,,sheet fully analysed
