conflict_id,pair_id,record_key_column,record_key_value,conflicting_column,file_a,sheet_a,source_row_a,value_a,file_b,sheet_b,source_row_b,value_b,value_similarity,value_relationship,conflict_type,resolution_status,phase4_action
CF-00103,DC-0031,is_number,is 15844 (part 1):2023,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,34,sports footwear - general purpose,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,34,sports footwear for general purpose,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00104,DC-0031,is_number,is 15844 (part 2):2023,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,35,sports footwear - performance sports footwear,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,35,sports footwear for performance sports footwear,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00105,DC-0031,is_number,is 15844 (part 3):2024,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,36,sports footwear - professional sports footwear,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,36,sports footwear for professional sports footwear,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00106,DC-0031,is_number,is 17037:2018,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,38,anti riot shoes,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,38,antiriot shoes,0.25,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00107,DC-0031,is_number,is 15298 (part 2):2016,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,41,personal protective equipment - safety footwear,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,41,personal protective equipment: safety footwear,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00108,DC-0033,is_number,is 17631:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,2,work chairs - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,2,work chairs,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00109,DC-0033,is_number,is 17631:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,2,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17631,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,2,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00110,DC-0033,is_number,is 17632:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,3,general purpose chairs and stools - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,3,general purpose chairs and stools,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00111,DC-0033,is_number,is 17632:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,3,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17632,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,3,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00112,DC-0033,is_number,is 17633:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,4,tables and desks - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,4,tables and desks,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00113,DC-0033,is_number,is 17633:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,4,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17633,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,4,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00114,DC-0033,is_number,is 17634:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,5,storage units - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,5,storage units,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00115,DC-0033,is_number,is 17634:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,5,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17634,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,5,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00116,DC-0033,is_number,is 17635:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,6,beds - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,6,beds,0.5,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00117,DC-0033,is_number,is 17635:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,6,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17635,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,6,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00118,DC-0033,is_number,is 17636:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,bunk beds - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,7,bunk beds,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00119,DC-0033,is_number,is 17636:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17636,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,7,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00120,DC-0033,is_number,is 2347:2023,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,domestic pressure cooker - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,8,domestic pressure cookers,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00121,DC-0033,is_number,is 2347:2023,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2347,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,8,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00122,DC-0033,is_number,is 12600:1989,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,10,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=12600,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,10,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00123,DC-0033,is_number,is 1489 (part 1):2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,portland pozzolana cement - fly ash based,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,11,portland pozzolana cement (fly-ash based),0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00124,DC-0033,is_number,is 1489 (part 1):2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=1489,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,11,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00125,DC-0033,is_number,is 1489 (part 2):2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,portland pozzolana cement - calcined clay based,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,12,portland pozzolana cement (calcined clay based),0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00126,DC-0033,is_number,is 1489 (part 2):2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=1489,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,12,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00127,DC-0033,is_number,is 269:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,13,ordinary portland cement - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,13,ordinary portland cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00128,DC-0033,is_number,is 269:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,13,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=269,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,13,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00129,DC-0033,is_number,is 455:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,portland slag cement - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,14,portland slag cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00130,DC-0033,is_number,is 455:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=455,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,14,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00131,DC-0033,is_number,is 8041:1990,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,15,rapid hardening portland cement - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,15,rapid hardening portland cement,0.8,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00132,DC-0033,is_number,is 8041:1990,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,15,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8041,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,15,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00133,DC-0033,is_number,is 8042:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,16,white portland cement - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,16,white portland cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00134,DC-0033,is_number,is 8042:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,16,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8042,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,16,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00135,DC-0033,is_number,is 8043:1991,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,17,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8043,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,17,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00136,DC-0033,is_number,is 16415:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,18,composite cement - specification,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,18,composite cement,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00137,DC-0033,is_number,is 16415:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,18,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=16415,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,18,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00138,DC-0033,is_number,is 9873 (part 2):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,20,safety of toys - flammability,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,20,safety of toys: flammability,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00139,DC-0033,is_number,is 9873 (part 2):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,20,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,20,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00140,DC-0033,is_number,is 9873 (part 3):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,21,safety of toys - migration of certain elements,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,21,safety of toys: migration of certain elements,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00141,DC-0033,is_number,is 9873 (part 3):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,21,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,21,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00142,DC-0033,is_number,is 9873 (part 4):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,22,"swings, slides and similar activity toys",BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,22,"safety of toys: swings, slides and similar activity toys",0.8333,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00143,DC-0033,is_number,is 9873 (part 4):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,22,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,22,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00144,DC-0033,is_number,is 15644:2006,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,23,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=15644,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,23,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00145,DC-0033,is_number,is 2835:1987,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,24,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2835,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,24,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00146,DC-0033,is_number,is 2553 (part 1):2018,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,25,"safety glass - architectural, building and general uses",BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,25,"safety glass: architectural, building and general uses",0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00147,DC-0033,is_number,is 2553 (part 1):2018,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,25,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2553,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,25,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00148,DC-0033,is_number,is 2553 (part 2):2019,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,26,safety glass - road transport,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,26,safety glass: for road transport,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00149,DC-0033,is_number,is 2553 (part 2):2019,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,26,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2553,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,26,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00150,DC-0033,is_number,is 9573 (part 1):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,27,rubber hose for lpg - industrial application,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,27,rubber hose for liquefied petroleum gas (lpg): industrial application,0.625,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00151,DC-0033,is_number,is 9573 (part 1):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,27,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9573,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,27,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,0.15,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00152,DC-0033,is_number,is 9573 (part 2):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,28,rubber hose for lpg - domestic and commercial application,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,28,rubber hose for liquefied petroleum gas (lpg): domestic and commercial application,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
